name,owners_with_asset_in_project,percent_of_owners_with_asset_in_project,percent_owned,project_floor,total_assets_owned,total_project_floor,total_num_owners,total_supply
VeeFriends,73,7.87,1.24,13.5,127,1714.5,5262,10255.0
The Meta Key,31,3.34,1350.0,0.19,54,10.26,6093,4.0
First Day Out by DrifterShoots,45,4.85,0.78,0.17,81,13.770000000000001,6548,10351.0
Gutter Punks - Shonen Junk,4,0.43,0.13,0.05,12,0.6000000000000001,2244,9001.0
Hunnys Power-Pass Plus,1,0.11,100.0,0.5,1,0.5,19,1.0
Metaciples Power-Pass,1,0.11,100.0,0.0,1,0.0,6,1.0
Gutter Punks - CloneX,87,9.38,1.61,0.06,309,18.54,8859,19164.0
TRIBE X,1,0.11,0.05,0.13,1,0.13,740,2101.0
MEFaverse,1,0.11,0.19,0.06,3,0.18,643,1603.0
DARC Official,1,0.11,0.09,0.01,1,0.01,335,1145.0
STREETHERS Genesis,1,0.11,0.38,0.19,3,0.5700000000000001,401,799.0
MEE6 Avatars Pre-Reveal,5,0.54,500.0,0.24,5,1.2,1943,1.0
Skullpunks-Og,2,0.22,0.06,0.0,6,0.0,2400,9999.0
Women From Venus,3,0.32,0.11,0.03,6,0.18,2565,5555.0
MEM Lucky Leprechauns,1,0.11,1.09,0.123,1,0.123,67,92.0
TelePunks NFT,1,0.11,0.4,0.0,5,0.0,357,1239.0
AlphaSkullz Genesis Force,1,0.11,0.03,0.06,1,0.06,1395,3334.0
Founder Bricks,1,0.11,0.03,0.14,1,0.14,1477,3000.0
DAPE: Genesis,1,0.11,0.04,0.08,1,0.08,1503,2444.0
Feline Fiendz NFT,1,0.11,0.04,0.21,3,0.63,3985,7777.0
WEEDGANG.GAME - GENESIS STRAINS,1,0.11,0.02,0.03,1,0.03,459,6000.0
Satoshi Runners Official,4,0.43,0.05,0.14,4,0.56,1120,7777.0
Nights with Nara,1,0.11,0.02,0.0,2,0.0,585,10000.0
Crypto Beauties DAO,1,0.11,0.24,0.01,5,0.05,883,2078.0
Kong Club Official,1,0.11,0.01,0.01,1,0.01,4570,7777.0
Shonen Junk Official,4,0.43,0.12,0.2,11,2.2,2223,9000.0
omgkirby Genesis,23,2.48,1.4,0.07,42,2.9400000000000004,1696,3000.0
Ethalien VOX,7,0.75,0.3,0.02,30,0.6,3146,10000.0
Delinkuents Founders Coin,1,0.11,0.39,0.0,1,0.0,85,254.0
Bounty Games,4,0.43,1.62,0.02,39,0.78,781,2413.0
FishyFam,10,1.08,0.15,0.12,15,1.7999999999999998,5836,9999.0
Catharsis X Fame Lady Squad,2,0.22,0.5,0.05,3,0.15000000000000002,254,599.0
OpenDAO Genesis Membership,8,0.86,350.0,0.02,14,0.28,3667,4.0
the ape frens (Official),3,0.32,0.33,0.0,26,0.0,1889,7777.0
MechArcade: The Lost Metal Alliance,2,0.22,0.36,0.02,6,0.12,651,1668.0
rekt | fees.wtf,28,3.02,0.33,0.01,28,0.28,8507,8607.0
PoodleDunk,2,0.22,1.55,0.02,28,0.56,562,1803.0
Rug Radio - Genesis NFT,77,8.3,1.03,0.28,206,57.68000000000001,10064,20000.0
SNOFLAKES,2,0.22,5.13,0.0,2,0.0,39,39.0
Rug Radio Membership Pass,83,8.94,0.75,0.05,150,7.5,13616,20000.0
Tensei Turtles Official,1,0.11,0.43,0.01,1,0.01,143,234.0
TTX,1,0.11,0.56,0.0,1,0.0,110,179.0
8th Wonders by 8th Project,3,0.32,0.36,0.04,4,0.16,547,1111.0
Waifu House DAO,1,0.11,0.33,0.11,2,0.22,274,600.0
Tentaverse Genesis Collection,1,0.11,1.4,0.01,14,0.14,336,1001.0
Sporo Rabbits,1,0.11,1.18,0.0,1,0.0,36,85.0
Nuclear Nerds of the Accidental Apocalypse,20,2.16,1.84,0.25,166,41.5,3527,8999.0
CLONE X - X TAKASHI MURAKAMI,84,9.05,1.58,18.0,304,5472.0,8887,19193.0
Mecha Chaotic: Bedlam,3,0.32,0.14,0.03,5,0.15,1457,3619.0
Meta Elf Mania,1,0.11,0.87,0.05,1,0.05,64,115.0
Triple 7 Dice,1,0.11,3.45,0.0,4,0.0,29,116.0
Golden Voyager Party V2,1,0.11,0.08,0.01,1,0.01,326,1306.0
m00sik,1,0.11,5.56,50.0,1,50.0,13,18.0
21Hundreds Official,1,0.11,0.12,0.02,1,0.02,252,807.0
Degen Waifus,1,0.11,13.04,0.0,3,0.0,9,23.0
Crypto Coven,36,3.88,1.77,0.7,173,121.1,4815,9761.0
Bufficorn Buidl Brigade,14,1.51,0.15,0.05,15,0.75,4115,10000.0
Chameleon Collective,2,0.22,0.06,0.02,6,0.12,2856,10000.0
Ape Harmony Monster Club,2,0.22,0.27,0.18,3,0.54,427,1111.0
VeeFriends Mini Drops,14,1.51,2.58,0.85,45,38.25,677,1746.0
Doki Division,1,0.11,0.66,0.01,1,0.01,67,152.0
CDFC (redacted),1,0.11,0.88,0.0,1,0.0,54,114.0
Pixel Foxes: Spooky Season,1,0.11,0.41,0.01,2,0.02,305,484.0
TPSv2,1,0.11,1.12,0.0,1,0.0,14,89.0
Slimy Snails NFT,1,0.11,0.4,0.0,1,0.0,133,253.0
Genetic Chain - Geneticists Pass,4,0.43,0.9,0.09,4,0.36,278,443.0
Genetic Chain - Chain Gang Pass,3,0.32,0.23,0.05,3,0.15000000000000002,840,1284.0
Vicked Jacks,1,0.11,1.75,0.99,2,1.98,60,114.0
PxlFangs,4,0.43,0.18,0.02,12,0.24,2930,6548.0
Long Neck Cartel,1,0.11,14.81,0.0,4,0.0,18,27.0
CDFC,1,0.11,0.96,0.0,1,0.0,33,104.0
Cyber Hornets Colony Club,3,0.32,0.83,0.03,74,2.2199999999999998,2031,8888.0
CryptoNFTits,1,0.11,0.75,0.0,10,0.0,464,1326.0
Pink Elephant Parade,1,0.11,0.95,0.06,1,0.06,59,105.0
BOIDS NFT,3,0.32,1.25,0.0,25,0.0,790,2000.0
Emeejis,1,0.11,1.3,0.02,3,0.06,44,230.0
Roaring Leaders,1,0.11,0.02,0.04,2,0.08,1605,8245.0
Stoned Apez Saturn Club,1,0.11,0.04,0.01,3,0.03,2327,6966.0
Pythagorean Masks,5,0.54,0.34,0.0,17,0.0,1230,5042.0
Golden Eaglez Kartel,1,0.11,0.06,0.01,1,0.01,426,1546.0
The Financial Advisors Club,1,0.11,0.06,0.0,1,0.0,794,1800.0
Hunnys,4,0.43,0.23,0.03,23,0.69,2603,10000.0
Apes Run The World,2,0.22,0.13,0.01,7,0.07,972,5555.0
Giraffes At The Bar,1,0.11,0.17,0.0,3,0.0,841,1773.0
Stranger EggZ,3,0.32,0.13,0.0,11,0.0,1981,8369.0
Paladin Pandas,3,0.32,0.08,0.05,8,0.4,2692,9849.0
Creature World,74,7.97,1.58,0.63,158,99.54,6216,10000.0
Lamb Duhs,5,0.54,0.08,0.04,7,0.28,2592,8500.0
RichKidz,2,0.22,0.69,0.03,6,0.18,294,867.0
BONEHEADS - Origins,4,0.43,0.17,0.02,17,0.34,1792,10000.0
Legacy Reapers,1,0.11,0.22,0.1,1,0.1,236,460.0
The Lost Glitches,6,0.65,0.37,0.02,37,0.74,2915,9999.0
The Shark Cove,1,0.11,0.07,0.07,2,0.14,892,2913.0
Bitmates,3,0.32,0.03,0.08,3,0.24,1910,10000.0
Aggro Eagles,1,0.11,0.46,0.02,1,0.02,87,216.0
Nice Drips,10,1.08,0.3,0.0,33,0.0,3068,11111.0
Cheetah Cub Coalition,2,0.22,0.44,0.02,5,0.1,391,1126.0
Stray Cats  NFT,1,0.11,0.21,0.01,3,0.03,595,1441.0
Tier Zero: Beasts,2,0.22,0.31,0.0,5,0.0,511,1619.0
Pixel Kitty Supercar Club,2,0.22,0.35,0.0,7,0.0,685,2020.0
PandaBugz,1,0.11,0.24,0.0,2,0.0,333,845.0
OHDAT Battle-mechs,1,0.11,0.42,0.03,3,0.09,152,709.0
Golden Poos,1,0.11,1.06,0.05,2,0.1,104,189.0
Pineapples Day Out,1,0.11,0.02,0.01,1,0.01,1311,5000.0
Animetas,18,1.94,1.87,0.12,189,22.68,4116,10101.0
[LEGACY EDITION] Whelps,5,0.54,0.21,0.0,16,0.0,1976,7777.0
Etheremura,1,0.11,0.09,0.0,3,0.0,981,3167.0
The First Cybernetics,1,0.11,2.0,0.0,1,0.0,26,50.0
SupDucks,29,3.12,0.87,0.84,87,73.08,3597,10001.0
Goblin Goons,5,0.54,1.4,0.01,66,0.66,1404,4713.0
Mecha Chaotic: First Breach (Genesis),1,0.11,2.17,0.09,1,0.09,331,46.0
My Fucking Pickle,10,1.08,0.23,0.03,23,0.69,2726,10000.0
Sodabits,1,0.11,0.2,0.01,2,0.02,305,1000.0
BitShields,2,0.22,0.32,0.2,2,0.4,234,620.0
PunkCats,1,0.11,0.1,0.06,1,0.06,470,1000.0
CryptoSkulls,15,1.62,1.06,0.82,106,86.92,4138,9997.0
Grailers,20,2.16,6.65,1.7,27,45.9,215,406.0
0xmoments by 0xmusic,6,0.65,233.33,0.1,14,1.4000000000000001,213,6.0
Polish2Space Golden Moments,1,0.11,0.18,0.03,1,0.03,246,567.0
0xmusic,9,0.97,5.28,0.17,41,6.970000000000001,425,777.0
Complex Grids,1,0.11,1.0,0.25,1,0.25,68,100.0
ZORBS by ZORA,53,5.71,0.33,0.01,187,1.87,32675,56741.0
DEGENERATIVE by DEAFBEEF,5,0.54,13.95,2.35,12,28.200000000000003,31,86.0
AlphaModica by Danooka,3,0.32,10.67,0.1,8,0.8,58,75.0
Coolman's Universe,28,3.02,0.81,1.03,81,83.43,5680,10000.0
Plottables,23,2.48,2.06,0.03,35,1.05,554,1695.0
THE SOURCE CoDE by Ofir Liberman,2,0.22,2.19,0.28,3,0.8400000000000001,90,137.0
HAKI NFT,1,0.11,0.02,0.4,1,0.4,3116,5000.0
Shinsekai Portal,10,1.08,0.6,0.43,60,25.8,5416,10000.0
Gutter Punks - Impostors,17,1.83,0.53,0.6,53,31.799999999999997,6016,10000.0
National Beer Day 2022 - Resonate,70,7.54,7000.0,0.0,70,0.0,8843,1.0
Gummies Gang - Official,2,0.22,0.06,0.04,4,0.16,3462,6969.0
"""MOAR"" by Joan Cornella",6,0.65,0.18,1.05,10,10.5,3726,5555.0
FVCK_AVATAR//,26,2.8,1.02,0.33,75,24.75,3529,7325.0
The Ape List,2,0.22,200.0,0.44,2,0.88,589,1.0
Anime Metaverse Soul,55,5.93,1.53,0.01,153,1.53,5329,10021.0
Ash Chapter Two: Metamorphosis,22,2.37,1.45,0.21,93,19.529999999999998,2739,6392.0
Fluffy Polar Bears,6,0.65,0.2,0.07,19,1.33,3824,9441.0
Gutter Punks Flyer - Cool Cats,72,7.76,1.85,0.06,184,11.04,5391,9941.0
OKPC,62,6.68,4.53,0.06,371,22.259999999999998,3520,8192.0
MFN Gutter Punks,51,5.5,1.66,0.0,249,0.0,6280,15021.0
Jake x Jenkins,24,2.59,0.89,0.05,24,1.2000000000000002,2127,2689.0
Cupcat Kittens,8,0.86,0.26,0.03,22,0.6599999999999999,2911,8540.0
tubby cats by tubby collective,32,3.45,0.5,0.34,100,34.0,9438,20000.0
Kaiju Mutants NFT,3,0.32,0.42,0.4,15,6.0,2037,3570.0
PUNKS 2: KIKI Collector's Edition,13,1.4,2.0,0.2,15,3.0,694,750.0
Edenhorde,6,0.65,0.37,0.52,32,16.64,2926,8685.0
Pixelmon - Generation 1,8,0.86,0.14,0.23,14,3.22,5105,10005.0
HOT MESS,9,0.97,700.0,0.29,21,6.09,115,3.0
Cool Pets NFT,79,8.51,1.42,1.51,267,403.17,9731,18756.0
Surge Emergence,1,0.11,0.2,0.02,1,0.02,324,500.0
Trippy Gelato Creamery: Production One,3,0.32,0.16,0.0,5,0.0,1114,3037.0
Kuroro Ferry Tickets,1,0.11,100.0,0.99,1,0.99,582,1.0
Lives of Asuna,12,1.29,0.26,0.22,26,5.72,5518,10000.0
Wealthy Ape Social Club,3,0.32,0.39,0.01,30,0.3,2391,7777.0
Project MIP Network,4,0.43,0.11,0.03,11,0.32999999999999996,4973,9575.0
DRP Member,4,0.43,200.0,0.02,4,0.08,1281,2.0
Lil' Heroes by Edgar Plans,3,0.32,0.1,0.7,8,5.6,4127,7776.0
Girlies NFT,25,2.69,0.54,0.06,54,3.2399999999999998,4302,9999.0
Cool Monkes Genesis,1,0.11,0.01,0.11,1,0.11,817,10000.0
FOMO MOFOS,13,1.4,0.36,0.17,29,4.930000000000001,4219,8005.0
X Rabbits Club,4,0.43,0.08,0.12,6,0.72,3213,7502.0
Surge by Morpheu5,2,0.22,0.23,0.09,2,0.18,535,888.0
Rengoku Legends [Samurai],7,0.75,0.21,0.05,13,0.65,3621,6276.0
Generascope,7,0.75,1.08,0.32,12,3.84,513,1111.0
Phanta Doods,6,0.65,0.85,0.0,66,0.0,1062,7776.0
PX Quest,2,0.22,0.06,0.1,3,0.30000000000000004,1876,5000.0
Planetary Property Association: Shuttle Passes,6,0.65,200.0,0.02,6,0.12,5568,3.0
CyberBox Tools,1,0.11,100.0,1.4,2,2.8,201,2.0
The Aping Dead,3,0.32,1.07,0.0,26,0.0,1036,2424.0
Croodles,6,0.65,0.39,0.0,35,0.0,3292,8888.0
TIMEPieces x Robotos,50,5.39,540.0,0.01,54,0.54,7536,10.0
Dreamland Genesis,5,0.54,0.2,0.06,20,1.2,4239,10000.0
Solarbots.io,9,0.97,0.29,0.11,117,12.87,1447,39940.0
Project NANOPASS,7,0.75,0.2,3.9,11,42.9,4092,5555.0
Soulware Project,2,0.22,0.67,0.02,16,0.32,1126,2397.0
MidnightBreeze,20,2.16,0.73,0.47,51,23.97,3361,6969.0
TinyPaws 2D,6,0.65,0.25,0.0,6,0.0,2345,2377.0
Vortex by Jen Stark,23,2.48,2.6,0.45,26,11.700000000000001,581,1000.0
Banned NFT,6,0.65,11.69,0.05,49,2.45,241,419.0
Noundles Game,2,0.22,0.08,0.01,12,0.12,2582,14274.0
Skeleton-Bit,8,0.86,1.58,0.0,79,0.0,1491,5000.0
Shark Feast,4,0.43,125.0,0.07,5,0.35000000000000003,198,4.0
Mobland Genesis SYNR Pass,3,0.32,0.74,2.25,3,6.75,358,408.0
mfers,53,5.71,1.34,2.99,134,400.66,5353,10021.0
gzcRXX87h,6,0.65,0.14,0.0,14,0.0,3905,10066.0
Monster Shelter,3,0.32,0.14,0.01,8,0.08,2292,5555.0
Kohi x eepmon CityLights,16,1.72,4.8,0.04,58,2.32,559,1208.0
Timeless Characters,21,2.26,0.64,0.57,60,34.199999999999996,3084,9421.0
Women of Aradena,2,0.22,0.21,0.06,11,0.6599999999999999,1066,5200.0
Asemica by Emily Edelman - Dima Ofman - Andrew Badr,13,1.4,4.49,0.2,44,8.8,579,980.0
MonkeVerse,3,0.32,0.09,0.02,3,0.06,1565,3333.0
Purrnelopes Kittens,6,0.65,1.05,0.03,63,1.89,1183,5976.0
Noundles,11,1.19,0.47,0.02,35,0.7000000000000001,3160,7465.0
Alien Genesys,1,0.11,0.3,0.04,1,0.04,235,333.0
Zodiac Capsules,11,1.19,0.95,0.3,89,26.7,1827,9365.0
Quantum Curated,72,7.76,11.6,0.6,291,174.6,960,2509.0
Mint Passes Dissected Toadz -- Commission Passes,2,0.22,0.93,0.1,2,0.2,71,215.0
FPB - Old Collection,7,0.75,0.22,0.0,21,0.0,4036,9442.0
Club721 DAO,2,0.22,200.0,0.06,2,0.12,631,1.0
PSS Bingo,1,0.11,0.2,0.02,1,0.02,450,502.0
The Family Mooks by Doodle Labs,25,2.69,1.26,0.04,44,1.76,1639,3492.0
Robopets,30,3.23,0.95,0.1,76,7.6000000000000005,3959,8017.0
Blaschke Ballet by NumbersInMotion,3,0.32,0.5,0.08,3,0.24,431,600.0
The Space Cats,5,0.54,0.71,0.0,71,0.0,2351,9999.0
Kaiju Kingz,11,1.19,0.48,0.99,28,27.72,3321,5851.0
Icy Founders Club,16,1.72,1.44,0.38,19,7.22,1294,1321.0
Nightkids Fearless Token,11,1.19,750.0,0.0,15,0.0,1962,2.0
KitPics,2,0.22,0.06,0.0,3,0.0,1174,5270.0
Rich Gator Golf Club,1,0.11,0.18,0.01,4,0.04,1186,2222.0
Fomoverse,9,0.97,0.73,1.9,9,17.099999999999998,782,1234.0
Froggies Beginnings,2,0.22,0.15,0.0,6,0.0,1592,4096.0
Beyond Humanity (Official),4,0.43,0.16,0.01,7,0.07,1817,4444.0
Purrnelopes KittyVault Purrks,15,1.62,1200.0,0.01,84,0.84,3951,7.0
Homeward Founders Tickets,1,0.11,33.33,0.07,1,0.07,8,3.0
BearBrick Labs,1,0.11,0.19,0.02,2,0.04,439,1055.0
The Club721,7,0.75,0.51,0.14,10,1.4000000000000001,1747,1961.0
PSS MintPass,1,0.11,0.23,0.02,1,0.02,429,435.0
Capsule House,23,2.48,1.13,1.27,113,143.51,3878,10000.0
Obits Official,66,7.11,5.44,0.08,388,31.04,2941,7132.0
TIMEPiece Minting Passes,37,3.99,0.38,0.01,47,0.47000000000000003,10735,12405.0
Bastard Penguins,5,0.54,0.21,0.01,20,0.2,3856,9579.0
Habbo Avatars,11,1.19,0.25,0.15,29,4.35,4353,11600.0
TinyPaws,5,0.54,0.56,0.01,30,0.3,2392,5356.0
Avarik Saga Universe,2,0.22,0.05,0.11,4,0.44,2453,8888.0
Wassies by Wassies,16,1.72,0.53,0.58,51,29.58,2625,9546.0
TIMEPieces Build a Better Future: Genesis Drop,22,2.37,1.26,0.26,59,15.34,2919,4676.0
Adventure Cards,7,0.75,0.41,0.05,20,1.0,1728,4901.0
Cupcats Official,4,0.43,0.3,0.29,15,4.35,1822,5009.0
Homeward Official,1,0.11,33.33,0.0,1,0.0,3,3.0
The Adventurers Text,7,0.75,0.44,0.0,22,0.0,2556,5000.0
Lonely Frog Lambo Club,14,1.51,0.35,0.01,35,0.35000000000000003,3568,10000.0
The Medieval Pixels,2,0.22,0.1,0.0,10,0.0,1525,10000.0
dGenesis dGen Automatons,8,0.86,0.33,0.01,13,0.13,1035,4000.0
GLICPIXXXVER002 - GRAND COLLECTION,4,0.43,0.53,0.03,28,0.84,1025,5255.0
BlankFace,6,0.65,0.21,0.0,21,0.0,5278,10000.0
NFTheo,5,0.54,0.51,0.02,15,0.3,1185,2948.0
uwucrew,6,0.65,1.5,0.2,145,29.0,3992,9669.0
LoFiStargazer,4,0.43,2.13,0.0,18,0.0,283,846.0
Bloot (not for Weaks),23,2.48,0.71,0.01,57,0.5700000000000001,3910,8008.0
Loot (for Cyberpunks),8,0.86,0.46,0.01,14,0.14,1210,3011.0
Extension Loot (for Adventurers),10,1.08,0.15,0.01,12,0.12,2209,7779.0
Neon Junkies,5,0.54,0.28,0.0,26,0.0,2927,9135.0
Fat Punks Official,3,0.32,0.7,0.05,7,0.35000000000000003,453,999.0
Characters  (for Adventurers),12,1.29,0.54,0.0,39,0.0,2492,7249.0
Sleeper Hits Collection Volume 1 NFT Cribs,11,1.19,0.81,0.0,45,0.0,1927,5555.0
LoFiSkylines,8,0.86,1.14,0.0,38,0.0,1284,3333.0
Incrementum,2,0.22,0.1,0.0,4,0.0,1223,4000.0
8 BIT UNIVERSE,7,0.75,2.14,0.0,190,0.0,3469,8887.0
Dogs Unchained,8,0.86,0.29,0.01,17,0.17,2189,5901.0
Shabu Town Shibas,8,0.86,1.28,0.0,128,0.0,3148,10000.0
HeavenComputer,47,5.06,3.47,0.09,270,24.3,2853,7777.0
CyberKongz VX,27,2.91,0.32,1.19,47,55.93,2922,14825.0
Incognito,8,0.86,0.15,0.01,15,0.15,3237,10000.0
nightkids,14,1.51,1.06,0.01,59,0.59,2205,5554.0
Starlings,14,1.51,0.89,0.05,90,4.5,2848,10100.0
Generativemasks,35,3.77,1.23,0.1,123,12.3,3368,9999.0
The BirdHouse,3,0.32,0.22,0.01,13,0.13,2101,6000.0
Warriors of Aradena,5,0.54,0.22,0.08,18,1.44,1991,8000.0
JunkYardDogs,7,0.75,0.33,0.04,26,1.04,3422,7977.0
Sad Frogs District,4,0.43,0.29,0.0,20,0.0,2202,6995.0
MINDDS COLLAB LAND,5,0.54,31.58,0.03,6,0.18,582,19.0
FVCK_CRYSTAL//,36,3.88,1.68,1.0,70,70.0,2285,4169.0
Space Poggers,10,1.08,0.74,0.01,92,0.92,3474,12442.0
Raccoon Mafia,1,0.11,0.03,0.0,1,0.0,1560,3331.0
Robotos,44,4.74,1.0,0.54,100,54.0,5674,9998.0
Treeverse Plots,25,2.69,0.51,1.12,53,59.36000000000001,3718,10420.0
Star Dusts,6,0.65,0.8,0.05,8,0.4,612,999.0
Purrnelopes Country Club,14,1.51,0.9,0.32,90,28.8,3439,10000.0
TBAC,19,2.05,520.0,0.7,52,36.4,1695,10.0
Jake's World Editions,15,1.62,238.46,0.3,31,9.299999999999999,242,13.0
Cool Cats NFT,68,7.33,1.8,7.86,179,1406.94,5378,9941.0
Meta Bots,4,0.43,0.13,0.0,13,0.0,1120,10000.0
Ethermore,14,1.51,0.89,0.01,134,1.34,2864,15000.0
CryptoFoxes,5,0.54,1.71,0.03,190,5.7,2936,11111.0
Voxies,11,1.19,1.83,0.29,183,53.06999999999999,1774,10000.0
BASTARD GAN PUNKS V2,9,0.97,0.31,0.15,35,5.25,2829,11305.0
CryptoTeddies,5,0.54,8.26,0.24,10,2.4,319,121.0
Waifusion,5,0.54,0.4,0.06,65,3.9,2256,16382.0
Moonlings NFT Official,27,2.91,2.29,0.02,229,4.58,3147,10000.0
The Aquatica Collection,69,7.44,44.59,0.3,136,40.8,169,305.0
Chi Modu - The Second Drop,7,0.75,4.41,0.04,30,1.2,265,680.0
Woodies Special Mints,18,1.94,850.0,0.01,34,0.34,2434,4.0
Rebel Society,10,1.08,0.29,0.06,20,1.2,3935,7000.0
Crypto Native - Mirage Gallery,11,1.19,1.53,0.05,15,0.75,370,980.0
Bored Ape Kennel Club,63,6.79,2.38,7.23,229,1655.67,5520,9602.0
SUPER GUCCl-OFFIClAL,4,0.43,4.95,20.0,15,300.0,135,303.0
AlphaDoggg Tags,8,0.86,800.0,16.5,8,132.0,95,1.0
Gutter Punks Flyer - BAYC,92,9.91,2.92,0.08,292,23.36,6375,9999.0
G.I. Toadz,16,1.72,0.53,0.04,37,1.48,2609,6969.0
Sandworms by Jaime Derringer,1,0.11,12.5,0.25,1,0.25,8,8.0
EpoHeroes by EpoLabs,17,1.83,1.38,0.04,46,1.84,1564,3343.0
PROMETHEA,3,0.32,6.74,0.99,6,5.9399999999999995,24,89.0
MistleToadz by GREMPLIN,36,3.88,2.91,0.05,117,5.8500000000000005,1840,4023.0
CrypTurtz,5,0.54,1.9,0.01,8,0.08,229,421.0
Refractions,91,9.81,1233.33,0.04,111,4.44,6440,9.0
CryptoFlyz,34,3.66,1.4,0.02,98,1.96,3086,7025.0
ArcadeNFT - ToadRunnerz,25,2.69,0.61,0.03,29,0.87,3070,4777.0
The Token by L3xc,1,0.11,1.64,1.0,1,1.0,31,61.0
Choadz,28,3.02,1.97,0.02,97,1.94,2248,4917.0
888 inner circle,23,2.48,2300.0,0.32,23,7.36,2424,1.0
Crittoscatti> Artista Italiano Improvvisato,1,0.11,4.76,0.0,1,0.0,4,21.0
with the light,10,1.08,20.2,1.8,20,36.0,67,99.0
RAC Membership,5,0.54,2.5,0.5,5,2.5,192,200.0
Forgotten Runes Wizards Cult,34,3.66,2.43,2.4,228,547.1999999999999,2861,9393.0
moonholders,6,0.65,200.0,3.5,10,35.0,38,5.0
community triptych,3,0.32,33.33,4.44,3,13.32,7,9.0
Gremplin,3,0.32,16.67,420.0,3,1260.0,18,18.0
...the Present by Travis LeRoy Southworth,2,0.22,100.0,9.99,3,29.97,34,3.0
Bored Ape Yacht Club,89,9.59,2.98,111.23,298,33146.54,6420,9999.0
GNSS Art by MGXS,10,1.08,0.44,0.7,36,25.2,3315,8225.0
Memories of Qilin by Emily Xie,38,4.09,10.06,0.89,103,91.67,485,1024.0
Movement DAO's Ascended Ape Collection,4,0.43,0.22,0.09,4,0.36,1111,1794.0
Template,19,2.05,2.02,0.0,182,0.0,2064,8992.0
Audioglyphs,23,2.48,0.5,0.07,50,3.5000000000000004,2735,10000.0
The Nemesis Companions,5,0.54,0.44,0.05,26,1.3,1431,5895.0
Nyan Cat (Official),10,1.08,158.33,0.85,38,32.3,632,24.0
POAP,48,5.17,0.22,0.01,78,0.78,21500,34679.0
Rebel Bots,8,0.86,0.48,0.38,48,18.240000000000002,3376,10000.0
3Q Series Zero,4,0.43,3.68,0.22,12,2.64,146,326.0
Andradite by Eltono,5,0.54,3.6,0.2,8,1.6,120,222.0
Monaco Planet Yacht,14,1.51,0.27,0.04,27,1.08,4825,9999.0
GEN.ART Drop Collection,39,4.2,1.62,0.03,186,5.58,2431,11497.0
Author Me,1,0.11,44.44,0.5,4,2.0,5,9.0
The CAPTCHAs,34,3.66,2.47,0.0,96,0.0,1601,3880.0
Monster Mobs,1,0.11,37.07,0.05,43,2.15,21,116.0
GEN.ART Membership,44,4.74,1.16,0.23,59,13.57,2403,5100.0
The Trapped Nouns,3,0.32,3.06,0.2,3,0.6000000000000001,68,98.0
Yield Guild Badge,22,2.37,0.11,0.0,22,0.0,20829,20829.0
Gener8tive Tones,3,0.32,3.2,0.18,4,0.72,82,125.0
BitcoinBillionaires,5,0.54,0.11,0.05,15,0.75,4657,13337.0
The Joyful Paintings,2,0.22,0.98,0.04,2,0.08,101,205.0
Gener8tive Mutations,9,0.97,10.89,0.25,28,7.0,159,257.0
MoonCats,32,3.45,0.37,0.32,71,22.72,5637,19032.0
KINGS OF LEON x YELLOWHEART NFTS,8,0.86,0.15,0.03,10,0.3,4969,6479.0
Dissolution Legacy,6,0.65,6.74,0.01,6,0.06,20771,89.0
MegaCryptoPolis,13,1.4,0.02,0.0,14,0.0,24070,89572.0
Drifter Cards,1,0.11,80.56,0.05,58,2.9000000000000004,5,72.0
F1® Delta Time,2,0.22,0.01,0.0,4,0.0,1782,40545.0
MF,1,0.11,0.04,0.01,1,0.01,339,2385.0
0xUniverse: Galaxy Home (Ethereum),2,0.22,0.0,0.0,8,0.0,10751,402982.0
Gener8tive K-Compositions,9,0.97,10.4,3.5,26,91.0,130,250.0
CryptoKitties,43,4.63,0.01,0.0,208,0.0,115108,2011620.0
Flowerpatch,6,0.65,0.01,0.0,6,0.0,12110,114756.0
tiny dinos (eth),5,0.54,0.35,0.16,24,3.84,2894,6931.0
AlgoBeats by Han x Nicolas Daniel,14,1.51,3.4,0.1,34,3.4000000000000004,493,1000.0
Fvck Buddy,1,0.11,0.2,0.01,2,0.02,560,1000.0
Gutter Clones,8,0.86,0.79,0.45,28,12.6,2161,3558.0
Arcade Land,10,1.08,0.22,0.76,22,16.72,5691,10000.0
The Art of Seasons,5,0.54,0.54,0.48,39,18.72,3099,7237.0
Peacefall,13,1.4,1.0,0.17,82,13.940000000000001,2691,8192.0
Liquid Ruminations by Eliya Stein,4,0.43,0.49,0.02,5,0.1,492,1024.0
Benji Bananas : Membership Pass,7,0.75,700.0,0.23,7,1.61,2059,1.0
Obey Make Art Not War Ukraine,16,1.72,1600.0,0.02,16,0.32,2086,1.0
Pirates of the Metaverse by Drip Studios,2,0.22,0.18,0.03,18,0.54,2334,10000.0
"Bobu, the Bean Farmer",22,2.37,2200.0,0.17,22,3.74,12538,1.0
Rare Apepes,2,0.22,0.76,0.03,15,0.44999999999999996,380,1977.0
Lives of Kevin,2,0.22,0.72,0.0,8,0.0,644,1111.0
Do Not Buy! (Old Contract),2,0.22,0.06,0.0,5,0.0,4494,7777.0
Pixl Pets - Genesis Collection,5,0.54,0.06,0.16,9,1.44,4348,15000.0
Karafuru,10,1.08,0.29,2.4,16,38.4,3693,5554.0
V3 Punks,7,0.75,0.24,0.01,24,0.24,2040,9999.0
