name,owners_with_asset_in_project,percent_of_owners_with_asset_in_project,percent_owned,project_floor,total_assets_owned,total_project_floor,total_num_owners,total_supply
Andy Borphol,2,0.22,0.5,0.0,10,0.0,966,2003.0
DegenDrops,2,0.22,2.34,0.0,26,0.0,236,1111.0
PugFrens,3,0.32,0.72,0.0,63,0.0,3553,8787.0
Adventure Cards,6,0.65,0.43,0.04,21,0.84,1718,4901.0
The Worm Vigil,4,0.43,0.16,0.0,4,0.0,1663,2569.0
One Day Mint Pass,1,0.11,100.0,0.02,1,0.02,476,1.0
Wassilikes,1,0.11,0.3,0.02,1,0.02,142,333.0
One Day Hype Train,2,0.22,0.06,0.01,6,0.06,2166,10000.0
Borpacasso,2,0.22,0.71,0.02,16,0.32,1139,2250.0
Secret NFT Club,2,0.22,1.1,0.03,11,0.32999999999999996,427,1000.0
4E4F5553,1,0.11,0.03,0.0,1,0.0,827,3311.0
One Day Bastards,4,0.43,0.35,0.0,35,0.0,1491,10000.0
Great Ape Bananas,1,0.11,0.02,0.01,1,0.01,1108,5141.0
Moongang,3,0.32,0.29,0.0,13,0.0,1401,4525.0
tooL (for Tools),1,0.11,0.06,0.0,3,0.0,907,5189.0
XXX Loot,1,0.11,0.1,0.0,8,0.0,1265,7777.0
The Sentient Machine,1,0.11,0.2,0.03,1,0.03,232,512.0
EtherKoiPond,1,0.11,1.82,0.03,8,0.24,119,440.0
Geometric Karambit,1,0.11,100.0,10.0,1,10.0,1,1.0
N0XSCAPE FOUNDERS CARDS,2,0.22,0.68,0.42,7,2.94,248,1023.0
skateboard cat,1,0.11,3.48,0.06,4,0.24,68,115.0
OSRS Punks,1,0.11,0.05,0.02,1,0.02,798,2007.0
Hidden Society,1,0.11,50.0,2.0,1,2.0,25,2.0
Excess Bits,2,0.22,0.29,0.04,3,0.12,354,1024.0
DankDucks NFT,2,0.22,0.03,0.0,2,0.0,2729,6973.0
Project Ririsu,1,0.11,0.02,0.02,1,0.02,2327,5555.0
Line Gardens,2,0.22,1.37,0.06,5,0.3,258,365.0
Cushions by Devi Parikh,3,0.32,3.0,0.1,6,0.6000000000000001,125,200.0
DOKUROMEN,1,0.11,0.83,0.04,2,0.08,69,240.0
haute:memory,3,0.32,3.19,0.48,3,1.44,55,94.0
Alien Frens Evolution,8,0.86,0.1,0.13,10,1.3,6860,9953.0
Metaverse Miami  - Genesis Pass NFT,1,0.11,0.45,0.25,1,0.25,111,220.0
Mythia: Origins,2,0.22,1.0,0.3,10,3.0,595,1000.0
maskzilla Collection,1,0.11,0.0,0.0,0,0.0,0,0.0
Summit 2022,1,0.11,100.0,1.0,1,1.0,1000,1.0
Hot Lips by Jeremy Penn,5,0.54,3.5,0.07,7,0.49000000000000005,129,200.0
pxMDoods,1,0.11,0.79,0.01,8,0.08,205,1014.0
Doodle Apes Society (D.A.S),2,0.22,0.08,0.001,2,0.002,1191,2501.0
AVCULT PHOTO ARCHIVE,1,0.11,0.55,0.7,1,0.7,72,182.0
Cryptochicks Martini Club,1,0.11,0.02,0.005,2,0.01,13,9800.0
Keep Watch Crew,2,0.22,0.24,0.03,3,0.09,690,1269.0
Oddies Club: Genesis,1,0.11,0.15,0.02,3,0.06,762,1970.0
Tokenpuss,1,0.11,0.04,0.02,2,0.04,2471,5555.0
MysticalOrbs,1,0.11,5.0,0.0,1,0.0,14,20.0
Simpz Ex Machima,1,0.11,1.3,0.04,1,0.04,44,77.0
Sleepwalkers NFT,2,0.22,1.01,0.02,6,0.12,283,594.0
DEAD LINK,1,0.11,0.11,2.0,1,2.0,540,875.0
Madams Kitchen - Virtual Food Truck,1,0.11,4.0,0.01,1,0.01,22,25.0
Monsters Bash,1,0.11,0.07,0.02,1,0.02,483,1519.0
DOJICREW,1,0.11,0.02,0.02,1,0.02,997,6064.0
The Muleman,1,0.11,33.33,0.0,1,0.0,3,3.0
LowRes Ape Gang,1,0.11,5.56,0.045,1,0.045,10,18.0
Neko Darumas,1,0.11,0.96,0.06,5,0.3,190,521.0
Air Mail by Vinnie Hager,2,0.22,50.0,0.07,2,0.14,743,4.0
Genegeosis,2,0.22,1.49,0.1,3,0.30000000000000004,75,201.0
How We Grow,1,0.11,2.38,0.2,1,0.2,30,42.0
Lady Dolls,1,0.11,4.0,0.6,1,0.6,20,25.0
Metaverse Creatures,2,0.22,1.42,0.09,9,0.8099999999999999,150,635.0
PROVENANCE - MRAMMOU : Akan Gold Weights,2,0.22,88.24,4.0,60,240.0,9,68.0
Slowly Gummy Cats,1,0.11,4.0,0.2,1,0.2,18,25.0
Pixel Mangos,1,0.11,14.29,0.06,1,0.06,37,7.0
Dankochen 30-cube creatures,1,0.11,2.44,0.005,1,0.005,2,41.0
Grumpii Monsters,2,0.22,33.33,0.07,3,0.21000000000000002,79,9.0
bktr.io,2,0.22,0.19,0.19,2,0.38,331,1066.0
Elispri x Editions,1,0.11,11.11,0.04,1,0.04,81,9.0
Alpha Elementary,2,0.22,0.2,0.07,6,0.42000000000000004,1012,3000.0
Legends of Metaterra by hideo,2,0.22,0.59,0.05,6,0.30000000000000004,480,1024.0
Metaverse ID (by MetaFabric),3,0.32,0.77,0.04,12,0.48,749,1561.0
Omikrons,1,0.11,0.67,0.06,1,0.06,74,150.0
Philosophical Foxes,7,0.75,0.71,0.19,10,1.9,708,1411.0
Baby Doodle Apes Official,1,0.11,0.03,0.0,1,0.0,1799,3333.0
The Mekabots,2,0.22,0.08,0.06,5,0.3,3316,6570.0
Chapter VIII: Origin by Micah Johnson,6,0.65,0.39,0.79,9,7.11,1032,2316.0
Chapter VII: Candle by Micah Johnson,7,0.75,0.39,1.04,8,8.32,835,2042.0
Chapter V: Glitch by Micah Johnson,6,0.65,0.36,0.98,7,6.859999999999999,834,1931.0
The 1336 Coach Pop Collection,1,0.11,4.0,0.04,1,0.04,419,25.0
Atlas by Xin Liu,2,0.22,2.6,0.0,2,0.0,32,77.0
The Kiss by Gustav Klimt - Belvedere Museum powered by arteQ,2,0.22,0.02,0.32,2,0.64,1788,10001.0
Dr. ETHvil's 3D FrankenPunks,4,0.43,0.1,0.07,10,0.7000000000000001,5205,10000.0
Timepiece by WAWAA,5,0.54,1.2,0.1,6,0.6000000000000001,363,500.0
Soulware Project,2,0.22,0.67,0.02,16,0.32,1131,2397.0
Banned NFT,6,0.65,11.69,0.02,49,0.98,241,419.0
Ape Kids Club (AKC),6,0.65,0.47,0.1,47,4.7,5038,9999.0
Soulware Origins,1,0.11,0.99,0.24,1,0.24,83,101.0
Aku Chapter VI: Home by Micah Johnson,6,0.65,0.43,0.95,8,7.6,747,1854.0
GM420,2,0.22,0.48,0.49,2,0.98,231,420.0
Zabriskie,1,0.11,1.96,0.08,1,0.08,60,51.0
3D FACES: Portrait Collection ONE by Luis Vela LP,1,0.11,6.25,0.49,1,0.49,11,16.0
Spicy Pumpkins,2,0.22,0.2,0.0,9,0.0,1839,4444.0
Extension Loot,2,0.22,2.5,0.3,5,1.5,52,200.0
Memories From The Other Side,2,0.22,20.0,3.0,6,18.0,18,30.0
Rooms.,1,0.11,1.83,0.05,2,0.1,72,109.0
Behind the Moments: Around the World,1,0.11,1.67,1.0,1,1.0,37,60.0
Spectrum Lobes,1,0.11,2.63,0.4,2,0.8,44,76.0
bacon_studio Collection,1,0.11,20.0,1.0,2,2.0,7,10.0
Ape Parent Club,2,0.22,33.33,0.02,3,0.06,157,9.0
CREEPTURES OG,1,0.11,10.0,0.45,1,0.45,32,10.0
_White_Lines_,2,0.22,15.0,1.0,3,3.0,17,20.0
World Wonders By Jacob Riglin,1,0.11,2.0,3.4,1,3.4,40,50.0
Shapes of Japan,1,0.11,4.0,0.3,1,0.3,19,25.0
From The Other Side,2,0.22,20.0,7.0,6,42.0,18,30.0
Moments: Around The World,1,0.11,1.67,2.87,1,2.87,40,60.0
The Archives by Jake,1,0.11,7.69,100.0,1,100.0,9,13.0
Hungry Croco Kingdom,1,0.11,0.38,0.02,1,0.02,98,266.0
Lil Bev,1,0.11,6.69,0.0,16,0.0,44,239.0
Kungfu Hero,4,0.43,0.07,0.0,4,0.0,1283,5637.0
Jake's World,1,0.11,10.0,75.0,1,75.0,8,10.0
desultor,3,0.32,6.98,0.05,6,0.30000000000000004,200,86.0
collection tanpopoe,2,0.22,2.06,0.05,5,0.25,132,243.0
Magic Mind NFT,2,0.22,0.46,0.04,8,0.32,532,1733.0
VV Editions,4,0.43,0.45,0.03,6,0.18,1117,1320.0
Dizzy Demons,1,0.11,0.06,0.01,1,0.01,549,1764.0
Dizzy Dragons,3,0.32,0.09,0.02,5,0.1,2121,5593.0
CryptoHamsters!,2,0.22,0.02,0.01,2,0.02,1460,8102.0
Monas,1,0.11,0.02,0.02,1,0.02,1957,5002.0
CryptoLuchos,1,0.11,0.34,0.04,1,0.04,109,298.0
Ethereal Apes (Official),1,0.11,0.03,0.05,1,0.05,917,3332.0
Nether X Avatars,1,0.11,1.45,0.03,1,0.03,74,69.0
Fractal Universe by Fractal United,2,0.22,1.86,0.02,8,0.16,250,430.0
disrupt_hers Series 01,1,0.11,2.0,0.1,1,0.1,30,50.0
First Contact on Europa,1,0.11,1.67,0.3,1,0.3,41,60.0
Project Radiance by Omar Wael,2,0.22,1.21,0.01,8,0.08,463,661.0
Lil Demonz NFT Official,1,0.11,0.27,0.01,4,0.04,750,1490.0
LazyBoredApes,1,0.11,0.1,0.02,1,0.02,436,1000.0
THE COACH NFT,1,0.11,0.2,0.23,1,0.23,227,500.0
Lucien Smith SEEDS,4,0.43,0.41,0.07,7,0.49000000000000005,700,1687.0
Victoria VR Lands,1,0.11,1.05,0.32,49,15.68,1452,4649.0
Gooniez Gang Official,1,0.11,0.01,0.07,1,0.07,5544,8888.0
Future Art Access All Art Pass VeeFriends edition,7,0.75,1.44,0.12,8,0.96,419,555.0
SuperFarm Revv,1,0.11,0.11,0.03,1,0.03,400,889.0
Laid Back Llamas Collection,2,0.22,0.09,0.08,6,0.48,3290,7000.0
Space Debris [m'aider] by WhaleStreet x pxlq,1,0.11,1.08,0.23,1,0.23,63,93.0
Rock Dogs,1,0.11,0.04,0.0,4,0.0,1344,10000.0
Apesthetics x MetaFactory,2,0.22,100.0,0.08,4,0.32,277,4.0
Deth Retina's Hidden Pasture,1,0.11,50.0,0.22,1,0.22,34,2.0
Surf Punks NFT,2,0.22,1.2,0.41,6,2.46,338,500.0
HidingVault,1,0.11,0.38,2.7,1,2.7,210,264.0
Legends and Relics Blokpax Vault,1,0.11,0.75,0.4,2,0.8,79,266.0
NIKE X RTFKT       OFFICIAL,1,0.11,1.02,21.0,1,21.0,74,98.0
AZUKl X BAYC OFFlClAL,1,0.11,1.05,21.0,1,21.0,71,95.0
The Carbon Drop by Fvckrender beeple GMUNK Sara Ludy Refik Anadol Kyle Gordon and Mieke Marple,1,0.11,12.5,175.0,1,175.0,5,8.0
Wrapped Cryptopunks,2,0.22,2.45,126.0,9,1134.0,54,368.0
dmccartney,1,0.11,100.0,0.0,1,0.0,1,1.0
Crypto Coven: Curse of the Void Witch,2,0.22,2.96,1.4,4,5.6,88,135.0
Bored Brothers,2,0.22,0.67,0.3,2,0.6,260,300.0
Chiptos,4,0.43,0.98,1.09,5,5.45,292,512.0
Magic in the everyday,1,0.11,9.09,0.3,1,0.3,9,11.0
Celestial Tokens,1,0.11,11.76,0.03,4,0.12,117,34.0
e9Art,2,0.22,0.18,0.04,2,0.08,427,1141.0
Dada Collectible,1,0.11,0.04,0.15,1,0.15,446,2258.0
good morning (GMNFT),3,0.32,0.21,0.01,3,0.03,554,1411.0
FNTN,2,0.22,1.08,1.0,2,2.0,120,185.0
Slimes World,3,0.32,1.3,0.07,13,0.9100000000000001,594,1000.0
Imps by SuperNfty,6,0.65,0.09,0.03,9,0.27,4056,10000.0
INFLUENCERZ,1,0.11,0.73,0.04,1,0.04,108,137.0
Pixel Elements by PixelGan,1,0.11,3.33,0.02,10,0.2,164,300.0
Pixel Runes by PixelGan,1,0.11,1.0,0.0,10,0.0,271,1000.0
MarsShotBots,1,0.11,0.28,0.09,1,0.09,175,360.0
Evolutrees,1,0.11,0.08,0.0,1,0.0,470,1226.0
Shitty.Investments,1,0.11,0.36,0.03,5,0.15,412,1404.0
Happyland Wummy Gurms,1,0.11,0.06,0.0,1,0.0,1592,1687.0
PrimiLife by wuwa,4,0.43,0.39,0.02,4,0.08,607,1024.0
Fat Punks Official,2,0.22,0.6,0.07,6,0.42000000000000004,455,999.0
24px,4,0.43,0.08,0.02,8,0.16,4251,9900.0
Party Skulls,2,0.22,0.2,0.01,2,0.02,928,1001.0
BBCo Rewards,1,0.11,20.0,0.08,1,0.08,64,5.0
The Order of the Golden Yacht,2,0.22,0.4,0.03,2,0.06,469,500.0
My  Rank,1,0.11,1.95,0.1,10,1.0,74,514.0
Jenk Club,2,0.22,0.8,0.02,2,0.04,143,250.0
"TJ Thorne - The Ebb and Flow Collection - My Search For Serenity, As Told By Water - 100 1/1 NFTs",5,0.54,8.0,0.4,8,3.2,71,100.0
Lion DAO Legends,1,0.11,0.9,3.33,1,3.33,90,111.0
Where My Vans Go,3,0.32,3.15,52.0,4,208.0,102,127.0
Hackatao,2,0.22,0.55,2.3,2,4.6,169,362.0
Pudgy Pixel Gang,1,0.11,0.01,0.01,1,0.01,306,8780.0
BLOCKS x Meebits,1,0.11,6.67,0.0,1,0.0,15,15.0
Blazz Lab,1,0.11,0.15,0.0,5,0.0,521,3333.0
Mutant Lads,3,0.32,1.01,0.01,13,0.13,725,1291.0
HashCrash by Beervangeer,4,0.43,1.08,0.04,4,0.16,269,369.0
Pixlton Car Club,2,0.22,0.12,0.02,5,0.1,758,4007.0
Warp by espina,2,0.22,0.45,0.05,2,0.1,262,444.0
Verifry'd Smilesss,3,0.32,0.15,0.02,3,0.06,1860,1997.0
Ghostbusters: Afterlife Collectibles,1,0.11,0.26,0.01,8,0.08,1286,3028.0
Sno Demon,2,0.22,0.2,0.12,5,0.6,837,2496.0
Fractured Cells,2,0.22,2.31,0.02,15,0.3,371,650.0
Stoner Cats Posters,1,0.11,0.53,0.02,10,0.2,817,1890.0
Wonder Folk,1,0.11,1.89,0.15,2,0.3,42,106.0
Characters (for games),1,0.11,0.23,0.01,3,0.03,273,1299.0
ASCII Cows,1,0.11,1.18,0.09,1,0.09,46,85.0
Nemesis Grid,1,0.11,0.6,0.01,3,0.03,301,500.0
The KittyButts,1,0.11,0.01,0.0,1,0.0,2750,10000.0
Pancho and Moncho,1,0.11,3.24,0.05,7,0.35000000000000003,107,216.0
Ksoids,4,0.43,1.6,0.15,16,2.4,239,1000.0
Shadow People,1,0.11,0.38,0.01,2,0.02,199,525.0
The Lost Fleas,1,0.11,12.5,0.07,2,0.14,11,16.0
POW NFT,3,0.32,0.09,0.02,5,0.1,1733,5865.0
CryptoNobles,5,0.54,0.64,0.01,16,0.16,1119,2500.0
Free Guys Official,1,0.11,0.01,0.0,1,0.0,3345,6814.0
Charles Peterson Grunge Years NFT collection - Classics,3,0.32,9.09,0.4,3,1.2000000000000002,70,33.0
Charles Peterson Grunge Years NFT collection -  Fury,1,0.11,20.0,3.49,2,6.98,20,10.0
Kanati,2,0.22,4.84,0.6,3,1.7999999999999998,33,62.0
Pix Puppies V1,1,0.11,0.17,0.02,1,0.02,236,599.0
Golden Genesis Official,1,0.11,0.3,0.01,1,0.01,58,335.0
Pixel Interfaces,1,0.11,0.9,0.07,36,2.5200000000000005,2119,4008.0
Koolworld: Koollamas,1,0.11,0.45,0.0,5,0.0,562,1111.0
OmniDiyApes Club,1,0.11,2.17,0.0,1,0.0,43,46.0
BaeCafe,1,0.11,0.1,0.09,1,0.09,519,1000.0
Ape Invaders Collectibles,1,0.11,50.0,0.99,1,0.99,44,2.0
sashimi_lab_next,1,0.11,1.23,0.9,1,0.9,65,81.0
OG Juicebox Frens,2,0.22,0.48,0.3,2,0.6,402,417.0
rwx quest,2,0.22,35.29,0.25,6,1.5,193,17.0
The Collectors NFT,1,0.11,2.13,0.99,2,1.98,35,94.0
Droid Invaders,1,0.11,0.04,0.02,1,0.02,126,2805.0
Killer GF,7,0.75,0.32,0.25,25,6.25,4072,7777.0
TubaDAO,2,0.22,2.15,0.0,23,0.0,371,1069.0
Vhigh! Avatar Gen 0.0,1,0.11,0.1,0.01,1,0.01,543,1000.0
Cyberpunk Ape Executives Official,1,0.11,0.07,0.02,1,0.02,228,1500.0
Bored Mummy Meet The Maker,1,0.11,0.04,0.0,1,0.0,1027,2338.0
JGener8 Collection,1,0.11,100.0,0.0,1,0.0,1,1.0
Elderly Ape Retirement Club,4,0.43,0.44,0.03,22,0.6599999999999999,2289,5000.0
Persona Lamps,1,0.11,0.05,0.05,2,0.1,1488,4443.0
CYBER IDOL ORIGINS+,1,0.11,1.39,0.15,1,0.15,40,72.0
Old (The Collectors NFT) Do not use,1,0.11,2.7,0.11,2,0.22,29,74.0
Wolf Game,4,0.43,0.04,0.65,5,3.25,515,13731.0
Rocksallustration Collection,1,0.11,14.29,2.0,1,2.0,6,7.0
B00 ART,1,0.11,10.0,0.2,1,0.2,9,10.0
Bored Mummy Halloween Royal Rumble,1,0.11,0.15,0.01,5,0.05,1437,3277.0
Bored Mummy Halloween Candy Factory,1,0.11,100.0,0.01,2,0.02,568,2.0
SoulPass,1,0.11,1.01,0.02,6,0.12,229,597.0
Genzee,1,0.11,0.03,0.06,3,0.18,2837,9961.0
MineablePunks,1,0.11,0.31,0.04,4,0.16,427,1278.0
the dudes factory,1,0.11,7.69,25.0,1,25.0,13,13.0
Akuma Gang,1,0.11,0.29,0.05,1,0.05,44,341.0
CryptoBlanks,2,0.22,1.29,0.01,2,0.02,81,155.0
SUDOBURGER: FRYCOOKS,4,0.43,0.19,0.02,4,0.08,973,2052.0
the abstract dudes,2,0.22,1.3,0.06,6,0.36,248,460.0
Cat's Metaverse,1,0.11,25.0,0.08,1,0.08,4,4.0
Abstract BAYC,1,0.11,1.41,3.0,1,3.0,28,71.0
Chunky Chickens,1,0.11,0.18,0.04,6,0.24,1143,3333.0
[DEPRECATED] V3,3,0.32,0.56,0.01,4,0.04,180,713.0
36FUJI Art,1,0.11,1.35,0.36,1,0.36,55,74.0
Sup Records,5,0.54,100.0,0.01,5,0.05,650,5.0
Bored Mummy Baby Waking Up,1,0.11,0.15,0.02,6,0.12,2556,3888.0
Catshit Crazy,4,0.43,0.09,0.01,9,0.09,2509,10069.0
CryptoDoodlez: GainzYz,1,0.11,3.33,0.09,1,0.09,17,30.0
Vogu Remixes,1,0.11,50.0,0.25,2,0.5,25,4.0
Gas Mask Challenge,1,0.11,0.5,0.02,1,0.02,44,202.0
the duds,2,0.22,0.68,0.12,2,0.24,224,293.0
The Boring Bucket Hat,2,0.22,1.94,0.05,2,0.1,103,103.0
Non Fungible Frens,1,0.11,0.4,0.07,4,0.28,377,1001.0
Project INK,1,0.11,0.47,0.03,9,0.27,493,1921.0
NEK-UWU by Garrid,1,0.11,20.0,0.0,1,0.0,4,5.0
Ghost Goblins,1,0.11,0.29,0.0,9,0.0,799,3057.0
HIKARI / light,1,0.11,20.0,0.01,1,0.01,22,5.0
Clippy,1,0.11,50.0,1.0,1,1.0,31,2.0
thedudes,2,0.22,1.17,0.94,6,5.64,156,512.0
Museum of Bored Apes,1,0.11,33.33,1.0,1,1.0,3,3.0
Reckless Whales,2,0.22,0.25,0.0,25,0.0,2109,9944.0
Net Gala,1,0.11,50.0,0.02,2,0.04,529,4.0
lil fks,2,0.22,0.4,0.02,8,0.16,758,2003.0
Schuylkill river surf club,1,0.11,2.0,0.04,1,0.04,51,50.0
Kamagang,5,0.54,0.35,0.05,11,0.55,1158,3163.0
BOMB DUDE,1,0.11,0.64,0.01,1,0.01,79,157.0
The Divine Order Of the Zodiac,9,0.97,0.42,0.01,42,0.42,3536,9999.0
The Fortune Cookies,1,0.11,0.86,0.0,5,0.0,224,581.0
Mad Cat Militia,3,0.32,0.19,0.0,16,0.0,2257,8271.0
Bored Ape Salon,1,0.11,3.48,3.0,4,12.0,96,115.0
CryptoBeasts,3,0.32,0.14,0.07,14,0.9800000000000001,2522,10000.0
My Banana Fucko,1,0.11,0.46,0.01,9,0.09,400,1955.0
Cat's Neighbor,1,0.11,0.88,0.24,1,0.24,95,113.0
Crumbys Bakery,1,0.11,0.1,0.05,1,0.05,516,1000.0
DD Jewelry Shop,2,0.22,30.0,0.4,3,1.2000000000000002,115,10.0
J48BATRINKETS,1,0.11,0.03,0.03,1,0.03,528,3349.0
Kek Chronicles,1,0.11,9.09,0.33,1,0.33,9,11.0
Apymon Monsters,2,0.22,0.07,0.0,3,0.0,885,4451.0
Bored Ape Alt Club,1,0.11,1.45,0.03,1,0.03,32,69.0
Swolfchan's Ape Paintings,1,0.11,5.26,0.09,1,0.09,35,19.0
Space Bored Ape Yacht Club,1,0.11,0.16,0.04,1,0.04,177,645.0
Kurt Cobain by Jesse Frohman V2,1,0.11,0.9,8.0,1,8.0,26,111.0
J48BAFORMS,4,0.43,0.25,0.08,12,0.96,1073,4849.0
ShroomBits (ETH),2,0.22,0.45,0.01,4,0.04,246,891.0
Apymon Revolution,1,0.11,0.03,0.01,2,0.02,1498,6400.0
SpiroNFT,2,0.22,1.21,0.02,12,0.24,349,995.0
CryptoJunks.wtf,1,0.11,0.47,0.02,11,0.22,352,2346.0
Virtual Worldz,1,0.11,5.56,0.09,1,0.09,4,18.0
NFT Waifus Market,1,0.11,2.22,0.1,1,0.1,18,45.0
Untitled Collection #949453,1,0.11,0.0,0.0,0,0.0,0,0.0
Yosnier,1,0.11,1.64,1.75,1,1.75,9,61.0
Global Footprint,1,0.11,16.67,0.0,1,0.0,3,6.0
Untitled Collection #202615743,1,0.11,100.0,0.0,2,0.0,1,2.0
Crypto Dozer,2,0.22,3.51,0.0,2,0.0,79,57.0
Disclosure and Friends,1,0.11,0.2,0.07,1,0.07,74,510.0
Jacob Riglin,1,0.11,0.72,0.3,1,0.3,52,138.0
JakNFT ARTBOT Drops,3,0.32,300.0,0.4,9,3.6,84,3.0
Metroverse Blackout,1,0.11,0.09,0.69,9,6.209999999999999,189,10000.0
Genesis Clovers,1,0.11,0.77,0.0,6,0.0,96,777.0
RELICS Season 1,2,0.22,0.75,0.09,8,0.72,493,1068.0
NoBrainers,1,0.11,0.08,0.03,2,0.06,1179,2467.0
OmniTotems,2,0.22,0.17,0.0,5,0.0,842,3025.0
Wicked Monsters,2,0.22,0.18,0.01,8,0.08,2177,4444.0
ZombieMonkeys,3,0.32,0.37,0.0,8,0.0,852,2152.0
Stacked Monkeys,1,0.11,0.07,0.0,1,0.0,363,1515.0
0N1 Gear,2,0.22,0.31,0.02,11,0.22,1744,3495.0
Mad Mask Gang,1,0.11,0.78,0.05,3,0.15000000000000002,157,383.0
The n project,6,0.65,0.11,0.09,10,0.8999999999999999,1815,8888.0
Crypto Squatches,2,0.22,0.23,0.02,5,0.1,555,2139.0
The CryptoPoops,2,0.22,0.22,0.03,3,0.09,386,1374.0
Primate Punks,1,0.11,4.35,1.0,1,1.0,21,23.0
GIRLS SERIES V2,1,0.11,50.0,0.0,1,0.0,2,2.0
0xf5164b2626e0f3e96cb4210a27c46ffb2afb5cc7,1,0.11,33.33,0.0,1,0.0,2,3.0
Free Style ORIGINAL,1,0.11,28.57,0.0,2,0.0,6,7.0
Original Collection - 8NnocFclyD,1,0.11,100.0,0.0,1,0.0,1,1.0
2022 ART BOOK,1,0.11,16.67,0.0,1,0.0,4,6.0
Ogre_illust,1,0.11,23.08,0.0,3,0.0,6,13.0
Wolf and Raven Universe,1,0.11,50.0,0.0,2,0.0,2,4.0
Monster girls V2,1,0.11,10.0,0.0,1,0.0,6,10.0
Yearn Family 1,1,0.11,3.12,110.0,1,110.0,27,32.0
0xcfd83965daf2c7dd20e0bbd3a62336342c0c4531,1,0.11,3.57,0.0,1,0.0,19,28.0
fancollection,1,0.11,9.09,0.0,1,0.0,7,11.0
Girlmachine,1,0.11,3.33,0.08,2,0.16,17,60.0
Kajino,1,0.11,0.8,0.75,1,0.75,40,125.0
Evoh Llama Frens,1,0.11,0.1,0.2,1,0.2,722,1024.0
Calvin Harris x Emil Nava,1,0.11,0.15,0.33,1,0.33,128,648.0
CryptoKanojo Waifu,1,0.11,11.11,0.06,1,0.06,21,9.0
yearn Gift NFT,1,0.11,0.25,0.1,1,0.1,329,397.0
Token Fighter (TKFR),1,0.11,0.21,0.02,1,0.02,388,478.0
89 Seconds Atomized,1,0.11,0.04,1.0,1,1.0,308,2304.0
Turf Shop,3,0.32,60.0,0.04,3,0.12,895,5.0
Bad Habits Membership Club by Computer Cowgirls,1,0.11,50.0,0.2,1,0.2,192,2.0
GAMA SPACE STATION,2,0.22,0.99,0.2,99,19.8,886,9999.0
DumpsterDorks,1,0.11,0.24,0.08,12,0.96,1836,5000.0
Computer Cowgirls,1,0.11,5.15,0.33,10,3.3000000000000003,110,194.0
DOOMSDAYX Gen 01 Haleek Maul Producer NFT,3,0.32,0.3,0.1,3,0.30000000000000004,368,1000.0
Matthew Chaim,1,0.11,3.64,1.99,2,3.98,34,55.0
Incomplete Control by Tyler Hobbs,3,0.32,5.0,68.69,5,343.45,62,100.0
GAMA SPACE STATION GENESIS,2,0.22,3.75,0.05,84,4.2,572,2240.0
Bitchcoin Manifesto,3,0.32,1.26,0.02,5,0.1,300,397.0
Cowboy Cult,1,0.11,17.24,0.0,20,0.0,63,116.0
NonceBox Hall of Fame,2,0.22,3.61,0.5,3,1.5,73,83.0
Skateboarding: Culture in Motion,3,0.32,8.89,0.7,8,5.6,67,90.0
Tokenmon,2,0.22,1.04,0.0,108,0.0,2023,10419.0
CryptoSpinners,2,0.22,0.3,0.49,3,1.47,87,996.0
Diego,2,0.22,12.5,69.0,2,138.0,64,16.0
Cryptovoxel Wearables,6,0.65,3.67,0.0,120,0.0,3063,3266.0
The Rug  Issue 5,1,0.11,5.0,0.0,1,0.0,20,20.0
OSF Editions,5,0.54,233.33,0.72,7,5.04,278,3.0
"Ukraine: Together we are a powerful, united force",1,0.11,2.86,0.005,1,0.005,8,35.0
The Rug Issue 4,1,0.11,7.14,8.8,2,17.6,26,28.0
Untitled Collection #34593521,1,0.11,50.0,0.0,1,0.0,2,2.0
Bloom by Blockchance,2,0.22,0.72,0.08,2,0.16,214,277.0
The Daily Gwei - 1 Year Anniversary NFT,1,0.11,0.27,0.22,1,0.22,309,365.0
3dMoloch,1,0.11,0.72,0.67,1,0.67,75,139.0
LARP Comic NFT,1,0.11,2.0,0.0,1,0.0,11,50.0
Beacon Book Crowdfund NFT,1,0.11,2.27,32.0,1,32.0,44,44.0
TheNFT Project - v1,1,0.11,1.76,0.08,10,0.8,101,567.0
Curio Remix 3,1,0.11,50.0,2.69,1,2.69,50,2.0
the Greatest LARP - Moloch Bot Statue,1,0.11,20.0,0.0,1,0.0,4,5.0
Moloch V3,1,0.11,0.45,1.1,1,1.1,120,220.0
rwx stamps,1,0.11,33.33,0.0,1,0.0,20,3.0
3dEthBot,1,0.11,2.0,1.5,2,3.0,76,100.0
NFThemes - by NFThings,1,0.11,4.35,0.0,1,0.0,18,23.0
Eth Bot Statue,1,0.11,20.0,0.0,1,0.0,4,5.0
EthBot V2,1,0.11,0.91,0.5,2,1.0,158,220.0
Goofball Gang,3,0.32,0.13,0.03,7,0.21,2055,5472.0
Curio Remix 2,1,0.11,100.0,4.5,2,9.0,74,2.0
noun poems,1,0.11,2.38,5.0,1,5.0,26,42.0
Meltwater Champions Chess Tour 2021,1,0.11,3.33,0.025,1,0.025,34,30.0
SamuraiDoge,2,0.22,0.05,0.01,3,0.03,1263,5631.0
mannys.game,3,0.32,0.31,0.13,5,0.65,646,1616.0
Unicode (for Geeks),3,0.32,7.03,0.04,200,8.0,239,2844.0
