name,owners_with_asset_in_project,percent_of_owners_with_asset_in_project,percent_owned,project_floor,total_assets_owned,total_project_floor,total_num_owners,total_supply
"""I'm Spottie""",3,0.32,0.35,0.05,7,0.35000000000000003,856,2003.0
Cypher City,3,0.32,0.68,0.0,60,0.0,2768,8886.0
Bored Ape Comic,15,1.61,1.04,0.01,104,1.04,2662,9999.0
Galactic Secret Agency,6,0.65,0.32,0.01,32,0.32,2664,9999.0
FuckCashGrabs,10,1.08,0.64,0.0,32,0.0,1890,5000.0
ALL CAPS All-Digital Fan Collectibles,1,0.11,25.0,0.15,1,0.15,78,4.0
CC - zRbgbcCl0A,1,0.11,100.0,0.0,1,0.0,1,1.0
DeadHeads,15,1.61,0.24,0.11,24,2.64,2831,10000.0
Super Yeti,16,1.72,0.61,0.11,61,6.71,4199,10000.0
Dario De Siena Digital,9,0.97,18.64,0.14,11,1.54,756,59.0
Player Tokens,2,0.22,0.01,0.04,6,0.24,298,73748.0
BitBulls,1,0.11,0.52,0.2,1,0.2,124,193.0
FWB FEST,3,0.32,1.59,0.6,4,2.4,248,252.0
2112.run Genesis Cryptorunners,2,0.22,0.38,0.04,10,0.4,1227,2631.0
Tentura by Stranger in the Q,2,0.22,1.89,0.11,2,0.22,91,106.0
Foliage by Falko,5,0.54,9.18,0.1,9,0.9,67,98.0
2112.run rootPasses,2,0.22,100.0,0.01,6,0.06,1273,6.0
Fernweh by oliveskin,5,0.54,4.72,0.15,5,0.75,76,106.0
Two Mathematicians by BY MA,5,0.54,7.14,0.21,6,1.26,56,84.0
SkuxxVerse Pass,2,0.22,0.17,0.19,13,2.47,2838,7777.0
Roamings by Luca Ionescu,2,0.22,6.67,0.22,2,0.44,28,30.0
sail-o-bots by sturec,14,1.51,2.8,3.0,21,63.0,410,750.0
Facets by conundrumer,3,0.32,2.58,0.08,4,0.32,113,155.0
Summoning Ritual by PZS,3,0.32,4.12,0.14,4,0.56,79,97.0
Galaxiss by Xenoliss,12,1.29,3.17,0.2,19,3.8000000000000003,403,600.0
"Dear Hash, by MODNAR WOLF",5,0.54,2.19,0.13,8,1.04,181,365.0
Breathe You by raregonzo,7,0.75,3.91,0.12,10,1.2,168,256.0
Swing by Eltono,6,0.65,4.37,0.15,9,1.3499999999999999,158,206.0
Asterisms by Falko,4,0.43,4.0,0.85,4,3.4,71,100.0
Incantation by Eliya Stein,2,0.22,2.35,0.4,2,0.8,62,85.0
Nebula by RVig,2,0.22,1.71,0.23,2,0.46,89,117.0
Chroma Theory by Paweł Dudko,1,0.11,1.89,0.18,2,0.36,75,106.0
Mental pathways by fabianospeziari x donnoh,1,0.11,1.3,0.09,1,0.09,62,77.0
Mirror Editions - i52sBTNqG4,12,1.29,0.45,0.04,15,0.6,2466,3297.0
Crowdfunded Mirror Editions,9,0.97,0.49,0.05,15,0.75,2420,3065.0
Slumboginis,5,0.54,0.48,0.0,48,0.0,2294,9999.0
ArcadeNFT,13,1.4,0.26,0.03,16,0.48,3174,6076.0
HDPunks,4,0.43,0.17,0.06,17,1.02,1170,10000.0
Absurd Arboretum,2,0.22,0.21,0.02,6,0.12,1049,2838.0
OLD APE MAFIA CONTRACT --- DO NOT BUY,2,0.22,200.0,0.03,2,0.06,339,1.0
Slumdoge Billionaires,6,0.65,0.55,0.02,55,1.1,2551,9997.0
BoredNessApeClub,1,0.11,1.0,3.0,1,3.0,44,100.0
Numinous Universe,2,0.22,133.33,0.1,4,0.4,335,3.0
Ideas of Mountains,3,0.32,2.38,0.15,5,0.75,116,210.0
SHACKERS FLOOR 69,1,0.11,1.75,0.01,2,0.02,196,114.0
The Adventures of Bored Stu,3,0.32,200.0,0.02,4,0.08,114,2.0
SHACKERS,1,0.11,2.33,0.5,3,1.5,61,129.0
Dexamol Swarm,3,0.32,300.0,0.4,3,1.2000000000000002,119,1.0
Sticky Keys,1,0.11,1.06,0.0,1,0.0,122,94.0
The-Negative,1,0.11,2.0,0.1,2,0.2,52,100.0
CryptoSongz,4,0.43,0.4,0.04,4,0.16,422,996.0
Rare Diamond Hands,1,0.11,1.0,0.5,1,0.5,52,100.0
VoxoDeus,7,0.75,2.71,0.08,171,13.68,1674,6312.0
Relentless LifeMap,6,0.65,0.34,0.01,16,0.16,2801,4751.0
Fan Controlled Football: The Ballerz Collective - 8OKI,3,0.32,0.23,0.05,10,0.5,1139,4281.0
CryptoCitizens Mint Pack,3,0.32,6.0,11.0,3,33.0,15,50.0
Satoshiverse - Satoshi's Legions - The Legionnaires,3,0.32,0.43,0.12,24,2.88,1309,5555.0
FEWOCiOUS x ComplexCon,2,0.22,200.0,0.82,2,1.64,294,1.0
Mad Rabbits Horror Show,2,0.22,0.15,0.03,2,0.06,1080,1373.0
NFT Affirmations,5,0.54,0.19,0.01,6,0.06,1798,3208.0
AMALGAMATION V,2,0.22,200.0,0.5,2,1.0,48,1.0
Jake Fried: Maximum Effort,2,0.22,66.67,2.5,2,5.0,33,3.0
NessGraphics,6,0.65,1.51,2.0,9,18.0,211,598.0
Nyan Cat (Official),10,1.08,158.33,0.75,38,28.5,632,24.0
PolkaPets TCG,2,0.22,9.76,0.01,4,0.04,4532,41.0
Chibi Frens,1,0.11,0.04,0.03,3,0.09,2328,7313.0
Shinsekaicorp,8,0.86,0.26,0.13,26,3.38,4921,10000.0
Gutter Punks - Kiwami,8,0.86,0.57,0.0,57,0.0,5371,10000.0
The Drones by KATSU,3,0.32,0.66,0.06,10,0.6,763,1513.0
KIWAMI Genesis,7,0.75,0.55,0.23,55,12.65,4327,10000.0
Lucky Ducky NFT,3,0.32,0.27,0.02,21,0.42,3065,7777.0
DRESSX,1,0.11,1.92,0.0,2,0.0,42,104.0
Afterparty Festival Pass,1,0.11,0.4,0.11,2,0.22,150,494.0
Champions Ascension,3,0.32,0.04,0.3,3,0.8999999999999999,2466,7622.0
FWB Partybid Claimables,1,0.11,50.0,4.2,1,4.2,23,2.0
artisticlounge,3,0.32,27.27,0.1,3,0.30000000000000004,6,11.0
Olive Allen - 1:1 Artworks,1,0.11,11.11,8.0,1,8.0,8,9.0
Afterparty MintPass,3,0.32,0.82,4.65,3,13.950000000000001,176,367.0
Devil with capital D,1,0.11,18.18,0.5,2,1.0,4,11.0
ICONOCLAST V2,1,0.11,7.14,10.0,1,10.0,10,14.0
Terrain World,1,0.11,2.45,0.01,5,0.05,99,204.0
Claudslr Collection,1,0.11,100.0,0.0,1,0.0,15,1.0
Claudia Pawlak - Serce Matki (Mother's Heart),1,0.11,9.09,0.45,1,0.45,7,11.0
Raven50mm - HUSSLE AND MOTIVATE - A Collection of 33 Documentary Photographs,1,0.11,3.03,1.0,1,1.0,23,33.0
Gremplin,3,0.32,15.79,50.0,3,150.0,19,19.0
Pop Wonder Perks,2,0.22,3.7,30.0,2,60.0,52,54.0
Bargain Bin PFP Emporium,1,0.11,2.7,2.0,1,2.0,25,37.0
Pop Wonder World,1,0.11,2.5,17.5,1,17.5,34,40.0
Justin Aversano - Twin Flames - Collection of 100 Twin Portraits,8,0.86,9.0,222.0,9,1998.0,87,100.0
AlphaDoggg Extras,7,0.75,700.0,0.3,7,2.1,302,1.0
AlphaDoggg Tags,7,0.75,700.0,19.57,7,136.99,95,1.0
G.I. Toadz,10,1.08,0.3,0.03,21,0.63,2599,6969.0
Sandworms by Jaime Derringer,1,0.11,12.5,0.25,1,0.25,8,8.0
PROMETHEA,3,0.32,6.74,0.88,6,5.28,24,89.0
CrypTurtz,5,0.54,1.9,0.01,8,0.08,229,421.0
ArcadeNFT - ToadRunnerz,20,2.15,0.5,0.01,24,0.24,3064,4777.0
The Token by L3xc,1,0.11,1.64,1.0,1,1.0,31,61.0
Crittoscatti> Artista Italiano Improvvisato,1,0.11,4.76,0.0,1,0.0,4,21.0
with the light,8,0.86,16.16,1.8,16,28.8,67,99.0
RAC Membership,4,0.43,2.0,0.5,4,2.0,196,200.0
moonholders,5,0.54,160.0,3.0,8,24.0,39,5.0
...the Present by Travis LeRoy Southworth,2,0.22,100.0,9.99,3,29.97,34,3.0
"Mems, Voyage One",10,1.08,0.17,0.09,10,0.8999999999999999,3678,6000.0
Zukibirds,2,0.22,0.15,0.01,6,0.06,1740,4129.0
Nemus Genesis Collection,3,0.32,0.33,0.09,4,0.36,559,1225.0
MPL Official,16,1.72,2.89,0.14,289,40.46,3191,10000.0
Mind the Gap by MountVitruvius,5,0.54,0.6,0.24,6,1.44,534,999.0
HUEPHORIA,5,0.54,2.57,0.04,20,0.8,355,777.0
Larva Lass,3,0.32,1.41,0.78,6,4.68,43,427.0
3988_1 Collection,1,0.11,100.0,0.0,1,0.0,1,1.0
Critterz Plots,3,0.32,0.04,0.06,9,0.54,1638,22412.0
CROAKZ by McGill!,12,1.29,0.59,0.05,41,2.0500000000000003,3566,6996.0
Pieces of Me by r4v3n,5,0.54,3.6,0.08,8,0.64,155,222.0
imaginary x,1,0.11,15.79,0.08,3,0.24,10,19.0
Bored Boy :: The Customization,1,0.11,7.69,2.0,1,2.0,13,13.0
Omnis by Tiny Blocks,1,0.11,0.71,0.05,1,0.05,107,140.0
Algobots by Stina Jones,14,1.51,4.0,1.0,20,20.0,297,500.0
Subscapes by Matt DesLauriers,13,1.4,3.38,6.99,22,153.78,265,650.0
Robotos Originals,8,0.86,48.0,0.01,12,0.12,6472,25.0
The Boring Galaxy,1,0.11,50.0,0.1,6,0.6000000000000001,65,12.0
Waterworld : The Collection,1,0.11,1.16,0.2,1,0.2,59,86.0
Beautiful Cities of the World,5,0.54,42.86,0.94,24,22.56,92,56.0
Bored Boy,1,0.11,7.58,0.1,20,2.0,103,264.0
Free collection,1,0.11,1.41,0.02,1,0.02,55,71.0
Stipple Sunsets by Jake Rockland,13,1.4,5.28,0.6,19,11.4,243,360.0
haute:kaleidr,11,1.18,18.0,0.47,18,8.459999999999999,60,100.0
Yat Gems,6,0.65,150.0,0.05,9,0.45,872,6.0
mf3rs,7,0.75,0.39,0.0,39,0.0,2404,10000.0
Benji Bananas : Membership Pass,6,0.65,600.0,0.28,6,1.6800000000000002,2183,1.0
Life of Mon,13,1.4,566.67,1.24,17,21.08,161,3.0
Unios by Electric Coffin,1,0.11,6.58,0.35,10,3.5,52,152.0
Spotlight by Joshua Bagley,14,1.51,3.84,0.09,24,2.16,314,625.0
The Bummers,2,0.22,10.0,0.05,5,0.25,15,50.0
INCEPTIONPASS,5,0.54,1.42,0.0,48,0.0,1396,3375.0
CryptoGrotto: Cave Monsters,5,0.54,11.11,0.09,8,0.72,38,72.0
The Tiger Cub Club,9,0.97,2.93,0.03,40,1.2,501,1367.0
Infected Ape Planet by PAP,1,0.11,0.03,0.06,1,0.06,2116,3326.0
The Artieverse,3,0.32,0.45,0.34,20,6.800000000000001,1569,4488.0
The Holy Pets,1,0.11,0.02,0.03,1,0.03,2623,6654.0
Agents Brown and Knows by Mr. Kaves,3,0.32,0.26,0.01,3,0.03,455,1171.0
Leveling Up Heroes - Magical Tier - Phase 1,3,0.32,0.33,0.03,5,0.15,549,1504.0
Tokyo Apes,1,0.11,0.05,0.0,4,0.0,926,8768.0
Legoz Mfers,1,0.11,0.28,0.0,5,0.0,101,1810.0
The Golden Orchard of Eris,6,0.65,350.0,0.01,14,0.14,1520,4.0
Larva Karens,2,0.22,0.04,0.0,2,0.0,905,5001.0
CrypToad Punks,9,0.97,3.46,0.01,241,2.41,2143,6969.0
Grumpets,2,0.22,0.33,0.02,12,0.24,1453,3600.0
Half Breeds Hybrid Club (HBHC),1,0.11,0.19,0.0,1,0.0,473,516.0
The Mysterious World,5,0.54,0.08,0.01,5,0.05,2376,6666.0
Prime Kong Planet by PAP,1,0.11,0.01,0.09,1,0.09,5356,9722.0
Global Citizen Club,5,0.54,0.06,0.02,5,0.1,3591,8888.0
Loolee Bear,4,0.43,0.23,0.02,6,0.12,2117,2647.0
Eternal Klay Pets,2,0.22,0.42,0.0,5,0.0,214,1185.0
Farina X Budweiser Royalty,1,0.11,0.22,0.02,1,0.02,353,447.0
Crash Test Joyride,7,0.75,0.52,0.04,23,0.92,2118,4444.0
DRP Member,4,0.43,200.0,0.01,4,0.04,1296,2.0
Nouns3D,5,0.54,0.31,0.01,20,0.2,1967,6371.0
Peaceful Toadz,4,0.43,0.18,0.0,12,0.0,1848,6666.0
PhunkyDoodles,2,0.22,0.11,0.0,5,0.0,1172,4444.0
N3D Deprecated,4,0.43,0.27,0.0,21,0.0,2362,7796.0
STAXX Invaders,7,0.75,0.22,0.01,23,0.23,2623,10500.0
Prime Ape Planet PAP,2,0.22,0.03,0.15,2,0.3,4935,7979.0
8SIAN Main Collection,8,0.86,0.16,0.06,14,0.84,4455,8888.0
The Labyrinth NFT,1,0.11,0.2,0.02,2,0.04,780,993.0
spawn by john provencher,3,0.32,1.4,0.02,14,0.28,615,1001.0
Tangled by Superblob,2,0.22,0.52,0.06,2,0.12,266,382.0
Goat Soup by Andy Milonakis,6,0.65,0.24,0.11,9,0.99,2079,3744.0
Stringify(door),2,0.22,0.09,0.0,7,0.0,3331,7500.0
Blaschke Ballet by NumbersInMotion,3,0.32,0.5,0.06,3,0.18,430,600.0
Unc0vered,1,0.11,0.16,0.01,1,0.01,428,610.0
UltraWave 369 by Beervangeer,3,0.32,1.08,0.03,4,0.12,287,369.0
Fast Food Nouns,5,0.54,2.8,0.02,28,0.56,403,1000.0
THORWallet Army,2,0.22,0.1,0.05,2,0.1,1832,2013.0
BlankFaceHaylosPiece3,1,0.11,0.14,0.05,1,0.05,701,711.0
BlankFaceHaylos,1,0.11,0.08,0.0,2,0.0,1289,2466.0
a heart and a soul by Roman Janajev,4,0.43,0.68,0.03,7,0.21,663,1024.0
Drunken Pandas Official,2,0.22,0.1,0.0,3,0.0,932,3000.0
Non-Fungible Heroes,4,0.43,0.08,0.15,7,1.05,3306,8888.0
Mini Monkey Mafia,3,0.32,0.14,0.0,7,0.0,1744,5000.0
Pets for Metaverse,2,0.22,0.15,0.0,5,0.0,724,3299.0
BlankFace,4,0.43,0.16,0.0,16,0.0,5283,10000.0
AtomicAntzOfficial,1,0.11,0.15,0.01,2,0.02,468,1356.0
Role for Metaverse,4,0.43,0.08,0.0,8,0.0,2626,9800.0
The Crypto Trolls,1,0.11,0.11,0.0,2,0.0,425,1770.0
Panda Dynasty,2,0.22,0.07,0.02,6,0.12,3578,8888.0
Polar Pals Bobsledding,1,0.11,0.05,0.01,2,0.02,1140,4154.0
FusionApes,4,0.43,0.14,0.03,6,0.18,1692,4201.0
ORCZ!,1,0.11,0.02,0.0,2,0.0,2939,8793.0
CleverGirls NFT,2,0.22,0.22,0.01,12,0.12,2098,5555.0
The Dead DOTD,1,0.11,0.59,0.0,3,0.0,243,511.0
BlockchainHamstersSquad,1,0.11,0.29,0.04,1,0.04,154,349.0
SleepySloths NFT,1,0.11,0.3,0.0,2,0.0,343,669.0
Lil' Boomies,1,0.11,0.11,0.01,1,0.01,322,893.0
Beats on the Blockchain,2,0.22,5.71,0.1,14,1.4000000000000001,66,245.0
KittySupercars,1,0.11,0.07,0.0,1,0.0,711,1526.0
FUD Monsters,2,0.22,0.04,0.0,3,0.0,2299,6803.0
Uniqly Genesis Physical Collection,1,0.11,0.05,0.02,3,0.06,1425,5794.0
Posh Pandas,1,0.11,0.07,0.0,1,0.0,523,1467.0
512Print.sol - solSeedlings,3,0.32,1.17,0.06,6,0.36,295,512.0
CryptoCrystal,6,0.65,0.24,0.08,24,1.92,1987,9994.0
Homage by Rafaël Rozendaal,3,0.32,4.55,0.8,5,4.0,70,110.0
Huxlxy,1,0.11,1.08,0.02,20,0.4,297,1860.0
81 Horizons,1,0.11,1.23,0.81,1,0.81,49,81.0
Chill Ape Club,1,0.11,0.05,0.0,1,0.0,1001,2203.0
Ornament by Jan Robert Leegte,4,0.43,5.86,0.28,15,4.2,164,256.0
CryptoFreaks,3,0.32,3.21,0.09,8,0.72,159,249.0
Lazy Monsters Space Club,1,0.11,0.2,0.07,2,0.14,210,1000.0
Genbit Bunnies,2,0.22,0.71,0.01,10,0.1,419,1415.0
Gameboy Series V2,1,0.11,5.0,0.02,5,0.1,62,100.0
Crypto Cove,2,0.22,2.31,0.01,7,0.07,117,303.0
Roundies,1,0.11,3.7,0.02,4,0.08,49,108.0
Fourteenth Century Series,5,0.54,2.99,0.82,6,4.92,183,201.0
Withhearts Editions,9,0.97,180.0,0.08,9,0.72,425,5.0
Dave Krugman,2,0.22,2.99,1.8,2,3.6,15,67.0
iamone Collection,1,0.11,50.0,0.0,1,0.0,2,2.0
alien frens,20,2.15,0.38,0.99,38,37.62,6873,10000.0
Singularity by AIIV,3,0.32,0.6,0.08,6,0.48,517,1000.0
NYC Underground Stories,1,0.11,3.92,0.87,2,1.74,37,51.0
DRIVE // BY DAVE KRUGMAN,4,0.43,18.02,3.5,20,70.0,72,111.0
The Airport,2,0.22,9.68,1.0,3,3.0,18,31.0
Re-Genz,10,1.08,1.65,0.64,42,26.88,1463,2538.0
ThankYouX,5,0.54,0.8,0.14,6,0.8400000000000001,203,750.0
Alien DNA by Shvembldr,4,0.43,1.76,0.17,9,1.53,292,512.0
Convergence,1,0.11,1.69,0.01,1,0.01,14,59.0
KaijuFrenz: Genesis,2,0.22,0.03,0.03,2,0.06,4138,6666.0
NFT Wranglers,1,0.11,1.72,0.0,1,0.0,34,58.0
AO Art Ball,15,1.61,0.32,0.06,22,1.3199999999999998,4039,6776.0
DI Animals,8,0.86,0.21,0.03,19,0.57,3484,8887.0
Lazy Bunny NFT,2,0.22,0.09,0.04,5,0.2,3099,5555.0
Natural Looks,1,0.11,4.0,0.05,1,0.05,8,25.0
The Lurkers,1,0.11,2.0,0.07,2,0.14,69,100.0
Fraxicity,1,0.11,0.61,0.02,1,0.02,78,165.0
ScoopDog Squad,1,0.11,0.15,0.01,1,0.01,278,664.0
Boring Bananas Co.,7,0.75,0.27,0.0,24,0.0,2254,8888.0
Picasso Bored Baby Ape Yacht Club,3,0.32,0.62,0.01,3,0.03,185,481.0
11 Nightmares Collection,1,0.11,9.09,1.0,1,1.0,6,11.0
abstract artist token,1,0.11,16.67,0.2,1,0.2,56,6.0
Dissolution Legacy,5,0.54,5.62,0.01,5,0.05,20771,89.0
Aether,1,0.11,0.13,0.6,1,0.6,352,792.0
BlockMark Gems,1,0.11,0.15,0.07,1,0.07,237,647.0
Flowerpatch,7,0.75,0.01,0.0,7,0.0,12178,117385.0
GOATz KIDZ,1,0.11,0.03,0.08,1,0.08,500,3000.0
Superlocal Localtrotters,3,0.32,1.07,0.03,15,0.44999999999999996,677,1404.0
Superlocal Mayorships,1,0.11,0.36,0.75,1,0.75,130,277.0
Dom Qwek Editions,3,0.32,6.0,1.89,12,22.68,82,200.0
TIKA ON SOUND.XYZ,1,0.11,1.43,0.08,1,0.08,65,70.0
Nomad Blvd | Collectibles,1,0.11,100.0,0.08,1,0.08,235,1.0
Nomad Blvd | First Edition,4,0.43,0.32,0.04,10,0.4,1085,3124.0
New World Order - NWO,9,0.97,0.54,0.01,39,0.39,3193,7278.0
LITizen 1: GM (Official),4,0.43,233.33,0.02,7,0.14,813,3.0
Cosmic Mutants,1,0.11,0.2,0.07,2,0.14,668,1000.0
NFT World of Men,3,0.32,0.18,0.0,8,0.0,1287,4548.0
Mazur's 13,1,0.11,100.0,0.01,1,0.01,440,1.0
0xApes Trilogy,2,0.22,0.09,0.16,9,1.44,3682,10013.0
Superlocal Early Access Pass,6,0.65,0.28,0.0,19,0.0,2082,6877.0
Caked Apes Official,9,0.97,0.46,0.06,41,2.46,4757,8888.0
REMIX! Rewards,1,0.11,50.0,0.07,1,0.07,163,2.0
doodlefrens,3,0.32,0.05,0.0,5,0.0,4123,10000.0
Ruby Mazur Lips,1,0.11,0.05,0.04,1,0.04,655,2155.0
elfDAO NFT,1,0.11,3.85,0.0,1,0.0,26,26.0
Metalink #Metamint,5,0.54,0.71,1.5,5,7.5,664,707.0
Crypto Wrapped 2021,1,0.11,1.04,0.0,1,0.0,94,96.0
DAO Central,5,0.54,500.0,0.03,5,0.15,1045,1.0
Toy Mories,1,0.11,0.35,0.08,1,0.08,230,285.0
camoufly,3,0.32,5.45,0.4,3,1.2000000000000002,49,55.0
The Ghost of Frank Dukes,2,0.22,0.1,0.04,2,0.08,918,1966.0
TOMI MUSIC,3,0.32,6.0,0.5,3,1.5,41,50.0
House Of Legends,4,0.43,0.06,0.04,6,0.24,2615,9993.0
Metaclubbers,1,0.11,0.03,0.06,2,0.12,3596,5998.0
Suga Squad,1,0.11,0.13,0.03,3,0.09,1274,2264.0
Doodle Dogs NFT Official,2,0.22,0.04,0.01,4,0.04,3378,10000.0
metaPengus,1,0.11,0.88,0.01,6,0.06,380,680.0
Pluto Alliance V2,2,0.22,0.05,0.03,5,0.15,4014,10000.0
Typical Tigers,1,0.11,0.08,0.04,3,0.12,1524,3900.0
Molten Mories,1,0.11,3.33,0.1,1,0.1,17,30.0
StickDix,2,0.22,0.04,0.0,2,0.0,2492,5006.0
gmdegens,1,0.11,0.17,0.01,1,0.01,249,577.0
#ARTCATS,1,0.11,1.0,0.8,1,0.8,52,100.0
OLD KIDZ (DO NOT BUY),2,0.22,0.67,0.12,19,2.28,748,2836.0
StackedToadz,4,0.43,0.13,0.01,4,0.04,670,2999.0
HODL Hands Official,1,0.11,4.98,0.028,34,0.9520000000000001,174,683.0
Nomad Blvd | Murals 2011-2021,2,0.22,10.0,0.07,2,0.14,274,20.0
GOATz Access Utility Token,1,0.11,0.14,0.06,1,0.06,430,731.0
Isabelle Gorilla,1,0.11,9.09,0.15,1,0.15,69,11.0
Wicked Ape Bone Club,6,0.65,0.13,0.04,13,0.52,4966,10000.0
Diplo x FriendsWithYou,4,0.43,0.3,0.08,4,0.32,371,1326.0
Wes Henry,1,0.11,1.15,0.28,1,0.28,338,87.0
Cheeks by PEPO Paradise,1,0.11,0.05,0.1,2,0.2,1443,3888.0
ChippysWorld,1,0.11,0.04,0.08,1,0.08,1163,2500.0
Sarutama Genesis NFT,2,0.22,2.07,0.01,46,0.46,715,2222.0
Space Boo Official NFT,1,0.11,0.06,0.05,5,0.25,4339,8887.0
Unemployables,1,0.11,0.04,0.35,2,0.7,2512,5001.0
Antebellum Genesis Land,3,0.32,0.15,0.1,15,1.5,3962,10000.0
Ectoverse Genesis Land,1,0.11,0.64,0.02,27,0.54,376,4227.0
SoundMint Vinyl,3,0.32,166.67,0.1,5,0.5,814,3.0
MetaGeckos by Trent Kaniuga,2,0.22,0.16,0.0,11,0.0,661,6819.0
Fluffy Polar Bears,4,0.43,0.17,0.06,16,0.96,3775,9441.0
Paradise Ticket - Pepo Paradise,2,0.22,0.2,0.17,2,0.34,774,1000.0
The Mirror-Verse: The Counsel Pass,1,0.11,4.17,0.0,1,0.0,23,24.0
AdWorld,4,0.43,0.54,0.06,18,1.08,1425,3333.0
Buildoors Materials,1,0.11,0.11,0.0,1,0.0,287,939.0
Unikong Official,1,0.11,0.1,0.01,1,0.01,565,999.0
Fresh Fools,2,0.22,0.07,0.03,4,0.12,2063,5756.0
AD Trainers,1,0.11,0.1,0.01,1,0.01,427,999.0
Drakoids (Series 0),2,0.22,1.0,0.0,5,0.0,206,500.0
Pirates of the Metaverse by Drip Studios,4,0.43,0.2,0.1,20,2.0,2610,10000.0
Vizmesh Frames (FRM),1,0.11,0.16,0.08,1,0.08,233,644.0
Genesis Penguins NFT,1,0.11,0.6,0.01,60,0.6,1646,10000.0
Tales Of Tsuki Genesis,3,0.32,0.05,0.02,5,0.1,5596,10000.0
Shades Of You NFT,3,0.32,0.14,0.01,10,0.1,2382,7000.0
FRENLY FLYZ,1,0.11,0.02,0.01,1,0.01,1194,4008.0
OLD COLLECTION DO NOT TRADE,1,0.11,0.02,0.01,1,0.01,1176,4012.0
Digi Dragonz VX,1,0.11,0.04,0.01,1,0.01,934,2631.0
Candy Hunters,4,0.43,0.2,0.01,20,0.2,4360,10000.0
Cosmodinos Omega,2,0.22,0.08,0.08,7,0.56,4484,8888.0
Tasty Bones XYZ,3,0.32,0.06,0.21,3,0.63,3467,5049.0
Synth Heads,3,0.32,0.2,0.06,6,0.36,1174,3020.0
Pixl Pets - Genesis Collection,4,0.43,0.05,0.18,7,1.26,4179,15000.0
Super Geisha,5,0.54,0.13,0.04,9,0.36,2014,6776.0
Ethlizards,3,0.32,0.2,2.99,10,29.900000000000002,1528,5050.0
DOODLE ROOMS,1,0.11,0.01,0.01,1,0.01,2174,9998.0
Ethalien VOX,3,0.32,0.19,0.02,19,0.38,3108,10000.0
Egg Heads Club,1,0.11,0.03,0.03,1,0.03,1621,3499.0
Hedgies,2,0.22,0.15,0.7,4,2.8,1594,2608.0
CATGIRL ACADEMIA,3,0.32,0.36,0.0,25,0.0,1069,6969.0
Wealthy Ape Social Club,3,0.32,0.39,0.01,30,0.3,2324,7777.0
Trust the process and enjoy the ride,3,0.32,300.0,0.03,3,0.09,289,1.0
Yeti Town NFT,1,0.11,0.02,0.04,1,0.04,1269,4444.0
GossApe Girl Official,4,0.43,0.33,0.06,23,1.38,3279,7000.0
Rave Pigs,2,0.22,0.08,0.02,5,0.1,2740,6654.0
I Love Me - By Amber Vittoria,2,0.22,0.95,0.04,2,0.08,136,210.0
Charles-DAO,4,0.43,0.9,0.0,9,0.0,615,999.0
Ancient Warriors Empire,1,0.11,0.04,0.02,1,0.02,1100,2837.0
Southside City Real Estate,1,0.11,0.09,0.07,1,0.07,337,1111.0
Fudders,1,0.11,0.11,0.04,7,0.28,2770,6464.0
Ascended NFT Official,3,0.32,0.06,0.03,5,0.15,4185,8888.0
MetaCity Real Estate,2,0.22,0.11,0.03,2,0.06,686,1798.0
LordSocietyNFT Official,1,0.11,0.01,0.0,1,0.0,5172,7777.0
WE ARE KLOUD,5,0.54,0.84,0.09,42,3.78,2389,5000.0
MTM Characters,3,0.32,0.47,0.05,17,0.8500000000000001,889,3600.0
Yaasmyn Fula - The Untold Story of Tupac Amaru Shakur & Yaki Kadafi Fula,2,0.22,0.5,0.04,5,0.2,555,1004.0
The Founding Fudders,1,0.11,0.19,0.01,1,0.01,135,520.0
Spritely - Genesis Collection,4,0.43,0.32,0.03,19,0.57,2078,6000.0
The Miners Club,1,0.11,1.13,0.0,50,0.0,444,4444.0
Dreamland Genesis,5,0.54,0.23,0.05,23,1.1500000000000001,4183,10000.0
Alien Kimera Protocol,2,0.22,1.76,0.02,21,0.42,401,1193.0
Legends of Venari Alpha Pass,1,0.11,0.03,0.07,1,0.07,1265,3150.0
Doadz,3,0.32,0.48,0.01,3,0.03,543,629.0
BladeRunner Punks,4,0.43,3.96,0.01,396,3.96,4014,10000.0
Property's NFT,4,0.43,0.27,0.04,16,0.64,2200,6000.0
Gunslingers Collection,3,0.32,0.05,0.03,4,0.12,3432,7777.0
Feudalz Animalz,4,0.43,6.43,0.0,235,0.0,1106,3656.0
Mecha Chaotic: Bedlam,3,0.32,0.14,0.03,5,0.15,1450,3619.0
Fish Game - Official,1,0.11,0.12,0.0,2,0.0,682,1600.0
Jamil GS - Genesis Collection,1,0.11,1.27,0.04,3,0.12,106,237.0
MTM Characters (Old),4,0.43,0.64,0.0,21,0.0,876,3260.0
DuskBreakers,13,1.4,1.73,0.16,173,27.68,2687,10000.0
Humans Metaverse,3,0.32,0.23,0.02,15,0.3,2614,6500.0
Gold Hunt Game,2,0.22,0.02,0.0,8,0.0,1441,40001.0
SlimHoods Specials,6,0.65,300.0,0.01,6,0.06,1646,2.0
Poolboys Metatourism,3,0.32,0.25,0.0,11,0.0,811,4444.0
Lumps Rapture,2,0.22,0.71,0.07,6,0.42000000000000004,237,842.0
BaboonBet,8,0.86,1.03,0.0,103,0.0,2424,10000.0
Chic Cow&Bullzz Collection (SWAPPED TO POLYGON),1,0.11,0.62,0.0,5,0.0,265,801.0
