name,owners_with_asset_in_project,percent_of_owners_with_asset_in_project,percent_owned,project_floor,total_assets_owned,total_project_floor,total_num_owners,total_supply
Legends of Wondermist,23,2.46,402.17,0.01,185,1.85,410,46.0
Glitchy Bitches,8,0.86,1.79,0.05,21,1.05,245,1174.0
Crabby Cats,2,0.21,2.97,0.01,3,0.03,20,101.0
PO ChinaChic,7,0.75,20.59,8.0,7,56.0,235,34.0
The Super Fat Apes NFT,4,0.43,2.08,0.0,4,0.0,192,192.0
Dream EtherHead,19,2.03,1.9,0.0,19,0.0,1002,1001.0
WomenUnite Pass,5,0.54,0.83,0.0,5,0.0,603,602.0
GutterCatGang Robot,9,0.96,0.9,0.0,9,0.0,1002,1002.0
Backgrounds by Logo,2,0.21,0.16,0.02,2,0.04,836,1215.0
FlyFrogs Sad,9,0.96,0.0,0.0,0,0.0,1002,100.0
the CryptoUnicorn,9,0.96,0.0,0.0,0,0.0,1000,1000.0
Longines,1,0.11,10.0,10.0,1,10.0,5,10.0
STAC Flyer - Azuki,32,3.43,1.24,0.035,67,2.345,3248,5403.0
TPL Mecha Part,45,4.82,3050.0,0.05,61,3.0500000000000003,3904,2.0
Pixoods,42,4.5,1.46,0.02,111,2.22,3623,7601.0
Gutter Punks - Arcade Land,7,0.75,0.32,0.0,32,0.0,5672,9999.0
Brain Loops by Gene Kogan,37,3.96,5.7,0.15,57,8.549999999999999,582,1000.0
podGANs by Pindar Van Arman,46,4.93,12.5,0.49,128,62.72,663,1024.0
Draw X Ape,14,1.5,11.49,0.0,114,0.0,751,992.0
The Seekers,15,1.61,0.72,0.09,344,30.959999999999997,6137,47892.0
JustAHuman Club,1,0.11,0.33,0.17,1,0.17,6,302.0
S.H.E.,1,0.11,0.22,0.03,1,0.03,232,463.0
KryptoSutra,1,0.11,25.0,0.69,1,0.69,2,4.0
ETHTerrestrials,2,0.21,0.26,0.04,11,0.44,789,4269.0
Animations - pRwytFX4R1,1,0.11,33.33,0.0,1,0.0,3,3.0
Astro Girls Society Official,2,0.21,0.18,0.03,7,0.21,1469,3888.0
CyberBrokers,53,5.67,2.65,3.0,265,795.0,3451,9996.0
Non Fungible Conference Genesis Ticket,3,0.32,0.25,0.04,3,0.12,1083,1210.0
Justin Aversano - Smoke and Mirrors - Collection of 78 Tarot Portraits,3,0.32,3.85,26.9,3,80.69999999999999,48,78.0
WGMI Premium Membership,85,9.1,2.87,0.12,119,14.28,3793,4153.0
CryptoPunks V1 (wrapped),11,1.18,3.15,5.75,77,442.75,670,2441.0
Home photoshoot,1,0.11,2.5,0.23,1,0.23,14,40.0
Keepers of the Inn,6,0.64,2.62,0.03,88,2.6399999999999997,1219,3356.0
Crypto Citizens,29,3.1,1.58,0.55,62,34.1,1809,3926.0
Quantum Curated,78,8.35,8.92,0.25,272,68.0,1146,3048.0
Pussy Riot ACAB,4,0.43,1.2,0.35,4,1.4,310,333.0
Girl and Camera by hurtingbombz,1,0.11,19.05,0.99,4,3.96,13,21.0
Infinites AI,10,1.07,5.66,0.89,29,25.81,274,512.0
Ballet Poetry,1,0.11,4.44,0.25,2,0.5,7,45.0
Sad Girls Bar,20,2.14,0.46,0.05,46,2.3000000000000003,4641,10000.0
World of Women,49,5.25,2.07,4.6,207,952.1999999999999,5385,10000.0
Cool Cats NFT,63,6.75,1.51,3.9,150,585.0,5519,9941.0
RTFKT x JeffStaple,7,0.75,1.37,2.99,11,32.89,493,802.0
WrappedEtherWaifu,2,0.21,2.15,0.4,15,6.0,265,697.0
My Curio Cards,32,3.43,423.33,0.25,127,31.75,4984,30.0
Wrapped Curio Cards,5,0.54,92.86,0.55,13,7.15,241,14.0
LolTapes,1,0.11,2.56,0.09,1,0.09,26,39.0
Waifusion,4,0.43,0.05,0.05,9,0.45,2252,16382.0
Justin Aversano - Smoke and Mirrors - Physical Tarot Scrolls,19,2.03,7.1,2.25,26,58.5,286,366.0
Punks Mavericks and Mishegas,1,0.11,100.0,0.02,1,0.02,146,1.0
The Sandbox,48,5.14,0.54,1.68,754,1266.72,21574,140114.0
Decentraland,16,1.71,0.05,2.45,50,122.50000000000001,7127,97500.0
Voxels (formerly Cryptovoxels),10,1.07,0.38,0.69,28,19.32,2280,7355.0
Super Fat Ape NFT,5,0.54,2.6,0.0,5,0.0,192,192.0
WomenUnite Hope,9,0.96,1.07,0.0,9,0.0,844,844.0
GutterCatGang MEMBER,9,0.96,0.9,0.0,9,0.0,1002,1001.0
TheManWhoSoldTheWorld V2,5,0.54,0.5,0.1,5,0.5,1004,1001.0
Gutter Punks - BEANZ,48,5.14,0.69,0.02,49,0.98,7126,7134.0
CryptoUnicorn Do,16,1.71,0.0,0.0,0,0.0,1000,1000.0
Crypto Bull Soc,15,1.61,0.0,0.0,0,0.0,1010,1020.0
ApeFlyer for ApePunks.co,18,1.93,1.13,0.0,34,0.0,1923,3000.0
Retro Arcade Collection,3,0.32,0.23,0.06,9,0.54,2002,3947.0
National Beer Day 2022 - Journey,10,1.07,1000.0,0.01,10,0.1,1238,1.0
ARBO Artifacts,6,0.64,132.61,0.01,61,0.61,1896,46.0
ARBO Heroes,7,0.75,0.23,0.02,23,0.46,1662,10000.0
MEV Army,23,2.46,0.56,0.04,56,2.24,3736,9999.0
Reactor Motors,5,0.54,0.15,0.02,13,0.26,4499,8888.0
PartyBear,14,1.5,1.09,0.7,105,73.5,4089,9668.0
SmolPunks,2,0.21,0.12,0.0,4,0.0,1288,3333.0
Every Icon,23,2.46,6.45,0.18,33,5.9399999999999995,314,512.0
Budverse Cans - Heritage Edition,10,1.07,0.68,0.26,13,3.38,1226,1907.0
SEASON 0: GENESIS,1,0.11,33.33,0.04,1,0.04,278,3.0
ThorGuards,20,2.14,0.82,0.05,82,4.1000000000000005,3127,9999.0
Illuvium,6,0.64,114.29,0.16,24,3.84,1954,21.0
Babbys,6,0.64,1.07,0.05,48,2.4000000000000004,1031,4501.0
GutterCatGang Pair,13,1.39,1.09,0.0,13,0.0,1200,1198.0
bum CryptoUnicorn,13,1.39,0.0,0.0,0,0.0,1177,1177.0
RTFKT SKIN VIAL: EVO X,43,4.6,2.21,0.5,224,112.0,5033,10128.0
Refraction Season 0 Founding Artists Collection,10,1.07,1000.0,0.01,70,0.7000000000000001,277,7.0
🎵 Fake Feelings by Dadabots x Silverstein,25,2.68,10.8,0.05,108,5.4,558,1000.0
Bridges by Oshi,9,0.96,4.11,0.07,37,2.5900000000000003,321,900.0
OKPC,42,4.5,3.92,0.03,321,9.629999999999999,3483,8192.0
Refraction Season 0 Lanyard,10,1.07,1000.0,0.08,10,0.8,269,1.0
tubby cats by tubby collective,24,2.57,0.38,0.14,76,10.64,9173,20000.0
PotatoPunks,5,0.54,1.3,0.0,72,0.0,1377,5555.0
Ocarinas,9,0.96,5.66,0.07,92,6.44,497,1626.0
When you buy this video the price goes up.,1,0.11,3.03,0.0,1,0.0,29,33.0
ZORBS by ZORA,35,3.75,0.1,0.04,54,2.16,33211,56741.0
autoRAD by sgt_slaughtermelon & Tartaria Archivist,11,1.18,1.8,0.05,18,0.9,618,1000.0
DON'T BUY - OLD PREMINT Creator Pass,7,0.75,0.88,0.24,7,1.68,594,798.0
The Forgotten Cult,4,0.43,0.72,0.01,24,0.24,1160,3333.0
ABSOLUTELY DO NOT MINT,45,4.82,4.03,0.15,151,22.65,1253,3743.0
Two Bit Bears + Honey,2,0.21,200.0,0.1,2,0.2,416,1.0
CryptoNewYorkerBanner,5,0.54,50.0,0.07,5,0.35000000000000003,477,10.0
Arpeggi Genesis Studio Pass,2,0.21,0.33,0.3,2,0.6,321,600.0
Two Bit Bears,5,0.54,0.18,0.03,9,0.27,1580,5000.0
Monarchs.Art,5,0.54,0.56,0.07,5,0.35000000000000003,600,888.0
GAWDS,11,1.18,0.63,0.06,35,2.1,1585,5536.0
Obits Official,60,6.42,5.3,0.06,378,22.68,2961,7132.0
My Little Orphan,5,0.54,2.32,0.01,90,0.9,623,3887.0
spectral beings (official),7,0.75,2.48,0.12,22,2.6399999999999997,377,888.0
3Words,6,0.64,7.95,0.07,24,1.6800000000000002,171,302.0
First First NFTs,25,2.68,3.56,0.05,178,8.9,1775,5000.0
Loot Items (for Adventurers),2,0.21,1.92,0.01,16,0.16,64,832.0
The Settlements (Legacy),9,0.96,1.26,0.02,125,2.5,1580,9905.0
Dope Wars,6,0.64,0.74,0.08,59,4.72,2023,8000.0
Creature World,62,6.64,1.37,0.39,137,53.43,6225,10000.0
Loot (for Adventurers),35,3.75,0.91,0.95,71,67.45,2595,7779.0
Milady Maker,12,1.28,0.45,0.84,45,37.8,2831,9999.0
HeavenComputer,33,3.53,2.8,0.09,218,19.62,2819,7777.0
Mirror Editions V4,7,0.75,1.07,0.35,11,3.8499999999999996,729,1026.0
One Hour Time Pieces,11,1.18,3.4,0.25,17,4.25,292,500.0
MAIN OBJECT,5,0.54,17.0,0.09,17,1.53,56,100.0
RTFKT PUNK PROJECT GEN 1,15,1.61,10.41,2.5,51,127.5,264,490.0
League of Kingdoms (Ethereum),5,0.54,0.24,0.02,21,0.42,2477,8652.0
KLEEE02,3,0.32,2.22,3.0,8,24.0,174,360.0
"Hi, ChinaChic",6,0.64,17.65,8.0,6,48.0,235,34.0
Super Big Hero Academy,3,0.32,1.56,0.0,3,0.0,192,192.0
Dooplicator,47,5.03,1.88,3.45,133,458.85,4168,7061.0
Lil Nouns,2,0.21,2.28,0.49,7,3.4299999999999997,155,307.0
Grand GutterCatGang,14,1.5,1.4,0.0,14,0.0,1006,1001.0
Boys Club - Zaddy,4,0.43,1.33,0.19,20,3.8,666,1500.0
CryptoUnicorn Tub,14,1.5,0.0,0.0,0,0.0,982,981.0
CryptoUnicorn u,19,2.03,0.0,0.0,0,0.0,1000,1000.0
CryptoUnicorn wY,14,1.5,0.0,0.0,0,0.0,1000,1000.0
Chimerical Stories by Entangled Others (Sofia Crespo & Feileacan McCormick),19,2.03,9.94,0.19,51,9.69,265,513.0
Crypto Bull Dol,19,2.03,0.0,0.0,0,0.0,998,997.0
Turf Shop,5,0.54,75.0,0.01,6,0.06,1376,8.0
Alien Frens Evolution,12,1.28,0.16,0.09,17,1.53,7114,10551.0
Silk Road by Ezra Miller,9,0.96,1.65,0.33,17,5.61,456,1028.0
Deep Journeys by Heavens Last Angel,17,1.82,5.0,0.2,25,5.0,326,500.0
ClipMatrix Creatures by Nikolay Jetchev,12,1.28,5.0,0.03,25,0.75,333,500.0
Dream Capsules by Obvious,22,2.36,3.3,0.06,33,1.98,566,1000.0
DreamScapes by Xander Steenbrugge,23,2.46,10.0,0.3,50,15.0,283,500.0
Confluence by Devi Parikh,28,3.0,8.6,0.04,86,3.44,601,1000.0
Genesis by Claire Silver,31,3.32,13.8,2.55,69,175.95,373,500.0
Bad Habits Membership Club by Computer Cowgirls,1,0.11,50.0,0.09,1,0.09,199,2.0
Tom Sachs: Rocket Factory - Mothership Tickets,25,2.68,450.0,0.17,27,4.590000000000001,2946,6.0
EightBit Me,70,7.49,2.98,0.31,265,82.15,3263,8888.0
Tom Sachs: Rocket Factory - Rockets,20,2.14,4.55,3.98,37,147.26,461,813.0
The Art of Seasons,7,0.75,0.61,1.07,44,47.080000000000005,3002,7237.0
fRiENDSiES,14,1.5,1.14,0.07,113,7.910000000000001,3624,9906.0
Peacefall,8,0.86,1.42,0.06,116,6.96,2458,8192.0
The Mekabots,2,0.21,0.08,0.06,5,0.3,3315,6612.0
Snoop Dogg on Sound XYZ,9,0.96,1.85,0.06,37,2.2199999999999998,1050,2000.0
Automatism by Yazid,14,1.5,10.33,0.77,44,33.88,210,426.0
Window by Jan Robert Leegte,6,0.64,1.73,0.17,7,1.1900000000000002,256,404.0
Ronin By Bushidos,5,0.54,0.9,0.03,18,0.54,890,2000.0
GAMA SPACE STATION,2,0.21,0.99,0.17,99,16.830000000000002,845,9999.0
Cupcat Kittens,8,0.86,0.26,0.02,22,0.44,2835,8597.0
MutantBatz By Ozzy Osbourne,8,0.86,0.78,0.03,12,0.36,1170,1547.0
pseudomods by erin bee,3,0.32,0.74,0.1,6,0.6000000000000001,323,808.0
Riot Girls,12,1.28,2.7,0.1,18,1.8,498,666.0
Deadfrenz Collection,27,2.89,0.45,0.16,47,7.5200000000000005,6231,10453.0
Meta Angels NFT,10,1.07,0.21,0.14,21,2.9400000000000004,4965,10000.0
true degens,10,1.07,22.91,0.02,170,3.4,212,742.0
DumpsterDorks,1,0.11,0.24,0.05,12,0.6000000000000001,1816,5000.0
LATASHA,4,0.43,5.68,0.69,5,3.4499999999999997,79,88.0
Para Bellum  by Matty Mariansky,12,1.28,3.1,0.15,31,4.6499999999999995,555,1000.0
Computer Cowgirls,1,0.11,5.15,0.44,10,4.4,115,194.0
Turf Plots,14,1.5,1.09,0.2,55,11.0,2108,5041.0
beepos,3,0.32,0.11,0.01,11,0.11,3821,10000.0
omgkirby Genesis,17,1.82,1.53,0.06,46,2.76,1670,3000.0
DOOMSDAYX Gen 01 Haleek Maul Producer NFT,3,0.32,0.3,0.1,3,0.30000000000000004,363,1000.0
SUPERPLASTIC:  Headtripz Pillz,19,2.03,666.67,0.08,20,1.6,1749,3.0
Cosmic Reef by Leo Villareal,11,1.18,3.22,0.94,33,31.02,359,1024.0
CryptoBatz by Ozzy Osbourne,13,1.39,0.22,0.14,21,2.9400000000000004,6495,9666.0
THE REBELS by House of Kalinkin,8,0.86,0.3,0.01,30,0.3,4340,10101.0
Totality by Hideki Tsukamoto,21,2.25,5.21,0.45,21,9.450000000000001,381,403.0
Acrocalypse,9,0.96,0.29,0.44,30,13.2,3624,10419.0
The Sad Cats,4,0.43,1.16,0.02,81,1.62,2343,6954.0
TIMEPieces x Robotos,38,4.07,420.0,0.01,42,0.42,7533,10.0
The Infinite Machine Movie Collection,10,1.07,0.6,0.25,25,6.25,1539,4166.0
alien frens,21,2.25,0.76,0.8,76,60.800000000000004,6894,10000.0
Chimera by mpkoz,23,2.46,3.65,1.4,36,50.4,627,987.0
Matthew Chaim,2,0.21,5.45,1.2,3,3.5999999999999996,34,55.0
MistleToadz by GREMPLIN,25,2.68,2.14,0.04,87,3.48,1823,4061.0
Jiometory No Compute - ジオメトリ ハ ケイサンサレマセン by Samsy,15,1.61,2.83,0.32,29,9.28,591,1024.0
celestial cyclones by hideo,9,0.96,3.82,0.75,24,18.0,306,628.0
Galaxiss by Xenoliss,13,1.39,3.33,0.15,20,3.0,404,600.0
Aithérios by Jorge Ledezma,9,0.96,2.91,0.14,28,3.9200000000000004,417,961.0
Transitions by Jason Ting x Matt Bilfield,26,2.78,1.59,0.08,75,6.0,2420,4712.0
Daniel Allan,4,0.43,3.43,0.33,6,1.98,125,175.0
Incomplete Control by Tyler Hobbs,2,0.21,4.0,111.22,4,444.88,61,100.0
Vortex by Jen Stark,19,2.03,2.4,0.69,24,16.56,560,1000.0
The Flower Girls,16,1.71,0.73,0.2,73,14.600000000000001,4106,10000.0
GAMA SPACE STATION GENESIS,2,0.21,3.75,0.03,84,2.52,568,2240.0
Bitchcoin Manifesto,3,0.32,1.26,0.02,5,0.1,300,397.0
GhostsProject,5,0.54,0.45,0.1,45,4.5,3251,9998.0
WomenRise,16,1.71,0.53,0.14,53,7.420000000000001,5659,10000.0
Wolf Game - Genesis Land,30,3.21,1.59,0.27,318,85.86,4999,19973.0
Autology by steganon,15,1.61,2.73,0.28,28,7.840000000000001,646,1024.0
Asemica by Emily Edelman - Dima Ofman - Andrew Badr,11,1.18,4.39,0.18,43,7.739999999999999,573,980.0
Purrnelopes Kittens,5,0.54,1.02,0.04,61,2.44,1169,5976.0
Corruption(s*),12,1.28,0.98,0.3,41,12.299999999999999,1468,4196.0
Phantoms (eeedg),4,0.43,2.98,0.17,7,1.1900000000000002,175,235.0
1989 Sisters,9,0.96,2.01,0.4,40,16.0,736,1989.0
Crypto Coven,30,3.21,1.3,0.4,127,50.800000000000004,4867,9761.0
Edifice by Ben Kovach,18,1.93,2.36,1.85,23,42.550000000000004,581,976.0
GhostSoftware CD-ROM,6,0.64,0.87,0.03,6,0.18,677,688.0
Sergs,3,0.32,1.1,0.02,7,0.14,310,634.0
CryptoSergs,3,0.32,1.02,0.09,5,0.44999999999999996,285,492.0
Cowboy Cult,1,0.11,17.24,0.0,20,0.0,63,116.0
Skeletongues,2,0.21,0.37,0.02,19,0.38,2337,5098.0
Bushidos,8,0.86,0.19,0.01,17,0.17,2399,8888.0
The Vogu MUTTS,5,0.54,0.98,0.0,55,0.0,1771,5627.0
PxlFangs,4,0.43,0.18,0.01,12,0.12,2938,6615.0
Robopets,27,2.89,0.86,0.06,69,4.14,3941,8017.0
Cryptoon Goonz,4,0.43,0.24,0.32,17,5.44,3912,6969.0
Party Degenerates,25,2.68,1.09,0.15,109,16.349999999999998,3513,10000.0
Doodles,55,5.89,1.55,14.35,155,2224.25,4969,10000.0
CENTURY by Casey REAS,22,2.36,3.8,1.9,38,72.2,555,1000.0
Bubble Blobby by Jason Ting,14,1.5,3.4,1.27,17,21.59,325,500.0
Archetype by Kjetil Golid,15,1.61,7.33,15.49,44,681.5600000000001,308,600.0
phase by Loren Bednar,18,1.93,4.49,1.8,46,82.8,583,1024.0
Apparitions by Aaron Penne,24,2.57,2.6,0.95,39,37.05,726,1500.0
Algobots by Stina Jones,13,1.39,3.8,1.8,19,34.2,290,500.0
glitch crystal monsters by Alida Sun,21,2.25,2.8,0.3,28,8.4,638,1000.0
Watercolor Dreams by NumbersInMotion,17,1.82,5.0,1.1,30,33.0,408,600.0
AlgoRhythms by Han x Nicolas Daniel,19,2.03,5.4,1.8,54,97.2,559,1000.0
Unigrids by Zeblocks,10,1.07,4.99,13.5,21,283.5,168,421.0
Aerial View by daLenz,13,1.39,2.0,0.49,20,9.8,652,1000.0
720 Minutes by Alexis André,20,2.14,4.58,1.3,33,42.9,462,720.0
Frammenti by Stefano Contiero,17,1.82,5.59,2.49,31,77.19000000000001,369,555.0
The Blocks of Art by Shvembldr,10,1.07,4.2,3.15,21,66.14999999999999,186,500.0
27-Bit Digital by kai,15,1.61,3.52,0.33,36,11.88,523,1024.0
Fragments of an Infinite Field by Monica Rizzolli,27,2.89,7.13,2.88,73,210.23999999999998,572,1024.0
Subscapes by Matt DesLauriers,13,1.39,3.38,7.9,22,173.8,271,650.0
Spectron by Simon De Mai,8,0.86,3.5,2.25,14,31.5,207,400.0
Ringers by Dmitri Cherniak,17,1.82,4.8,45.0,48,2160.0,282,1000.0
Endless Nameless by Rafaël Rozendaal,11,1.18,3.6,0.43,36,15.48,572,1000.0
Elevated Deconstructions by luxpris,6,0.64,6.5,35.0,13,455.0,103,200.0
Pigments by Darien Brito,23,2.46,4.0,2.89,41,118.49000000000001,657,1024.0
Elementals by Michael Connolly,17,1.82,6.34,1.39,38,52.81999999999999,368,599.0
NimBuds by Bryan Brinkman,10,1.07,3.5,2.25,14,31.5,245,400.0
Ignition by ge1doot,9,0.96,3.12,1.65,16,26.4,212,512.0
HyperHash by Beervangeer,7,0.75,4.61,3.0,17,51.0,195,369.0
Cryptoblots by Daïm Aggott-Hönsch,16,1.71,1.61,0.29,31,8.99,807,1921.0
CryptoFlyz,20,2.14,0.97,0.02,68,1.36,3076,7025.0
Construction Token by Jeff Davis,15,1.61,4.4,3.79,22,83.38,253,500.0
Genesis by DCA,15,1.61,4.1,4.15,21,87.15,283,512.0
Gen 3 by DCA,10,1.07,10.35,0.15,106,15.899999999999999,463,1024.0
Color Study by Jeff Davis,12,1.28,4.85,0.4,97,38.800000000000004,418,2000.0
Paper Armada by Kjetil Golid,24,2.57,2.87,0.16,86,13.76,877,3000.0
ArcadeNFT - ToadRunnerz,15,1.61,0.4,0.02,19,0.38,3044,4777.0
R3sonance by ge1doot,10,1.07,4.49,0.69,23,15.87,249,512.0
Rhythm by Jeff Davis,6,0.64,4.19,1.65,14,23.099999999999998,160,334.0
OG:Crystals,8,0.86,0.32,0.04,33,1.32,3603,10301.0
Sentience by pxlq,6,0.64,9.72,1.0,14,14.0,83,144.0
Fast Food Nouns,4,0.43,2.1,0.01,21,0.21,404,1000.0
Pixel Glass by kai,6,0.64,3.12,0.33,8,2.64,127,256.0
Eponym by ART AI,17,1.82,0.86,0.05,86,4.3,2873,9985.0
The Dreamers,13,1.39,1.19,0.02,168,3.36,4181,14066.0
MekaVerse,11,1.18,0.2,0.26,18,4.68,4739,8888.0
Choadz,17,1.82,1.3,0.01,64,0.64,2250,4917.0
Purrnelopes KittyVault Purrks,14,1.5,1050.0,0.03,84,2.52,4188,8.0
KingFrogs,18,1.93,0.54,0.02,85,1.7,5515,15672.0
Skulptuur by Piter Pasma,11,1.18,1.7,1.0,17,17.0,558,1000.0
Bear Market Bears NFT,6,0.64,0.23,0.0,23,0.0,3068,9944.0
Superfuzz The Good Guys,3,0.32,0.18,0.01,14,0.14,3282,7626.0
Sockz (Edition 0),16,1.71,1.63,0.0,80,0.0,1913,4907.0
Sashimono By Bushidos,2,0.21,0.34,0.08,3,0.24,495,888.0
NAH FUNGIBLE BONES,11,1.18,0.31,0.03,31,0.9299999999999999,4803,10005.0
Claylings,3,0.32,0.2,0.18,8,1.44,2109,4040.0
Cupcats Official,4,0.43,0.3,0.18,15,2.6999999999999997,1845,5009.0
Democracity by Generative Artworks,14,1.5,7.03,0.14,72,10.080000000000002,598,1024.0
Bad Bunnies NFT,6,0.64,0.33,0.02,18,0.36,1870,5500.0
Kinesis Art,9,0.96,0.6,0.0,31,0.0,1984,5164.0
NonceBox Hall of Fame,2,0.21,3.61,0.5,3,1.5,73,83.0
Skateboarding: Culture in Motion,3,0.32,8.89,0.7,8,5.6,69,90.0
CrypToadz by GREMPLIN,84,8.99,2.81,2.19,197,431.43,4171,7014.0
WALTZ,8,0.86,0.37,0.0,37,0.0,3707,10000.0
Moongang,3,0.32,0.29,0.02,13,0.26,1395,4525.0
Lans King ONEz Distribution,2,0.21,50.0,0.29,2,0.58,16,4.0
Trossets by Anna Carreras,21,2.25,3.5,0.54,35,18.900000000000002,645,1000.0
Tokenmon,2,0.21,1.04,0.0,108,0.0,2024,10419.0
Fang Gang,7,0.75,0.33,0.06,29,1.74,4362,8888.0
Geometry Runners by Rich Lord,11,1.18,1.5,1.09,15,16.35,687,1000.0
Crypto Pills by Micha Klein,5,0.54,0.2,0.06,20,1.2,2220,10000.0
Scribbled Boundaries by William Tan,21,2.25,4.3,0.6,44,26.4,645,1024.0
Dynamic Slices by pxlq,10,1.07,3.91,1.8,20,36.0,250,512.0
Nifty Island: Ultra Blades,7,0.75,600.0,0.33,12,3.96,236,2.0
Template,15,1.61,1.85,0.0,166,0.0,2064,8992.0
Krazy Koalas NFT,5,0.54,0.14,0.01,14,0.14,3908,9999.0
Singularity by Hideki Tsukamoto,24,2.57,3.71,2.49,38,94.62,399,1024.0
DeadFellaz,45,4.82,1.42,1.28,142,181.76,6249,9999.0
Generativemasks,23,2.46,0.94,0.07,94,6.580000000000001,3358,9999.0
Dizzy Dragons,3,0.32,0.09,0.02,5,0.1,2122,5593.0
The Vogu Collective,13,1.39,0.85,0.08,66,5.28,2808,7777.0
Weird Whales,6,0.64,0.57,0.09,19,1.71,1674,3350.0
Purrnelopes Country Club,12,1.28,0.76,0.27,76,20.520000000000003,3513,10000.0
SupDucks,22,2.36,0.37,0.41,37,15.17,3575,10001.0
FameLadySquad,8,0.86,0.39,0.1,35,3.5,3865,8887.0
CryptoBeasts,2,0.21,0.13,0.04,13,0.52,2512,10000.0
Polymorphs,21,2.25,2.81,0.06,281,16.86,2238,10000.0
Super Yeti,14,1.5,0.54,0.08,54,4.32,4223,10000.0
Solvency by Ezra Miller,8,0.86,2.0,2.41,10,24.1,248,500.0
Turf Objects,2,0.21,40.0,0.32,4,1.28,213,10.0
PunkBodies,8,0.86,1.46,0.01,36,0.36,597,2464.0
CryptoSpinners,2,0.21,0.3,0.49,3,1.47,87,996.0
Hashmasks,37,3.96,0.56,0.33,92,30.360000000000003,5137,16363.0
Diego,2,0.21,12.5,1.0,2,2.0,64,16.0
Avastars,31,3.32,0.53,0.09,138,12.42,5102,25970.0
Voxels Wearables,5,0.54,3.64,0.0,119,0.0,3089,3266.0
POAP,33,3.53,0.16,0.02,56,1.12,21594,34784.0
SuperRare,53,5.67,1.33,0.12,417,50.04,6683,31338.0
Satoshibles,6,0.64,0.2,0.11,10,1.1,1451,5000.0
TheManWhoSoldTheWorld Boa,12,1.28,1.2,0.038,12,0.45599999999999996,1002,1002.0
Dolce&Gabbana: DGFamily Glass Box,9,0.96,0.57,0.97,28,27.16,2787,4935.0
Legend Maps Adventurers,4,0.43,0.25,0.02,22,0.44,1911,8751.0
Trippy Toadz NFT,3,0.32,0.04,0.1,3,0.30000000000000004,3338,6969.0
Pixel Vault MintPass,57,6.1,4450.0,0.18,89,16.02,10005,2.0
Block Queens by Jeremy Cowart,7,0.75,0.8,0.16,8,1.28,681,999.0
WVRPS by WarpSound (Official),33,3.53,1.39,0.16,139,22.240000000000002,4711,9999.0
Generascope,7,0.75,1.08,0.33,12,3.96,510,1111.0
AO Art Ball,13,1.39,0.3,0.07,20,1.4000000000000001,3990,6776.0
LIT Project Two: Motion,24,2.57,0.97,0.05,45,2.25,3652,4619.0
LinksDAO,36,3.85,1.11,0.28,101,28.28,5254,9090.0
Rug Radio Membership Pass,63,6.75,0.6,0.03,120,3.5999999999999996,13480,20000.0
The Degenaissance,15,1.61,0.6,0.18,15,2.6999999999999997,2299,2500.0
Project NANOPASS,4,0.43,0.11,3.09,6,18.54,4037,5555.0
Wolf Game - Farmer,24,2.57,1.99,0.41,233,95.53,3265,11738.0
Legend Maps: Founder Maps,7,0.75,0.85,0.06,49,2.94,1658,5757.0
MetaHero Universe: United Planets,72,7.71,3500.0,0.09,385,34.65,11925,11.0
TheManWhoSoldTheWorld Lod,9,0.96,0.9,0.0,9,0.0,1002,1002.0
Super Fat Academy Club,4,0.43,2.08,0.0,4,0.0,192,192.0
Play ChinaChic,4,0.43,11.76,12.0,4,48.0,235,34.0
Super Fat Hero Academy,4,0.43,0.4,0.0,4,0.0,1002,1001.0
Hidden Legend,13,1.39,1.3,0.0,13,0.0,1002,1001.0
GutterCatGang REAL,6,0.64,0.6,0.055,6,0.33,1002,1002.0
BadKids mi,9,0.96,9.0,0.0,9,0.0,1003,100.0
MEE6 Genesis Pass,5,0.54,0.23,0.18,10,1.7999999999999998,2413,4439.0
CryptoUnicorn Bi,20,2.14,0.0,0.0,0,0.0,705,529.0
BEANS PETS GEN 1 - Dumb Ways to Die,3,0.32,0.29,0.02,12,0.24,2225,4200.0
Omni Diy Apes,4,0.43,1.56,0.0,4,0.0,238,256.0
BEANS HOLDERS LOOT - Dumb Ways to Die,1,0.11,91.67,0.01,11,0.11,1522,12.0
Arcade Land,8,0.86,0.57,0.3,57,17.099999999999998,5505,10000.0
MEE6 Avatars Pre-Reveal,5,0.54,500.0,0.0,5,0.0,2425,1.0
ConiunPass,5,0.54,0.14,0.7,9,6.3,3556,6303.0
Loser Club Official,5,0.54,0.14,0.21,14,2.94,5215,10000.0
DourDarcels,11,1.18,0.98,0.2,98,19.6,4936,10000.0
Antonym: GENESIS,7,0.75,0.16,0.15,14,2.1,4720,8888.0
Metanimated,1,0.11,33.33,0.0,2,0.0,5,6.0
Quirkies Originals,4,0.43,0.74,2.4,37,88.8,2180,5000.0
BEANS - Dumb Ways to Die,4,0.43,0.27,0.04,27,1.08,3820,10000.0
Cool Pets NFT,61,6.53,0.98,0.47,187,87.89,9914,19115.0
Phancy Pets,3,0.32,0.67,0.06,51,3.06,3506,7599.0
FULL SEND METACARD NFT,9,0.96,0.2,0.75,20,15.0,7180,9999.0
Lil' Heroes by Edgar Plans,6,0.64,0.17,0.34,13,4.42,4021,7776.0
