name,owners_with_asset_in_project,percent_of_owners_with_asset_in_project,percent_owned,project_floor,total_assets_owned,total_project_floor,total_num_owners,total_supply
Unravelling: Void Attractors,4,0.44,1.58,0.2,9,1.8,214,569.0
SALT V4,4,0.44,5.0,3.89,9,35.01,125,180.0
House of Ones,2,0.22,13.56,2.2,8,17.6,28,59.0
Weird Freak,1,0.11,10.0,0.05,3,0.15000000000000002,119,30.0
Symphonies,2,0.22,4.17,0.1,2,0.2,14,48.0
The Divine Comedy Art,1,0.11,3.0,0.04,3,0.12,20,100.0
ART HAUS,2,0.22,0.2,0.18,2,0.36,134,1000.0
function draw(),1,0.11,4.17,0.8,2,1.6,26,48.0
Illiquid,1,0.11,6.67,1.0,4,4.0,29,60.0
LazyDoges,1,0.11,19.72,0.13,14,1.82,35,71.0
Babylon Garden NFT,1,0.11,0.38,0.0,1,0.0,199,263.0
Degen'$ Farm,1,0.11,0.83,0.03,8,0.24,191,961.0
The Sounds Of JPGs,1,0.11,1.9,0.05,2,0.1,70,105.0
Endo,1,0.11,12.5,0.0,1,0.0,5,8.0
Ishtar Gate (Babylon.finance),2,0.22,0.5,1.5,2,3.0,397,397.0
The Holy Fool,1,0.11,3.6,0.08,8,0.64,88,222.0
BlockBirds,1,0.11,0.18,0.07,2,0.14,356,1111.0
Frederik Vanhoutte (W:Blut),1,0.11,11.11,3.5,1,3.5,5,9.0
TRASHPUNKS V2,1,0.11,0.32,0.12,2,0.24,29,620.0
TextPunks,1,0.11,4.0,0.75,4,3.0,68,100.0
CryptoBonsais,1,0.11,16.67,0.0,1,0.0,2,6.0
SYNFTs,2,0.22,1.17,0.1,4,0.4,130,342.0
Fucked Crypto Homers,1,0.11,1.25,0.0,25,0.0,207,1998.0
CryptoSergs Archive,1,0.11,0.54,0.09,6,0.54,336,1111.0
1001 Dagssons,1,0.11,1.0,0.02,2,0.04,75,200.0
BlockPrimes,1,0.11,3.77,0.07,4,0.28,76,106.0
The Nude,1,0.11,6.67,0.5,1,0.5,18,15.0
BeyondElements,2,0.22,55.56,0.1,5,0.5,58,9.0
GradCurves - Ghosts,2,0.22,20.0,1.0,2,2.0,7,10.0
Emergent,1,0.11,2.0,0.4,2,0.8,47,100.0
dangiuz,1,0.11,33.33,0.0,1,0.0,3,3.0
Pipps Original,2,0.22,7.14,0.04,2,0.08,170,28.0
Experiment!,1,0.11,0.93,0.2,1,0.2,117,108.0
Showdeer,3,0.33,1.01,0.2,7,1.4000000000000001,340,690.0
ElementBlocks,1,0.11,3.39,0.78,4,3.12,64,118.0
Scrazyone,1,0.11,1.96,1.0,1,1.0,31,51.0
"Swipes, Stripes, Spills and Splashes",1,0.11,13.33,2.6,2,5.2,9,15.0
Victor Mosquera,3,0.33,0.75,1.0,3,3.0,94,399.0
Stylus,1,0.11,1.01,0.19,1,0.19,59,99.0
The Crypto Trees,1,0.11,4.17,0.2,1,0.2,99,24.0
sosogutter,2,0.22,1.43,0.06,3,0.18,51,210.0
Livia Tonn,2,0.22,25.0,0.0,3,0.0,11,12.0
Future Land,1,0.11,0.45,10.0,1,10.0,62,220.0
Art by Turning Torso,1,0.11,1.4,0.04,3,0.12,84,215.0
Jenisu,1,0.11,1.05,6.9,1,6.9,26,95.0
Rope Makers United,1,0.11,1.12,0.0,1,0.0,728,89.0
CheezeWizard,3,0.33,0.08,0.08,6,0.48,1406,7916.0
Peepeth Badges,1,0.11,0.47,0.0,1,0.0,141,211.0
Realiti,1,0.11,3.23,1.88,6,11.28,80,186.0
AIFX,1,0.11,0.79,0.33,2,0.66,150,254.0
IGNEUS by Ivan Pedretti,1,0.11,10.0,0.0,1,0.0,4,10.0
Keep Watch Crew,4,0.44,0.39,0.04,5,0.2,687,1269.0
Rocket Riders NFT,1,0.11,0.09,0.01,1,0.01,423,1127.0
Gangland Skulls,1,0.11,0.27,0.11,1,0.11,589,371.0
THORWallet Army,2,0.22,0.1,0.04,2,0.08,1837,2013.0
Astrohedz,2,0.22,0.15,0.0,3,0.0,573,2027.0
Kamagang,5,0.55,0.32,0.05,10,0.5,1160,3163.0
Cryptobennys,2,0.22,0.78,0.01,3,0.03,126,387.0
Creations By Aaron Ricketts,1,0.11,2.5,0.5,1,0.5,38,40.0
Chad Knight,1,0.11,0.44,0.15,2,0.3,63,454.0
PolkaPets TCG,2,0.22,9.76,0.01,4,0.04,4499,41.0
Legends of Metaterra by hideo,4,0.44,0.78,0.14,8,1.12,477,1024.0
1337 Council,4,0.44,0.75,0.05,10,0.5,684,1337.0
Omikrons,1,0.11,0.67,0.06,1,0.06,73,150.0
The 8102 Factory,3,0.33,300.0,0.01,3,0.03,476,1.0
Nebula 41,4,0.44,2.03,0.08,5,0.4,200,246.0
Ponpave,2,0.22,0.04,0.01,2,0.02,2578,5000.0
MojoHeads,2,0.22,0.57,0.21,6,1.26,359,1049.0
The Rusty Keys,2,0.22,0.58,0.02,2,0.04,334,347.0
Diamond Crypto Dunks,1,0.11,0.05,0.13,2,0.26,1644,4200.0
The Trailers,4,0.44,1.41,0.03,16,0.48,507,1137.0
DEAD LINK,2,0.22,0.23,1.0,2,2.0,540,875.0
bunnybuds,1,0.11,0.33,0.02,3,0.06,208,919.0
Lady KILLAz,2,0.22,0.11,0.01,11,0.11,3106,9971.0
The 8102: Yachts,3,0.33,1.41,0.02,24,0.48,502,1708.0
KIA Ordinance,4,0.44,0.4,0.01,4,0.04,899,988.0
Al Cabones,2,0.22,0.03,0.03,3,0.09,3734,10000.0
CryptoRugs,1,0.11,0.09,0.0,5,0.0,1283,5541.0
Hunter Weiss Gallery,1,0.11,3.45,0.095,1,0.095,22,29.0
The Drops,1,0.11,0.23,0.04,1,0.04,356,438.0
Dragonereum,1,0.11,0.01,0.06,1,0.06,932,10565.0
Star Cards,2,0.22,0.25,0.03,2,0.06,86,808.0
WNS: Web3 Name Service,2,0.22,0.81,0.44,6,2.64,177,742.0
Two of Swords Bitches Want Pictures,1,0.11,6.67,0.0,1,0.0,7,15.0
WNS: Membership Pass,2,0.22,1.42,0.3,5,1.5,103,351.0
SANJAY ROBOTS,1,0.11,0.34,0.02,5,0.1,434,1457.0
Yedo Legacy Project,1,0.11,0.55,0.01,4,0.04,364,728.0
The Everyones,6,0.66,1.4,0.12,35,4.2,532,2500.0
The Bibiz,1,0.11,0.01,0.16,1,0.16,3346,6969.0
San Coiffure Ladies,1,0.11,1.67,0.04,13,0.52,433,777.0
PrimiEnd by wuwa,3,0.33,1.95,0.04,5,0.2,179,256.0
Rich Ape Money Club,1,0.11,0.01,0.012,1,0.012,94,10000.0
0xMAYC Official,1,0.11,0.05,0.02,5,0.1,3001,10000.0
Mind the Gap by MountVitruvius,4,0.44,0.5,0.5,5,2.5,528,999.0
Low Effort Nouns,2,0.22,0.86,0.01,20,0.2,491,2320.0
Feral File #006 - P1x3L,1,0.11,4.0,1.1,1,1.1,20,25.0
Moose Trax,2,0.22,0.02,0.01,2,0.02,945,9998.0
Afromask,1,0.11,0.98,0.4,1,0.4,68,102.0
Superlative Secret Society [Official],1,0.11,2.47,0.035,2,0.07,7,81.0
Tattoo Punks,1,0.11,3.33,0.0,1,0.0,7,30.0
CryptoKickers,1,0.11,0.23,0.12,1,0.12,182,429.0
koneko,1,0.11,1.6,0.08,2,0.16,55,125.0
inexplicable images,2,0.22,25.0,0.0,3,0.0,10,12.0
Seekers by JeyRam,3,0.33,2.4,1.69,3,5.07,64,125.0
Intertwined Intelligences 2021,1,0.11,50.0,0.0,1,0.0,2,2.0
Sotofish,3,0.33,2.0,0.3,3,0.8999999999999999,105,150.0
Terrain.Art,1,0.11,25.0,0.0,1,0.0,2,4.0
Marbled,1,0.11,12.5,1.24,2,2.48,14,16.0
Dandelion Sky,3,0.33,4.0,0.04,4,0.16,67,100.0
ippsketchbook,1,0.11,25.0,0.0,2,0.0,2,8.0
Ghxsts,5,0.55,10.03,7.0,35,245.0,248,349.0
Fermata Collection,2,0.22,3.77,0.2,2,0.4,87,53.0
Modules,1,0.11,10.0,5.0,1,5.0,9,10.0
Kibatsu Mecha,5,0.55,0.45,0.43,10,4.3,1588,2222.0
Quirky Mfers,2,0.22,0.16,0.0,8,0.0,689,5000.0
ChubbyKaijuDAO Invasion (Old),1,0.11,0.12,0.0,3,0.0,1196,2489.0
Roksy Coin/let's help pets together,2,0.22,4.55,0.09,2,0.18,23,44.0
TheHolyOnes NFT,1,0.11,0.06,0.04,2,0.08,652,3355.0
Zuki mfer,4,0.44,0.92,0.0,64,0.0,2306,6969.0
BearLabs,1,0.11,0.03,0.12,1,0.12,892,3333.0
Pizza 1o1 by KALA,2,0.22,6.67,0.09,3,0.27,37,45.0
Punk Mfers,3,0.33,0.36,0.0,24,0.0,2791,6700.0
SQUARES on Chain by Atlas,1,0.11,1.0,0.01,1,0.01,96,100.0
Quirkies Originals,7,0.77,0.74,1.2,37,44.4,2258,5000.0
SpaceWalker by Jaybee,2,0.22,0.54,0.03,6,0.18,425,1111.0
DOODLE ROOMS,3,0.33,0.03,0.02,3,0.06,2216,9998.0
Travel Thai,1,0.11,7.69,0.08,1,0.08,15,13.0
Bubblegum Puppies,2,0.22,0.02,0.03,2,0.06,2931,10000.0
Dear Deer NFT,3,0.33,0.59,0.02,6,0.12,265,1019.0
NFT_PAPI,2,0.22,0.52,0.07,2,0.14,181,384.0
ReidarToken,1,0.11,100.0,0.0,1,0.0,73,1.0
[Legacy] DAVA Humanoids,1,0.11,0.03,0.01,3,0.03,1519,9838.0
Carpets of fluuffies,1,0.11,7.69,0.49,1,0.49,12,13.0
GFC Genesis Gear Collection(DO NOT BUY),2,0.22,200.0,0.0,2,0.0,1954,1.0
Travel China by yongohkim,2,0.22,85.71,0.1,6,0.6000000000000001,32,7.0
DemiGods Of Rock,2,0.22,0.29,0.06,3,0.18,661,1030.0
Soda Pass,3,0.33,0.29,0.01,3,0.03,561,1029.0
Fluuffy or Fat?,1,0.11,0.89,0.01,1,0.01,53,112.0
LandVault Creation Game,3,0.33,0.3,0.0,6,0.0,690,1980.0
Binary101,1,0.11,1.43,0.2,1,0.2,11,70.0
The Spirals (thecolors.art),1,0.11,0.09,0.0,2,0.0,547,2121.0
Knights of Degen - Knights!,12,1.32,0.54,0.39,48,18.72,2596,8861.0
The Colors Legacy (thecolors.art),1,0.11,0.05,0.0,2,0.0,849,4317.0
Bellow,1,0.11,2.56,0.05,2,0.1,32,78.0
Hypno Wing,1,0.11,0.67,0.05,1,0.05,66,150.0
One Day Bastards,5,0.55,0.65,0.0,65,0.0,1486,10000.0
Bliomes,1,0.11,0.22,0.0,3,0.0,536,1364.0
Generative Gradient Squares,1,0.11,0.2,0.0,2,0.0,325,976.0
Doge Masters,1,0.11,5.88,0.1,1,0.1,51,17.0
fluuffies,1,0.11,4.95,0.06,5,0.3,60,101.0
Cryptinies,3,0.33,0.5,0.0,8,0.0,588,1615.0
Travel India,1,0.11,7.77,0.15,8,1.2,88,103.0
psycho mfers in Paris,3,0.33,0.9,0.06,9,0.54,278,999.0
Phto. Curated Collection,2,0.22,22.22,0.13,2,0.26,75,9.0
CryptoVenus,1,0.11,0.28,0.06,3,0.18,408,1082.0
Editions X Tylersjourney,1,0.11,100.0,0.15,1,0.15,72,1.0
Banksy - Gorilla in a Pink Mask,2,0.22,1.21,0.19,8,1.52,309,659.0
Feral File #012 - Field Guide,1,0.11,4.92,0.4,3,1.2000000000000002,30,61.0
BlackPixar Collection,1,0.11,100.0,0.0,1,0.0,1,1.0
Ricky Powell - Genesis Collection,2,0.22,1.4,0.03,5,0.15,155,358.0
T Eric Monroe - Genesis Collection,2,0.22,2.21,0.04,5,0.2,77,226.0
Ledger Series C,2,0.22,100.0,0.0,2,0.0,26,2.0
Piano King NFT,1,0.11,0.05,0.13,1,0.13,839,2000.0
Tin-Tin paintings : The dragon series,1,0.11,14.29,1.368885,1,1.368885,3,7.0
FWB.art Miami Basel 2021,2,0.22,200.0,0.01,16,0.16,473,8.0
Satisfy Digital Collectibles,1,0.11,4.35,0.0,1,0.0,26,23.0
PupperNFT,1,0.11,4.26,0.0,2,0.0,16,47.0
Skinned Alive,1,0.11,1.56,0.29,2,0.58,59,128.0
LaCollection - Katsushika Hokusai - The British Museum,1,0.11,0.05,0.08,1,0.08,582,2105.0
Dogs of Discord,1,0.11,4.0,0.0,1,0.0,18,25.0
The Impossible Creatures,5,0.55,6.39,0.48,17,8.16,116,266.0
Ledger Hackathon Summer 2021,1,0.11,1.15,0.0,1,0.0,49,87.0
Molite Collection,1,0.11,100.0,0.2,9,1.8,1,9.0
ethEra for Defi,2,0.22,1.1,3.0,2,6.0,168,181.0
A Mysterious Egg - from Automagic,1,0.11,100.0,0.1,1,0.1,21,1.0
The Ones who returned,1,0.11,2.01,0.75,3,2.25,69,149.0
Superlocal Localtrotters,2,0.22,1.17,0.02,13,0.26,465,1109.0
Superlocal Mayorships,1,0.11,0.76,1.0,1,1.0,67,132.0
Nomad Blvd | Collectibles,1,0.11,100.0,0.09,1,0.09,234,1.0
Cosmic Mutants,1,0.11,0.2,0.06,2,0.12,683,1000.0
Mazur's 13,1,0.11,100.0,0.02,1,0.02,439,1.0
REMIX! Rewards,1,0.11,100.0,0.1,1,0.1,119,1.0
Ruby Mazur Lips,1,0.11,0.05,0.06,1,0.06,684,2155.0
elfDAO NFT,1,0.11,3.85,0.0,1,0.0,26,26.0
Toy Mories,1,0.11,0.35,0.06,1,0.06,224,285.0
The Ghost of Frank Dukes,3,0.33,0.2,0.04,4,0.16,919,1957.0
TOMI MUSIC,2,0.22,4.0,0.17,2,0.34,43,50.0
Metaclubbers,1,0.11,0.03,0.1,2,0.2,3614,5998.0
Suga Squad,2,0.22,0.23,0.03,5,0.15,1247,2199.0
metaPengus,1,0.11,0.88,0.01,6,0.06,378,679.0
Typical Tigers,1,0.11,0.08,0.09,3,0.27,1532,3900.0
Molten Mories,1,0.11,3.57,0.0,1,0.0,15,28.0
TIMEPieces Long Neckie Women of the Year by Nyla Hayes,5,0.55,0.7,0.17,7,1.1900000000000002,652,1000.0
gmdegens,1,0.11,0.17,0.02,1,0.02,250,577.0
#ARTCATS,1,0.11,1.0,0.8,1,0.8,52,100.0
GOAT KIDz,2,0.22,0.67,0.01,19,0.19,748,2836.0
HODL Hands Official,1,0.11,5.04,0.03,34,1.02,171,675.0
Nomad Blvd | Murals 2011-2021,3,0.33,15.0,0.05,3,0.15000000000000002,275,20.0
Isabelle Gorilla,1,0.11,9.09,0.2,1,0.2,69,11.0
Wes Henry,1,0.11,1.18,0.3,1,0.3,329,85.0
pseudomods by erin bee,5,0.55,0.99,0.1,8,0.8,372,808.0
Strong Hair,3,0.33,5.33,0.0,4,0.0,50,75.0
OTR Aidrop Collection,1,0.11,2.63,0.5,1,0.5,28,38.0
Analog Machines,1,0.11,3.45,0.0,1,0.0,16,29.0
Dope Wars Mugshots,1,0.11,12.0,0.5,3,1.5,14,25.0
Medusa Collection by Mieke Marple,1,0.11,1.08,0.1,6,0.6000000000000001,224,555.0
Reflection by Jeff Davis,2,0.22,3.0,1.99,3,5.97,88,100.0
Far West Texas: Landscapes,1,0.11,11.11,0.04,4,0.16,9,36.0
OG:Biome,2,0.22,4.05,0.09,3,0.27,75,74.0
Deadly Prey,1,0.11,3.85,1.0,1,1.0,3,26.0
BWOW Airdrops,2,0.22,75.0,0.25,3,0.75,88,4.0
On the Roofs NYC,1,0.11,100.0,0.0,1,0.0,1,1.0
EM.1T - On The Roofs,1,0.11,28.57,3.33,2,6.66,6,7.0
Tom Durante - On The Roofs,1,0.11,16.67,49.0,1,49.0,6,6.0
Chibi Apes,2,0.22,0.07,0.13,2,0.26,1841,3000.0
Assembly - Negative Concord: Caves + Land by Rodrigo Valenzuela,1,0.11,20.0,50.0,1,50.0,5,5.0
On The Roofs | Raskalov,1,0.11,1.08,1.0,1,1.0,59,93.0
888 by Kevin Abosch,2,0.22,1.83,5.0,2,10.0,77,109.0
Expiry Date,1,0.11,0.23,0.03,1,0.03,49,435.0
"""Cicada and Tymbal"" - Solo Exhibition",1,0.11,3.57,1.0,1,1.0,8,28.0
MIKE IRAK STORE,1,0.11,20.0,0.25,1,0.25,11,5.0
Jake Fried: Maximum Effort,2,0.22,100.0,7.0,3,21.0,33,3.0
AI machine learning,1,0.11,25.76,0.07,17,1.1900000000000002,15,66.0
ArtBlockPunks,1,0.11,3.39,0.05,2,0.1,22,59.0
Dear Sir,1,0.11,5.26,0.0,1,0.0,15,19.0
DickBits,1,0.11,19.15,0.1,18,1.8,19,94.0
Litquidity,1,0.11,4.76,66.0,4,264.0,28,84.0
Bootleg NFT Movie Cards   -  Boyz N The Hood,1,0.11,30.0,0.08,3,0.24,28,10.0
CV customs,1,0.11,50.0,0.1,1,0.1,2,2.0
"Plastikman ""Acid Drop - Sheet One""",2,0.22,40.0,0.65,2,1.3,74,5.0
Mercedes Jelinek,1,0.11,13.04,0.55,3,1.6500000000000001,7,23.0
Crypto Font - Collectible Editions,3,0.33,2.36,1.5,3,4.5,89,127.0
DEVOID COLLECTION,1,0.11,12.28,0.1,7,0.7000000000000001,27,57.0
ThumptyPunk,1,0.11,20.0,1000000.0,1,1000000.0,5,5.0
Max Power Motors,1,0.11,27.27,0.333,3,0.9990000000000001,8,11.0
kenny schachter,2,0.22,11.11,1.0,10,10.0,23,90.0
Punch-Out!,1,0.11,9.09,0.0,1,0.0,3,11.0
Lushsux,1,0.11,0.1,0.49,1,0.49,102,956.0
Kenny Schachter,1,0.11,0.3,0.14,2,0.28,58,663.0
Niftydudes,2,0.22,0.2,0.19,2,0.38,387,1024.0
Dystolab Crates,5,0.55,500.0,0.02,5,0.1,809,1.0
cesarq Collection,1,0.11,0.0,0.0,0,0.0,0,0.0
Spattered,2,0.22,4.0,0.1,3,0.30000000000000004,15,75.0
Encircle,1,0.11,6.67,0.15,1,0.15,12,15.0
Cosmic Vapor,1,0.11,5.0,0.05,1,0.05,4,20.0
Crypto Hipsters,3,0.33,0.3,0.02,3,0.06,378,1000.0
Planisphere,1,0.11,1.79,0.05,1,0.05,31,56.0
Yazid Experimentals,1,0.11,25.0,0.0,1,0.0,3,4.0
CryptoCheems,1,0.11,2.0,1.39,1,1.39,35,50.0
Anime Punks,1,0.11,0.1,0.05,1,0.05,326,1000.0
odious,2,0.22,1.71,0.2,2,0.4,102,117.0
ADD Generative Drawings,3,0.33,1.38,0.24,5,1.2,137,363.0
Gem,1,0.11,0.43,0.24,1,0.24,179,232.0
GAS STATION COLLECTION,1,0.11,8.33,0.0,1,0.0,7,12.0
//CWS. x Yanis | ethikdesign,2,0.22,100.0,0.37,3,1.1099999999999999,75,3.0
Miss Metaverse NFT,1,0.11,0.1,0.01,2,0.02,371,2000.0
Under the Milky Way V2,2,0.22,20.0,0.0,2,0.0,6,10.0
GTNP by Mario Suclla,2,0.22,12.5,0.0,2,0.0,4,16.0
Lava Glow by JEANVASCRIPT,2,0.22,0.4,0.08,2,0.16,308,499.0
ToriiScapes,1,0.11,0.14,0.02,1,0.02,369,719.0
8SIAN VIP GOLD PASS,1,0.11,50.0,0.96,1,0.96,699,2.0
Neon Pantheon Genesis,4,0.44,0.68,0.2,6,1.2000000000000002,462,888.0
Chainbunnies,1,0.11,0.02,0.05,1,0.05,913,6048.0
MetaGuardians: Villains,1,0.11,0.01,0.02,1,0.02,3073,10000.0
Low Poly Car Lab,1,0.11,18.18,0.09,2,0.18,4,11.0
Reflective Collective,1,0.11,1.33,0.02,4,0.08,136,301.0
The Masks of Fear,1,0.11,4.55,0.15,1,0.15,16,22.0
Strange Islands,1,0.11,71.43,0.15,10,1.5,55,14.0
infiniteness,1,0.11,1.85,0.02,1,0.02,22,54.0
Man & His Dog,1,0.11,3.7,0.005,1,0.005,3,27.0
Beautiful Decay,2,0.22,13.95,0.17,6,1.02,25,43.0
Maximum Lurkage,2,0.22,25.0,0.15,2,0.3,85,8.0
TRIPTCIP // CURATED,1,0.11,2.7,0.0,1,0.0,22,37.0
Super Secrets,2,0.22,40.0,0.06,2,0.12,79,5.0
cocoNFT,1,0.11,1.08,0.32,1,0.32,58,93.0
In Search of Stillness: Journey through the Pacific Northwest 25 NFT 1/1's,2,0.22,12.0,0.25,3,0.75,10,25.0
WTF Spaces,1,0.11,0.1,0.0,1,0.0,71,1031.0
MOON EDITION 1/1 #127-186 2D,1,0.11,9.84,0.25,6,1.5,9,61.0
CryptoBeasties Token,1,0.11,100.0,0.0,1,0.0,1,1.0
Carl Fravel DragonLux,1,0.11,50.0,0.04,4,0.16,4,8.0
Unitize2020,1,0.11,0.67,0.2,4,0.8,339,601.0
CryptoBeasties,1,0.11,0.37,0.0,54,0.0,242,14541.0
CBTest,1,0.11,8.52,0.0,15,0.0,3,176.0
Genesis Soulcops: Encrypted,1,0.11,0.09,0.02,2,0.04,406,2229.0
OurPath,2,0.22,1.44,0.01,27,0.27,541,1875.0
Soulcops Exclusive Artwork,1,0.11,33.33,0.02,1,0.02,403,3.0
Aura Essentials,1,0.11,40.0,0.05,2,0.1,44,5.0
InvertedInuCoterie,2,0.22,0.41,0.02,2,0.04,214,492.0
Ultraviolet Vinyl Collection by 3LAU,1,0.11,0.2,0.2,1,0.2,210,500.0
superBLOX3D,3,0.33,0.2,0.04,3,0.12,471,1533.0
GuoChanLiangXin,3,0.33,0.4,0.07,4,0.28,497,1000.0
A0K1VERSE Credits,4,0.44,400.0,0.08,4,0.32,1667,1.0
Creatokia Originals,1,0.11,0.53,0.02,1,0.02,113,188.0
The Key to Creatokia,1,0.11,0.5,0.12,1,0.12,118,200.0
Guppy Gang,2,0.22,0.06,0.12,5,0.6,1662,8001.0
FEWOCiOUS x ComplexCon,2,0.22,200.0,0.79,2,1.58,267,1.0
AMALGAMATION V,1,0.11,100.0,1.88,1,1.88,48,1.0
Fvckrender,2,0.22,0.19,1.0,2,2.0,292,1039.0
Undead Elixirs,1,0.11,33.33,0.01,1,0.01,1610,3.0
NFTEye Lifetime Genesis Membership,1,0.11,2.86,3.25,1,3.25,35,35.0
RSS3 Whitepaper,1,0.11,0.05,0.04,1,0.04,1766,2048.0
Based Fish Mafia Wire,1,0.11,100.0,0.08,1,0.08,854,1.0
Soul Chip,1,0.11,0.51,0.02,8,0.16,1308,1567.0
Based Fish Mafia Aquarium,1,0.11,1.75,0.7,1,0.7,47,57.0
GalaXY Kats Universe,2,0.22,0.23,0.05,23,1.1500000000000001,3055,10000.0
MetaGeckos Genesis,4,0.44,1.31,0.08,35,2.8000000000000003,961,2680.0
Animoca Brands Launchpad,1,0.11,12.5,0.13,1,0.13,785,8.0
Hashflow (Official),2,0.22,0.01,0.01,2,0.02,20097,32542.0
Heroes - WAIWBTNArP,1,0.11,0.1,0.05,1,0.05,869,971.0
Mounts for Adventurers,1,0.11,2.22,0.01,10,0.1,189,450.0
Blue Chip NFT,1,0.11,12.0,0.02,12,0.24,18,100.0
Pudgy Penguins 3D,1,0.11,0.9,0.01,8,0.08,266,888.0
Dapper Space Collective,1,0.11,1.92,0.0,10,0.0,202,521.0
COVIDBots!,1,0.11,0.18,0.0,7,0.0,709,3884.0
RPC NFT Culture,1,0.11,16.67,0.04,1,0.04,518,6.0
Starchain Official,2,0.22,0.03,0.0,3,0.0,965,10003.0
DeFine Collection,1,0.11,6.41,0.0,32,0.0,41,499.0
Running Box Cat,1,0.11,0.28,0.05,1,0.05,203,351.0
PyMons,3,0.33,0.19,0.01,21,0.21,1674,11111.0
WARHODL Artist Proofs,2,0.22,2.82,0.13,2,0.26,519,71.0
CryptoMorph,4,0.44,0.57,0.01,37,0.37,1104,6449.0
Foils NFT,1,0.11,4.76,0.1,3,0.30000000000000004,30,63.0
MonsterWords -CryptoVocabs,1,0.11,4.0,0.034,2,0.068,16,50.0
Time Vortex,1,0.11,10.0,0.05,1,0.05,3,10.0
Space Capsules,4,0.44,0.11,0.02,10,0.2,1043,8888.0
Transponders,4,0.44,0.12,0.02,11,0.22,1034,8888.0
Playing Arts Crypto Edition,4,0.44,0.14,0.04,11,0.44,1520,7830.0
Take Down Notes,1,0.11,14.29,0.6,5,3.0,11,35.0
Flow Study,1,0.11,22.22,0.0,2,0.0,5,9.0
G-Liners,1,0.11,0.74,0.14,2,0.28,159,272.0
T1M6 to BUIDL by x0r,1,0.11,100.0,3.33,1,3.33,84,1.0
The 187 by IlluminatiNFT,4,0.44,2.67,3.7,5,18.5,145,187.0
Solon NFTs,3,0.33,1.08,0.26,22,5.720000000000001,679,2042.0
Lucky Phantom Universe,1,0.11,4.35,0.15,1,0.15,53,23.0
Lucky Phantom Bunch,2,0.22,2.5,0.28,5,1.4000000000000001,92,200.0
STREAM Season 1.5 The State of Music DAOs,1,0.11,14.29,0.0,1,0.0,7,7.0
Ronin By Bushidos,3,0.33,0.25,0.05,5,0.25,877,2000.0
WHO WE ARE (WWA),1,0.11,2.0,0.35,1,0.35,16,50.0
The Citizens of San Gaspare,2,0.22,2.02,0.14,5,0.7000000000000001,92,247.0
LeagueDAO: Cryptofantasy NFL 2021,4,0.44,0.35,0.02,14,0.28,612,3967.0
SpacePop by Remy Bond,1,0.11,0.37,0.02,2,0.04,299,538.0
Tunney Munney,3,0.33,0.38,0.26,19,4.94,587,5000.0
B10nicVillains,1,0.11,0.94,0.06,2,0.12,123,212.0
The Wild Bunch Official,1,0.11,0.07,0.13,3,0.39,1608,4000.0
CyberMint NFTs,1,0.11,0.63,0.02,2,0.04,178,316.0
hedsTAPE 01,1,0.11,3.33,5.0,1,5.0,28,30.0
Archilab - Rooftop basketball court for RTFKT x oncyber Space Pod,1,0.11,50.0,0.02,1,0.02,178,2.0
peepedles,1,0.11,0.5,0.01,5,0.05,337,1000.0
ArcadiaParkPerpetualAdmission,1,0.11,3.33,0.45,1,0.45,26,30.0
Mana Crystals,1,0.11,14.29,0.0,16,0.0,49,112.0
oshi's music,1,0.11,1.82,2.0,1,2.0,49,55.0
Solar by Martin Houra,1,0.11,6.67,14.0,1,14.0,14,15.0
Message //usr: //pub:,2,0.22,0.82,0.15,2,0.3,202,243.0
Unravelling: Consensus Heartbeats,2,0.22,1.27,0.19,4,0.76,179,315.0
Super Shiba Club,6,0.66,0.16,0.0,16,0.0,2906,10010.0
Latent Works,1,0.11,2.6,0.02,2,0.04,218,77.0
Ponzinomics,1,0.11,1.0,0.01,2,0.02,62,201.0
The Higher Beings,1,0.11,0.2,0.0,2,0.0,358,1000.0
cloudform,1,0.11,4.17,0.1,1,0.1,13,24.0
"Milady, That B.I.T.C.H.",1,0.11,0.3,0.24,1,0.24,175,333.0
SEC No-Action Letter Request 3: Securitized NFTs,2,0.22,10.0,0.5,5,2.5,32,50.0
Hymns (For Adventurers),3,0.33,98.08,0.01,51,0.51,696,52.0
Golden Token Crypto New Yorkers,1,0.11,0.12,9.0,1,9.0,34,840.0
NFTNFT,1,0.11,1.59,0.9,3,2.7,145,189.0
The Holy Pets,1,0.11,0.02,0.03,1,0.03,2626,6660.0
Tokyo Apes,1,0.11,0.09,0.0,4,0.0,567,4647.0
Legoz Mfers,1,0.11,0.28,0.0,5,0.0,100,1810.0
Grumpets,1,0.11,0.06,0.04,2,0.08,1511,3600.0
Half Breeds Hybrid Club (HBHC),1,0.11,0.19,0.0,1,0.0,470,516.0
Rare Folk,2,0.22,0.5,0.0,6,0.0,291,1209.0
Farina X Budweiser Royalty,1,0.11,0.22,0.04,1,0.04,354,447.0
The Labyrinth NFT,2,0.22,0.3,0.02,3,0.06,783,994.0
Unc0vered,1,0.11,0.16,0.01,1,0.01,428,610.0
Drunken Pandas Official,2,0.22,0.1,0.0,3,0.0,931,3000.0
Mini Monkey Mafia,3,0.33,0.14,0.0,7,0.0,1755,5000.0
Pets for Metaverse,2,0.22,0.15,0.0,5,0.0,724,3299.0
