name,owners_with_asset_in_project,percent_of_owners_with_asset_in_project,percent_owned,project_floor,total_assets_owned,total_project_floor,total_num_owners,total_supply
Floating Cats,1,0.11,0.05,0.0,3,0.0,586,5888.0
Skullpunks-Og,2,0.21,0.06,0.0,6,0.0,2407,9999.0
Liquid Ruminations by Eliya Stein,5,0.54,0.59,0.02,6,0.12,491,1024.0
The Rubiks Challenge,1,0.11,0.6,0.0,2,0.0,223,332.0
SwampCatz,4,0.43,0.17,0.01,12,0.12,2170,6969.0
Thing Lab,22,2.36,620.0,0.01,31,0.31,4545,5.0
KevinToadz by CC0LABS,16,1.72,4.09,0.001,285,0.28500000000000003,229,6969.0
WanderVerse Official,3,0.32,0.36,0.0,28,0.0,2745,7776.0
Just Kev,1,0.11,0.16,0.0,5,0.0,304,3151.0
Soul of Ukraine,2,0.21,1.49,0.01,10,0.1,341,670.0
mfer charity,5,0.54,500.0,0.01,5,0.05,377,1.0
Azoodles,1,0.11,0.04,0.0,3,0.0,613,6968.0
Dik-Dik Headz Mint Pass,4,0.43,0.95,0.15,4,0.6,270,420.0
Stations by Fernando Jerez,15,1.61,2.78,0.02,25,0.5,533,900.0
Tasty Toastys,1,0.11,0.01,0.0,1,0.0,2182,7601.0
Pixel Women NFT,2,0.21,0.09,0.0,5,0.0,497,5555.0
Cheeky Chimps Club NFT,4,0.43,0.99,0.06,33,1.98,556,3333.0
Gallery General Membership Cards,67,7.2,6700.0,0.04,67,2.68,3835,1.0
ContagionNFT,1,0.11,3.57,0.0,1,0.0,14,28.0
PhunkyDoodles,3,0.32,0.14,0.0,6,0.0,1174,4444.0
Frosties NFT,4,0.43,0.18,0.0,16,0.0,2128,8888.0
doodlefrens,3,0.32,0.05,0.0,5,0.0,4120,10000.0
DeadPunks Official,3,0.32,0.14,0.0,14,0.0,2321,10000.0
ApeLaunch,1,0.11,0.05,0.0,1,0.0,711,2000.0
Larva eggs,7,0.75,0.6,0.0,30,0.0,959,5000.0
Minitaurs Reborn,1,0.11,0.03,0.0,1,0.0,1626,3333.0
The Aping Dead,3,0.32,1.07,0.0,26,0.0,1037,2424.0
The Sad Cats,7,0.75,1.37,0.04,95,3.8000000000000003,2351,6954.0
Larva Lads,30,3.22,1.2,0.07,60,4.2,2669,5000.0
Interleave Genesis,8,0.86,0.23,0.06,20,1.2,2278,8547.0
Thingdoms,24,2.58,0.82,0.13,82,10.66,4642,10000.0
Beauty in the Hurting by Ryan Green,10,1.07,1.27,0.04,13,0.52,578,1024.0
Gravity 16 by Jimmy Herdberg,9,0.97,1.66,0.08,17,1.36,693,1024.0
spawn by john provencher,5,0.54,1.6,0.02,16,0.32,615,1001.0
Flowers by RVig,31,3.33,1.58,0.08,97,7.76,3063,6158.0
Scoundrels by Kristy Glas,13,1.4,1.42,0.03,29,0.87,917,2048.0
Brushpops by Matty Mariansky,12,1.29,1.4,0.08,14,1.12,706,1000.0
Drunk Ass Dinos,1,0.11,0.01,0.0,1,0.0,1399,10000.0
The Tiger Cub Club,10,1.07,3.29,0.08,45,3.6,501,1367.0
UAE NFT - From Desert To Mars | Jasim Al Bulushi,4,0.43,400.0,0.04,4,0.16,1447,1.0
Pidgies: Spy Pidgies Yob Squab,11,1.18,1.0,0.01,79,0.79,1653,7867.0
Pidgies: Squab ID Passes,6,0.64,200.0,0.01,6,0.06,342,3.0
Bear Game Gen Y,3,0.32,0.31,0.01,11,0.11,394,3591.0
Gold Hunt Game,2,0.21,0.02,0.0,8,0.0,1447,40001.0
Bear Game NFT,3,0.32,0.1,0.0,10,0.0,938,10498.0
Uncool Cats NFT,6,0.64,0.32,0.0,22,0.0,2666,6969.0
BaboonBet,9,0.97,0.92,0.0,92,0.0,2422,10000.0
NounPunks.eth,23,2.47,0.72,0.02,72,1.44,4169,9969.0
MonkeVerse,3,0.32,0.09,0.01,3,0.03,1565,3333.0
Noundles,7,0.75,0.28,0.02,21,0.42,3151,7465.0
Ready for the Metaverse,1,0.11,10.0,0.2069,1,0.2069,4,10.0
Mutant-Gorillas,3,0.32,0.1,0.01,9,0.09,1411,8915.0
Crypto Raccoons Club,1,0.11,0.56,0.02,2,0.04,141,360.0
Oni Squad,3,0.32,1.23,0.01,82,0.8200000000000001,2489,6666.0
Rebel Society,9,0.97,0.23,0.06,16,0.96,3924,7000.0
Spooky Cats DAO,2,0.21,5.18,0.02,17,0.34,84,328.0
UniverseOfWomen,4,0.43,11.7,0.0,940,0.0,1083,8037.0
4096nft,8,0.86,2.43,0.01,66,0.66,1812,2718.0
MekaCats,3,0.32,0.78,0.06,25,1.5,398,3203.0
GameCats,3,0.32,0.73,0.01,86,0.86,879,11708.0
Seadragons by Marcin Ignac,9,0.97,1.4,0.06,14,0.84,680,1000.0
Swimmy Sharks,3,0.32,2.44,0.07,67,4.69,359,2742.0
BlootElvesNFT,4,0.43,0.31,0.0,6,0.0,687,1943.0
BlootMF,5,0.54,0.4,0.01,6,0.06,688,1518.0
EtherGhostsNFT,4,0.43,8.2,0.0,232,0.0,329,2830.0
Obits Official,63,6.77,5.33,0.06,380,22.8,2940,7132.0
Lonely Frog Lambo Club,11,1.18,0.3,0.01,30,0.3,3567,10000.0
Pregnant Punks,1,0.11,0.4,0.0,2,0.0,61,500.0
Space Out Sealish,1,0.11,1.41,0.0,5,0.0,134,354.0
Crypto Todlers NFT,3,0.32,0.92,0.01,7,0.07,356,758.0
Monkey Bet DAO,13,1.4,1.18,0.01,118,1.18,4046,10000.0
StrangersNFT,5,0.54,2.98,0.12,9,1.08,163,302.0
Potato Power Club,2,0.21,0.05,0.0,2,0.0,1138,4329.0
Glue Factory Show,7,0.75,0.4,0.01,40,0.4,3506,10000.0
Nice Drips,10,1.07,0.3,0.0,33,0.0,3084,11111.0
Great Ape Society,1,0.11,0.02,0.03,2,0.06,4562,10000.0
Crazy Lizard Army,2,0.21,0.11,0.03,7,0.21,2006,6259.0
Fame Lady Blinged Out,1,0.11,0.01,0.0,1,0.0,3,8890.0
Crypto Hodlers NFT,11,1.18,0.54,0.02,54,1.08,2169,10000.0
Bored Ape Pixel Club Official,2,0.21,0.4,0.02,2,0.04,280,502.0
EtherThings,2,0.21,0.05,0.01,5,0.05,2360,9999.0
Akutar Mint Pass,22,2.36,0.82,2.87,77,220.99,3148,9337.0
Gutter Punks - CloneX,78,8.38,1.4,0.04,269,10.76,8859,19164.0
Anime Metaverse Soul,49,5.26,1.52,0.0,152,0.0,5330,10021.0
Tom Sachs: Rocket Factory - Rockets,19,2.04,4.7,4.2,32,134.4,422,681.0
Women We Love,3,0.32,0.83,0.03,9,0.27,241,1079.0
CloneMfers,2,0.21,2.8,0.03,4,0.12,79,143.0
Ape Drops 01 : Snoop Dogg Ape Tracks,6,0.64,325.0,0.06,13,0.78,1239,4.0
MFN Gutter Punks,45,4.83,1.15,0.0,172,0.0,6287,15021.0
DourDarcels,13,1.4,0.9,0.32,90,28.8,4913,10000.0
MutantBatz By Ozzy Osbourne,9,0.97,0.87,0.05,13,0.65,1151,1494.0
Gutter Comics,6,0.64,0.41,0.02,27,0.54,2068,6659.0
Fan Controlled Football: The Ballerz Collective - Apes,10,1.07,0.71,0.12,53,6.359999999999999,1695,7500.0
Fan Controlled Football: The Ballerz Collective - Gutter Gang,2,0.21,0.29,0.07,8,0.56,949,2798.0
CryptoBatz by Ozzy Osbourne,18,1.93,0.28,0.28,27,7.5600000000000005,6623,9666.0
Pukenza,43,4.62,1.12,0.04,90,3.6,3578,8010.0
Coolman's Universe,23,2.47,0.62,0.88,62,54.56,5663,10000.0
Flyfish Club,13,1.4,0.63,3.55,19,67.45,1319,3035.0
Vortex by Jen Stark,22,2.36,2.5,0.42,25,10.5,577,1000.0
Wolf Game - Wool Pouch,28,3.01,2.08,0.3,198,59.4,2954,9523.0
mfers,52,5.59,1.51,2.74,151,413.74,5372,10021.0
RTFKT - CloneX Mintvial,6,0.64,1.62,30.0,7,210.0,427,431.0
RTFKT - Mintdisc 3,7,0.75,1.35,0.79,11,8.690000000000001,446,817.0
VeeFriends Mini Drops,12,1.29,2.23,0.74,39,28.86,677,1746.0
CrypTurtz,4,0.43,1.66,0.01,7,0.07,229,421.0
Archetype by Kjetil Golid,12,1.29,6.33,7.9,38,300.2,313,600.0
Ringers by Dmitri Cherniak,17,1.83,5.4,38.0,54,2052.0,285,1000.0
Gutter Dogs,12,1.29,0.65,1.69,19,32.11,2023,2938.0
Gutter Pigeons,9,0.97,0.55,1.22,16,19.52,1943,2931.0
CryptoDads Honorary Members,1,0.11,4.17,88.8,1,88.8,24,24.0
Amber Vittoria's Gift Shop,4,0.43,53.33,0.26,8,2.08,103,15.0
Bored Ape Chemistry Club,14,1.5,500.0,35.0,15,525.0,760,3.0
GFC Weapon (DO NOT BUY),2,0.21,0.39,0.05,2,0.1,315,507.0
Amber Vittoria's Inaugural Collection,1,0.11,4.0,2.0,1,2.0,18,25.0
Galaxy Fight Club,6,0.64,0.18,0.54,18,9.72,2619,10129.0
SupDucks,25,2.69,0.48,0.82,48,39.36,3584,10001.0
Gutter Rats,11,1.18,0.63,1.3,19,24.7,1900,2994.0
Jake's World Editions,13,1.4,192.31,0.89,25,22.25,245,13.0
Wrapped Strikers,8,0.86,2.27,0.1,80,8.0,883,3518.0
Gutter Cat Gang,12,1.29,0.73,6.79,22,149.38,1798,3000.0
RTFKT PUNK PROJECT GEN 1,17,1.83,10.61,4.96,52,257.92,264,490.0
RTFKT x JeffStaple,6,0.64,1.37,4.3,11,47.3,490,802.0
RTFKT BONUS ITEMS,7,0.75,37.5,1.96,9,17.64,370,24.0
My Curio Cards,31,3.33,426.67,0.35,128,44.8,4990,30.0
TradeSquads,4,0.43,0.64,0.22,4,0.88,271,624.0
FEWOCiOUS x RTFKT,14,1.5,2.31,2.98,21,62.58,529,909.0
Zora,12,1.29,0.4,0.01,38,0.38,5217,9485.0
Plasma Bears,8,0.86,2.66,0.29,40,11.6,639,1503.0
Crypto Coven,32,3.44,1.6,0.64,156,99.84,4813,9761.0
WANDER: Collector's Editions,1,0.11,100.0,0.07,1,0.07,49,1.0
National Beer Day 2022 - Resonate,62,6.66,6200.0,0.0,62,0.0,8839,1.0
HIEROGLYPHS by London Richards,1,0.11,16.67,0.6022764,1,0.6022764,27,6.0
IMPERMANENCE.,2,0.21,200.0,0.03,10,0.3,122,5.0
findbalance,1,0.11,21.43,0.12,3,0.36,841,14.0
Cereal Club,14,1.5,0.71,0.04,71,2.84,3923,9955.0
The Image is The Utility,2,0.21,200.0,0.02,2,0.04,300,1.0
Blu DeTiger X Budweiser Royalty,1,0.11,0.22,0.02,1,0.02,354,449.0
Lil Polo Tee X Budweiser Royalty,2,0.21,0.45,0.02,2,0.04,353,444.0
Ash Chapter One: Carbon,9,0.97,1.6,1.2,12,14.399999999999999,648,751.0
Golden Token City 10,2,0.21,0.2,10.0,2,20.0,32,1000.0
Golden Token City 9,2,0.21,0.2,5.0,2,10.0,32,1000.0
Golden Token City 8,2,0.21,0.2,5.0,2,10.0,32,1000.0
Golden Token City 7,2,0.21,0.2,5.0,2,10.0,32,1000.0
Golden Token City 6,2,0.21,0.2,5.0,2,10.0,32,1000.0
DEGENERATIVE by DEAFBEEF,4,0.43,12.79,2.35,11,25.85,31,86.0
Fake Internet Money by Steve Pikelny,12,1.29,2.1,0.15,21,3.15,520,1000.0
Crypto Citizens,33,3.54,1.95,0.95,65,61.75,1607,3334.0
Negative Value Certificates,1,0.11,0.39,0.08,1,0.08,202,255.0
Banana Hands,8,0.86,1.53,0.01,10,0.1,503,653.0
Token Hash,2,0.21,0.2,0.01,2,0.02,384,1000.0
postcards from paradise,7,0.75,1.33,0.1,9,0.9,592,676.0
Osinachi X Don Jazzy,1,0.11,1.69,0.75,3,2.25,22,177.0
IOUs,5,0.54,2.0,0.13,5,0.65,230,250.0
Tom Sachs: Rocket Factory - Components,9,0.97,2.0,2.24,19,42.56,239,949.0
Noun GAN Study,2,0.21,3.12,3.5,2,7.0,62,64.0
The Fungible by Pak,14,1.5,0.3,2.27,19,43.13,906,6302.0
Gems of Awareness by Alex Grey & Allyson Grey,2,0.21,0.38,0.12,2,0.24,97,526.0
1111 by Kevin Abosch,7,0.75,1.26,3.0,14,42.0,387,1111.0
Young & Sick,1,0.11,0.06,0.11,1,0.11,191,1781.0
Grimes x Mac,2,0.21,0.27,0.17,3,0.51,208,1122.0
BAE- erc-1155,3,0.32,0.06,0.02,1,0.02,453,1563.0
Adam Priester,1,0.11,0.71,0.22,2,0.44,50,282.0
Mythia: Origins,4,0.43,1.2,0.37,12,4.4399999999999995,602,1000.0
Divine Apples,1,0.11,0.03,0.0,1,0.0,1255,2999.0
FishyFam,10,1.07,0.15,0.1,15,1.5,5796,9999.0
Killer GF,6,0.64,0.21,0.25,16,4.0,4077,7777.0
Girlies NFT,19,2.04,0.45,0.06,45,2.6999999999999997,4272,9999.0
Divine Anarchy,3,0.32,0.05,0.12,5,0.6,4881,9946.0
Crypto.Chicks,11,1.18,0.21,0.25,21,5.25,4486,9999.0
0N1 Force,24,2.58,0.71,0.42,55,23.099999999999998,4278,7777.0
ExpansionPunks,11,1.18,0.52,0.06,52,3.12,3228,9985.0
Refraction Season 0 Founding Artists Collection,11,1.18,1100.0,0.28,77,21.560000000000002,274,7.0
Refraction Season 0 Lanyard,11,1.18,1100.0,0.5,11,5.5,270,1.0
Dirty Dogs NFT,2,0.21,0.22,0.0,14,0.0,2558,6448.0
Waveblocks,21,2.26,11.56,0.96,77,73.92,285,666.0
Floor App Gen 2,13,1.4,3.39,0.36,34,12.24,680,1003.0
The CAPTCHAs,28,3.01,2.04,0.0,79,0.0,1602,3880.0
CryptoArte,72,7.73,1.71,0.09,169,15.209999999999999,3497,9894.0
Jacob Riglin,1,0.11,0.72,0.67,1,0.67,49,138.0
Apparitions by Aaron Penne,27,2.9,3.07,0.89,46,40.94,733,1500.0
Hackatao,2,0.21,0.56,4.23,2,8.46,168,359.0
'A Mind Once Expanded' by phraze,4,0.43,1.6,0.0,4,0.0,11,250.0
Ancestral Seedling by ZENFT,11,1.18,1100.0,0.11,11,1.21,297,1.0
The Kiss Precise,72,7.73,16.06,0.16,120,19.2,445,747.0
LIT Project Two: Flux,24,2.58,0.64,0.02,28,0.56,4026,4369.0
The Noble Medici,9,0.97,900.0,0.01,9,0.09,1416,1.0
LIT Project Two: Motion,29,3.11,1.08,0.02,50,1.0,3639,4619.0
Jaason Collection,1,0.11,0.0,5.0,0,0.0,1,1.0
PREMINT Creator Pass,6,0.64,0.93,1.0,6,6.0,480,646.0
POTEnZA,3,0.32,0.74,0.04,9,0.36,479,1214.0
Afterlife ID,1,0.11,0.06,0.02,1,0.02,726,1614.0
AiVATAR,26,2.79,4.95,0.04,297,11.88,1512,6000.0
Dirtybird Flight Club,7,0.75,0.11,0.02,10,0.2,3562,9090.0
Impermanent Digital,4,0.43,0.53,0.02,15,0.3,1411,2828.0
RUGSTORE.exchange,4,0.43,0.3,0.01,10,0.1,839,3333.0
Amulets V4,4,0.43,0.53,0.05,8,0.4,349,1501.0
Unstoppable Domains,16,1.72,0.01,0.0,38,0.0,64673,319043.0
Legend Maps Adventurers,3,0.32,0.22,0.03,19,0.57,2024,8751.0
Gray Boys: Science Lab,12,1.29,600.0,0.18,12,2.16,3259,2.0
Plant Frens Genesis,1,0.11,0.64,0.03,5,0.15,403,777.0
White Sands Parcel Pass,2,0.21,0.2,0.59,6,3.54,1947,3000.0
Tri3es Official,4,0.43,0.62,0.01,21,0.21,1292,3384.0
Shackled Genesis,60,6.44,12.6,0.06,129,7.739999999999999,403,1024.0
Pixelmon - Generation 1,7,0.75,0.18,0.28,18,5.040000000000001,5035,10005.0
Forgotten Runes Ponies,2,0.21,2.51,2.25,12,27.0,354,478.0
Dawn Key,3,0.32,300.0,0.12,3,0.36,154,1.0
Loot: Explorers,12,1.29,0.56,0.04,45,1.8,2391,8003.0
Chromospheres,3,0.32,0.85,0.02,6,0.12,307,707.0
Generative Dungeon,7,0.75,0.37,0.3,11,3.3,1780,3000.0
WizardsNouns,8,0.86,0.93,0.03,11,0.32999999999999996,922,1185.0
Gray Boys,12,1.29,0.35,0.66,35,23.1,3412,10000.0
Vortex by Spectra.art,4,0.43,1.06,0.01,15,0.15,586,1414.0
Forgotten Souls,6,0.64,3.59,3.2,22,70.4,356,612.0
Brkfst World,9,0.97,0.64,0.01,27,0.27,1778,4207.0
Mines of Dalarnia Mining Apes Collection,1,0.11,0.03,0.22,1,0.22,2400,3040.0
Drop Magazine Genesis,1,0.11,10.0,0.03,1,0.03,45,10.0
The Forgotten Runes Infinity Veil,6,0.64,600.0,3.5,6,21.0,418,1.0
GAWDS,12,1.29,2.41,0.03,130,3.9,1568,5392.0
ETERNAL FRAGMENTS,3,0.32,0.53,0.01,15,0.15,988,2827.0
Infinites AI,14,1.5,6.64,0.75,34,25.5,280,512.0
Nifty Island: Legendary Palms,9,0.97,150.0,3.79,9,34.11,565,6.0
Wilder World,5,0.54,1.91,0.42,140,58.8,2288,7340.0
Decentraland Names,11,1.18,0.04,0.05,14,0.7000000000000001,13098,33638.0
Cryptovoxels,11,1.18,0.4,1.0,29,29.0,2241,7280.0
The Picaroons,9,0.97,0.32,0.11,32,3.52,4364,10000.0
Deep Journeys by Heavens Last Angel,23,2.47,6.6,0.25,33,8.25,334,500.0
🎵 Fake Feelings by Dadabots x Silverstein,35,3.76,15.2,0.04,152,6.08,565,1000.0
Brain Loops by Gene Kogan,46,4.94,7.2,0.19,72,13.68,583,1000.0
Dream Capsules by Obvious,29,3.11,4.8,0.06,48,2.88,585,1000.0
SIGHTS by Artemis,17,1.83,5.6,0.06,28,1.68,326,500.0
DreamScapes by Xander Steenbrugge,22,2.36,12.0,0.4,60,24.0,285,500.0
TEOPEMA by Vadim Epstein x COH,18,1.93,3.88,0.02,27,0.54,382,696.0
FVCK_AVATAR//,28,3.01,0.8,0.22,62,13.64,3696,7758.0
Wandernauts,21,2.26,0.46,0.04,39,1.56,3062,8409.0
ESSENCE//,13,1.4,1300.0,0.3,13,3.9,2379,1.0
GNSS by MGXS,3,0.32,0.44,0.95,3,2.8499999999999996,613,675.0
Seed Capital,3,0.32,1.75,0.3,3,0.8999999999999999,129,171.0
Mitotic,1,0.11,0.59,0.02,1,0.02,141,170.0
Dollars Assange by Pascal Boyart,6,0.64,600.0,0.04,6,0.24,428,1.0
Shields,10,1.07,0.58,0.06,29,1.74,1556,5000.0
FLUF World: Burrows,22,2.36,1.1,0.6,116,69.6,3471,10500.0
All that Remains,4,0.43,163.64,0.33,18,5.94,294,11.0
Le Anime by toomuchlag,1,0.11,0.08,0.04,7,0.28,946,8812.0
Artifex Experiences,2,0.21,133.33,0.25,4,1.0,53,3.0
IFICE,1,0.11,1.18,0.1,11,1.1,145,934.0
Santa Swap Participation Token,1,0.11,100.0,0.05,1,0.05,935,1.0
Dollars Nakamoto by Pascal Boyart,6,0.64,2.48,0.15,20,3.0,276,807.0
BlockClocks,3,0.32,1.4,0.05,3,0.15000000000000002,193,214.0
Every Icon,27,2.9,8.2,0.19,42,7.98,315,512.0
Reflection(s*),1,0.11,1.0,0.09,1,0.09,80,100.0
urn: genesis collection,10,1.07,600.0,0.04,12,0.48,1357,2.0
A Message In a Bottle,1,0.11,0.7,2.0,1,2.0,124,142.0
0xmons x RPTC Collab 1,1,0.11,100.0,0.1,1,0.1,30,1.0
Deadfellaz Infected S1,1,0.11,0.54,0.89,1,0.89,159,186.0
Whatty Club Official,3,0.32,0.68,0.0,28,0.0,1042,4128.0
NFT2040 Wearables,1,0.11,40.0,0.0,2,0.0,975,5.0
FLUF World: Thingies,16,1.72,1.12,0.89,107,95.23,3016,9580.0
Party Degenerates,28,3.01,1.1,0.2,110,22.0,3580,10000.0
MytoBytes,1,0.11,2.16,0.08,5,0.4,96,231.0
FLUF World: Scenes & Sounds,17,1.83,98.28,0.05,57,2.85,2863,58.0
Brush Strokes by 0xCulture,2,0.21,0.27,0.01,3,0.03,662,1111.0
Lenia NFT - Artificial Life collection,4,0.43,2.48,0.18,5,0.8999999999999999,154,202.0
Purrnelopes KittyVault Purrks,14,1.5,1114.29,0.02,78,1.56,3949,7.0
Redlion Studios,4,0.43,1.02,0.01,17,0.17,498,1661.0
PunkBodies V2,1,0.11,0.42,0.02,1,0.02,112,239.0
Council of Old Ones,1,0.11,1.61,666.0,1,666.0,48,62.0
The Wicked Loot,4,0.43,0.2,0.0,11,0.0,2085,5388.0
3Words,6,0.64,7.95,0.08,24,1.92,170,302.0
The Blitnauts,11,1.18,1.27,2.7,19,51.300000000000004,574,1495.0
Hans Kemp Gifts,2,0.21,200.0,0.02,2,0.04,161,1.0
Adam Bomb Squad,49,5.26,0.55,0.39,138,53.82,8607,24999.0
Sugar (Genesis),11,1.18,242.86,0.15,17,2.55,895,7.0
Template,17,1.83,1.9,0.01,171,1.71,2063,8992.0
Dogs Unchained,8,0.86,0.29,0.01,17,0.17,2189,5899.0
gl0c0de,1,0.11,0.3,0.05,1,0.05,162,334.0
9021Collective,4,0.43,0.55,0.0,30,0.0,1440,5496.0
FFORMS,2,0.21,1.35,0.1,4,0.4,81,296.0
CityDAO,2,0.21,66.67,0.0,2,0.0,248,3.0
The Wanderers,30,3.22,0.56,0.14,50,7.000000000000001,4217,8887.0
Generativemasks,31,3.33,1.12,0.09,112,10.08,3365,9999.0
The Fuckin' Trolls,14,1.5,0.54,0.01,54,0.54,2045,10003.0
Just Backgrounds,1,0.11,0.39,0.42,1,0.42,100,256.0
FLUF World,27,2.9,1.38,3.85,138,531.3000000000001,3658,9999.0
SALT V4,4,0.43,5.0,3.0,9,27.0,125,180.0
DECEIVED,2,0.21,200.0,0.1,2,0.2,135,1.0
Wubba Lubba,1,0.11,0.7,0.04,3,0.12,181,429.0
Purrnelopes Country Club,13,1.4,0.85,0.39,85,33.15,3474,10000.0
Soundscapes (0xmons),2,0.21,1.54,0.99,3,2.9699999999999998,122,195.0
The Dot - TDOT,1,0.11,2.63,0.0,1,0.0,27,38.0
VOID - Visitors of Imma Degen,8,0.86,0.7,0.05,70,3.5,2898,9999.0
Polymorphs,24,2.58,3.09,0.1,309,30.900000000000002,2235,10000.0
BullsOnTheBlock,7,0.75,0.22,0.08,22,1.76,1570,10000.0
One Hour Time Pieces,9,0.97,3.0,0.35,15,5.25,290,500.0
Embodiment of Community,1,0.11,2.27,1.0,1,1.0,36,44.0
Spunks,6,0.64,0.13,0.02,13,0.26,1198,10000.0
Mindhappyface,1,0.11,2.38,0.04,1,0.04,22,42.0
LaMelo Ball Collectibles,12,1.29,0.42,0.03,35,1.05,3154,8241.0
SquidGang,1,0.11,3.33,0.03,1,0.03,216,30.0
The Underground Sistine Chapel by Pascal Boyart,3,0.32,2.23,1.2,9,10.799999999999999,217,404.0
Artifex,12,1.29,1.65,0.08,60,4.8,744,3644.0
ProtoCards0,2,0.21,4.17,4.0,2,8.0,36,48.0
Benevolent Goblin Friendship Society,4,0.43,1.15,0.04,8,0.32,451,694.0
Nota Person Cult,2,0.21,200.0,0.1,2,0.2,147,1.0
Foodmasku Bread Proofs,3,0.32,42.86,0.07,3,0.21000000000000002,332,7.0
Burak Senturk Multi Editions,2,0.21,100.0,0.05,2,0.1,175,2.0
Redlion Gazette SET Rewards,1,0.11,33.33,0.25,1,0.25,93,3.0
GreekFreak,2,0.21,200.0,0.02,2,0.04,224,1.0
CryptOrchids,1,0.11,0.26,0.02,1,0.02,119,390.0
Broslavskiy Specials,4,0.43,200.0,0.04,4,0.16,226,2.0
Concrete Park,9,0.97,0.26,0.01,10,0.1,487,3866.0
Redlion Gazette SUB Rewards,1,0.11,33.33,0.13,1,0.13,106,3.0
Atelier de Miguel,2,0.21,40.0,0.06,2,0.12,173,5.0
Air Dolls,1,0.11,11.11,0.01,1,0.01,157,9.0
Wrapped MoonCatsRescue - Unofficial,5,0.54,0.98,0.98,16,15.68,758,1641.0
Ceazors Snack Sandwich,1,0.11,0.76,0.01,1,0.01,20,132.0
Tide Estates,4,0.43,80.0,0.38,4,1.52,178,5.0
Waves & Particles: The Double Slit Series,1,0.11,3.33,0.25,1,0.25,16,30.0
NFTrees,3,0.32,1.19,12.0,5,60.0,261,421.0
PILLS,8,0.86,1.11,0.44,18,7.92,755,1623.0
Rarebit Bunnies,2,0.21,0.98,0.06,3,0.18,451,305.0
The Title by Pak,2,0.21,0.65,11.0,2,22.0,98,310.0
Glitchball,1,0.11,10.0,0.1,1,0.1,5,10.0
0xmons,4,0.43,1.47,18.5,5,92.5,212,341.0
Crypto Basel,1,0.11,100.0,0.75,1,0.75,261,1.0
Pranksy Rocks,2,0.21,200.0,0.1,2,0.2,171,1.0
GET PWND,1,0.11,0.78,0.05,1,0.05,110,129.0
Shelly Soneja,2,0.21,66.67,0.1,2,0.2,180,3.0
seen.haus,3,0.32,1.62,0.05,3,0.15000000000000002,463,185.0
REDLIONEYE GAZETTE,13,1.4,5.16,0.02,209,4.18,1642,4048.0
Unicorn Olivia Art,2,0.21,2.78,0.01,2,0.02,181,72.0
DrawWritePlay,2,0.21,33.33,0.1,2,0.2,182,6.0
The Fucking Game,1,0.11,33.33,0.89,2,1.78,28,6.0
Meme Ltd.,11,1.18,8.05,0.01,42,0.42,8304,522.0
Artist Liberation Front-Artolin,1,0.11,2.44,12.0,1,12.0,25,41.0
ROBNESS PRINTS,3,0.32,3.33,0.18,3,0.54,517,90.0
Async Art,9,0.97,0.55,0.01,23,0.23,1166,4196.0
Avastars,33,3.54,0.55,0.09,142,12.78,5076,25758.0
ChainFaces,14,1.5,0.43,0.1,43,4.3,1295,10000.0
Terra Virtua,2,0.21,0.13,0.04,2,0.08,398,1530.0
Decentraland Wearables,10,1.07,0.09,0.01,62,0.62,10643,71571.0
NonFunGerbils,2,0.21,0.28,0.4,2,0.8,327,702.0
Sorare,7,0.75,0.0,0.03,9,0.27,17584,329889.0
Josie,3,0.32,3.05,7.75,11,85.25,170,361.0
SuperRare,57,6.12,0.99,0.11,304,33.44,6530,30728.0
BlockCities,3,0.32,0.62,0.08,20,1.6,634,3232.0
MakersPlace,38,4.08,0.23,0.03,192,5.76,16115,84689.0
CryptoKitties,39,4.19,0.01,0.0,172,0.0,115252,2011740.0
Antebellum Genesis Land,4,0.43,0.17,0.12,17,2.04,4190,10000.0
Cascade by TinkRNG,3,0.32,3.8,0.06,38,2.28,601,1000.0
LAMEX,5,0.54,0.13,0.07,5,0.35000000000000003,3782,3782.0
Ely Genesis Collection,1,0.11,20.0,0.04,1,0.04,261,5.0
IZAYOI,2,0.21,0.73,0.02,3,0.06,110,409.0
Dream Seeds NFT,1,0.11,0.28,0.01,2,0.02,269,703.0
Syndicate Dynasty,1,0.11,1.69,89.3,1,89.3,16,59.0
Syndicate 893,1,0.11,0.17,0.45,1,0.45,455,579.0
Creepz Reptile Armoury,3,0.32,0.03,0.07,6,0.42000000000000004,345,19998.0
NFTmetaCommunity,2,0.21,200.0,0.2,2,0.4,169,1.0
FUR BRAWLS - Super Tigers,1,0.11,0.26,0.02,1,0.02,182,386.0
Spray Cans by Campbell La Pun,2,0.21,0.29,0.05,2,0.1,351,700.0
MekaVerse Factory,6,0.64,400.0,0.01,8,0.08,3346,2.0
Sherbet NFTs,2,0.21,0.04,0.05,3,0.15000000000000002,3672,7777.0
Lonely Shadows: Shadow Mint Passes,3,0.32,100.0,0.15,3,0.44999999999999996,86,3.0
Animal Society,1,0.11,0.03,0.01,2,0.02,3466,7777.0
Museum The White Room,5,0.54,0.75,0.01,36,0.36,2392,4801.0
MutantCats,2,0.21,0.03,0.16,3,0.48,1549,9999.0
Lootlang Official,3,0.32,0.45,0.01,6,0.06,526,1347.0
Fifty: Edition 1,5,0.54,0.6,0.02,6,0.12,552,999.0
