name,owners_with_asset_in_project,percent_of_owners_with_asset_in_project,percent_owned,project_floor,total_assets_owned,total_project_floor,total_num_owners,total_supply
hauspets,1,0.11,0.01,0.12,1,0.12,3809,7208.0
Pampered Pugs,1,0.11,0.29,0.02,1,0.02,256,340.0
CyberFrogz,3,0.32,0.13,0.02,7,0.14,2353,5555.0
Sneaky Vampiress Syndicate,5,0.54,0.11,0.04,14,0.56,5463,12345.0
0xOrbit GENESIS,1,0.11,100.0,0.02,1,0.02,652,1.0
Genesis Bloodshed Bears,2,0.21,0.1,0.03,7,0.21,1286,7000.0
Achoo Pharmacy,1,0.11,0.13,0.01,1,0.01,543,797.0
3Landers,29,3.11,0.96,1.6,96,153.60000000000002,5643,10000.0
Clementines Nightmare,3,0.32,0.12,0.17,6,1.02,3260,5000.0
The Repus,5,0.54,0.28,0.02,11,0.22,2068,3904.0
Psychedelics Anonymous Printing Press,8,0.86,0.13,1.3,9,11.700000000000001,4414,6859.0
CatBlox Genesis Collection,7,0.75,0.09,0.2,9,1.8,4915,9999.0
Cyber Galz - Galz,1,0.11,0.04,0.04,1,0.04,619,2584.0
Fragments of Life by YK,2,0.21,0.5,0.01,5,0.05,595,1000.0
The Orbs by BT,7,0.75,0.27,0.4,9,3.6,1386,3333.0
Cameo Pass,19,2.04,1400.0,0.22,42,9.24,2855,3.0
TIMEPieces Slices of TIME (Slices),12,1.29,0.34,0.04,18,0.72,2998,5291.0
CULT&RAIN - The Genesis Collection,4,0.43,0.71,0.19,10,1.9,647,1406.0
888 Inner Circle - Yellow Realm,4,0.43,0.25,0.01,8,0.08,1791,3204.0
888 Inner Circle - Orange Realm,5,0.54,0.35,0.01,8,0.08,1391,2293.0
888 Inner Circle - Pink Realm,5,0.54,0.18,0.01,16,0.16,3928,8889.0
Nametag,46,4.94,0.16,0.0,50,0.0,27576,30994.0
Fan Controlled Football: The Ballerz Collective - 8OKI,3,0.32,0.24,0.05,10,0.5,1122,4254.0
WhaleTogether,4,0.43,0.1,0.04,8,0.32,4869,7777.0
Cool Pets NFT,71,7.63,1.21,1.25,228,285.0,10288,18918.0
TheWhitelist.io - Aces,6,0.64,0.17,0.03,17,0.51,4402,9999.0
The Beeings,9,0.97,0.26,0.01,26,0.26,5443,10000.0
Chimpers Genesis,3,0.32,4.29,45.0,3,135.0,65,70.0
Forgotten Ethereal Worlds,1,0.11,0.29,8.0,1,8.0,338,345.0
Neogen Space Monkeys by Dalek x Generative Artworks,16,1.72,1.1,0.02,55,1.1,1879,5000.0
Psychedelics Anonymous Component 2,8,0.86,0.14,0.9,9,8.1,4216,6497.0
Zipcy's SuperNormal,61,6.55,1.92,0.25,171,42.75,4513,8888.0
Katabolicz Genesis,1,0.11,0.11,0.18,1,0.18,681,888.0
Cyber Galz - Galz VM_ETH,1,0.11,0.06,0.09,1,0.09,445,1574.0
BrokenSeaDAO,2,0.21,0.14,0.0,14,0.0,2950,9995.0
hausphases by Haus,4,0.43,0.12,1.1,9,9.9,5287,7777.0
Peekaboos Universe OG WIP,1,0.11,1.0,0.05,1,0.05,98,100.0
NFT HUD Lifetime Access,6,0.64,0.2,0.3,6,1.7999999999999998,2722,2999.0
Elysium merge,1,0.11,50.0,0.09,1,0.09,634,2.0
PaperPlane by FlyingClub.io,1,0.11,0.12,0.15,1,0.15,484,865.0
Ascended NFT Official,4,0.43,0.07,0.04,6,0.24,4223,8888.0
Galaxy-Warriors,6,0.64,1.17,0.04,117,4.68,3954,9999.0
Picks Passport,2,0.21,200.0,0.35,2,0.7,1205,1.0
The Walking Ape,3,0.32,1.75,0.0,17,0.0,585,969.0
LinksDAO,42,4.51,0.86,0.33,78,25.740000000000002,5284,9090.0
Meta Organization,2,0.21,200.0,0.14,2,0.28,662,1.0
WonderPals,11,1.18,0.19,0.2,19,3.8000000000000003,6885,10000.0
Metaverse Psychedelics Anonymous Pass,9,0.97,0.1,0.23,10,2.3000000000000003,5542,9595.0
Psychedelics Anonymous Component 1,7,0.75,0.1,0.43,10,4.3,5219,9584.0
IRL Psychedelics Anonymous Pass,8,0.86,0.09,0.17,9,1.53,5541,9595.0
Psychedelics Anonymous Genesis,14,1.5,0.23,2.38,22,52.36,5952,9595.0
A.N.I.M.O,16,1.72,1.02,0.14,102,14.280000000000001,3542,10000.0
Shaq Gives Back,10,1.07,0.7,0.01,70,0.7000000000000001,5363,10000.0
TIMEPieces x Robotos,48,5.16,520.0,0.02,52,1.04,7536,10.0
Alpha Shark,1,0.11,0.22,3.75,1,3.75,432,450.0
The Indifferent Duck,12,1.29,0.49,0.01,49,0.49,4496,10000.0
Five Penguins,6,0.64,0.48,0.02,15,0.3,1209,3125.0
Sliderverse by Che-Yu Wu x White Castle,10,1.07,2.11,0.02,27,0.54,533,1279.0
BYOLand,11,1.18,0.57,0.9,57,51.300000000000004,2909,10056.0
Woodies Special Mints,16,1.72,800.0,0.01,32,0.32,2436,4.0
The Auerbach Collection. The Process Series.,1,0.11,0.26,0.02,2,0.04,485,781.0
AOZ_official,2,0.21,0.57,0.02,9,0.18,458,1589.0
BYOVape,14,1.5,1400.0,0.24,14,3.36,2758,1.0
HovercarsAnimetas,9,0.97,2.35,0.04,144,5.76,2103,6129.0
Worldwide Webb Land,42,4.51,0.82,1.45,78,113.1,4757,9508.0
Metakrew,15,1.61,0.4,0.13,29,3.77,3096,7335.0
AnimeTracks,8,0.86,4.06,0.01,131,1.31,1289,3227.0
Swamp Frogs,2,0.21,0.55,0.01,2,0.02,210,365.0
MetaVisa,1,0.11,0.06,0.02,1,0.02,1752,1770.0
The Sandbox ASSETS,58,6.23,6.74,0.01,167,1.67,36611,2477.0
Apostles: Genesis,11,1.18,0.83,0.59,61,35.989999999999995,2455,7328.0
RugPullFrens,1,0.11,0.03,0.06,1,0.06,1220,3333.0
Mad Rabbits Horror Show,2,0.21,0.15,0.03,2,0.06,1086,1373.0
Mystery Chests by Dr. DMT,4,0.43,0.1,0.01,8,0.08,4076,7799.0
Skullx,6,0.64,0.69,0.01,69,0.6900000000000001,2555,10000.0
LushSux.io,13,1.4,0.68,0.02,30,0.6,2029,4413.0
Genetic Chain - Geneticists Pass,4,0.43,0.9,0.08,4,0.32,277,443.0
Morphys,2,0.21,0.17,0.01,3,0.03,617,1802.0
OctoHedz Reloaded,1,0.11,0.1,0.01,8,0.08,1915,8001.0
Moonray Presale Pass,8,0.86,800.0,0.28,8,2.24,782,1.0
The Family Mooks by Doodle Labs,23,2.47,1.17,0.02,41,0.8200000000000001,1639,3492.0
Robopets,29,3.11,0.91,0.09,73,6.569999999999999,3969,8017.0
ShogunSamurais,2,0.21,0.05,0.01,4,0.04,2840,7470.0
DeusX,2,0.21,0.17,0.01,4,0.04,1061,2293.0
NFT Affirmations,6,0.64,0.44,0.01,14,0.14,1798,3208.0
Mad Rabbits Riot Club,4,0.43,0.07,0.07,5,0.35000000000000003,2414,7500.0
10KTF Stockroom,44,4.73,607.14,0.24,85,20.4,3215,14.0
Play Squid NFT - MUST READ DESCRIPTION,4,0.43,0.22,0.0,12,0.0,1898,5529.0
Fomoverse,10,1.07,0.81,1.5,10,15.0,783,1234.0
GRILLZ GANG TICKET,23,2.47,0.13,0.0,24,0.0,17757,18238.0
Lofi Kitties,4,0.43,0.22,0.0,22,0.0,2830,9999.0
TIMEPiece Minting Passes,34,3.65,0.35,0.01,44,0.44,10722,12405.0
GRILLZ GANG,9,0.97,0.26,0.04,14,0.56,2749,5362.0
Spiral Frequencies,9,0.97,0.25,0.04,16,0.64,3173,6315.0
S2TM Space Pass - Season 1,4,0.43,0.48,0.01,24,0.24,1513,5000.0
Origins NFT,12,1.29,400.0,2.88,12,34.56,859,3.0
Metaverse HQ Collabs,3,0.32,300.0,0.18,3,0.54,38,1.0
888 Inner Circle The Drops,37,3.97,1.92,0.01,139,1.3900000000000001,7080,7233.0
AnimightiesJigScene,8,0.86,9.6,0.01,17,0.17,981,177.0
10KTF,46,4.94,2.39,0.94,440,413.59999999999997,4808,18377.0
OctoLordz,2,0.21,50.0,0.05,2,0.1,161,4.0
Crypto Throne,1,0.11,13.04,0.08,3,0.24,13,23.0
Non-Fungible Heroes,4,0.43,0.08,0.07,7,0.49000000000000005,3318,8888.0
The Soldiers Of The Metaverse,3,0.32,0.12,0.01,9,0.09,2558,7500.0
Deep Sky Network,1,0.11,2.86,0.01,1,0.01,576,35.0
The Superlative Secret Society,22,2.36,0.3,0.06,33,1.98,6022,11110.0
Kinesis Art,13,1.4,0.72,0.01,37,0.37,1986,5164.0
Holy Cows,1,0.11,0.02,0.01,1,0.01,1910,5000.0
BlankFace,5,0.54,0.19,0.0,19,0.0,5282,10000.0
Galaxy-Eggs,10,1.07,0.77,0.1,77,7.7,4885,9999.0
The Project URS,5,0.54,0.1,0.01,10,0.1,3652,9983.0
888 inner circle,20,2.15,2000.0,0.25,20,5.0,2410,1.0
Savage Droids,10,1.07,0.54,0.04,27,1.08,1956,4970.0
Settlements,4,0.43,3.04,0.09,82,7.38,615,2700.0
Avime Fusion,1,0.11,0.26,0.15,1,0.15,226,388.0
PROV by Felt Zine,2,0.21,0.8,0.02,4,0.08,163,500.0
Bloot Doggs,14,1.5,0.4,0.0,58,0.0,4194,14672.0
Dice (for Loot),2,0.21,0.21,0.0,14,0.0,928,6602.0
svBloot,6,0.64,3.21,0.0,255,0.0,2246,7953.0
OneDayPunks | One Per Wallet,7,0.75,0.07,0.01,7,0.07,9984,10000.0
FPS Loot,4,0.43,0.26,0.0,18,0.0,1621,6969.0
ENCODE Graphics,4,0.43,0.39,0.05,7,0.35000000000000003,614,1798.0
The Sevens - Genesis,4,0.43,0.09,0.13,6,0.78,3358,7000.0
Doggos for DOG Owners,4,0.43,0.11,0.01,4,0.04,2625,3790.0
Frontier Game,20,2.15,151.79,0.04,85,3.4,7125,56.0
LOSTPOETS,45,4.83,1.1,0.15,306,45.9,8351,27806.0
Avime S01,3,0.32,0.65,0.01,100,1.0,482,15450.0
Maps Project,2,0.21,0.16,0.01,7,0.07,1233,4454.0
Gear (for Punks),9,0.97,0.32,0.0,25,0.0,2635,7777.0
Banquets,4,0.43,0.44,0.0,13,0.0,771,2934.0
Fatales,12,1.29,0.52,0.01,52,0.52,3814,10000.0
Alpha Access,6,0.64,300.0,0.02,6,0.12,947,2.0
Abstract Loot,13,1.4,0.57,0.0,46,0.0,2874,8000.0
Luna Wolves,1,0.11,0.07,0.01,2,0.02,725,2739.0
isotile Genesis Avatars,4,0.43,0.18,0.09,14,1.26,1022,7587.0
Keplers Civil Society,6,0.64,0.67,0.0,52,0.0,1994,7776.0
weape24,7,0.75,0.17,0.01,17,0.17,4099,9900.0
Koala Intelligence Agency,9,0.97,0.19,0.04,19,0.76,5033,10000.0
Tools Of Rock,11,1.18,0.23,0.02,17,0.34,2231,7364.0
Neo's Bizarre Adventure,1,0.11,0.42,0.1,5,0.5,219,1197.0
SnarkySharkz Society,2,0.21,0.85,0.04,6,0.24,304,702.0
BONEHEADS - Origins,5,0.54,0.21,0.02,21,0.42,1790,10000.0
The Lost Glitches,6,0.64,0.37,0.02,37,0.74,2893,9999.0
Holding a Cat,1,0.11,1.82,0.1,1,0.1,33,55.0
OctoHedz,1,0.11,0.11,0.41,1,0.41,338,888.0
Krazy Koalas NFT,8,0.86,0.17,0.01,17,0.17,3894,9999.0
Lost Souls Sanctuary,6,0.64,0.45,0.02,45,0.9,1865,9998.0
ArcadeNFT,13,1.4,0.26,0.04,16,0.64,3172,6076.0
DeadFellaz,52,5.59,1.55,1.64,155,254.2,6200,9999.0
The Unstable Horses Yard,1,0.11,0.02,0.01,2,0.02,3094,9999.0
Starlings,11,1.18,0.5,0.07,50,3.5000000000000004,2809,10095.0
SLOTHz,2,0.21,0.08,0.03,4,0.12,1698,5127.0
BMF Skulls,1,0.11,0.62,0.01,3,0.03,179,486.0
Sunken Squids,2,0.21,0.83,0.01,9,0.09,344,1081.0
Space Poggers,8,0.86,0.64,0.01,80,0.8,3474,12442.0
NFT Dungeon,1,0.11,0.03,0.02,4,0.08,102,12000.0
Robotos,42,4.51,0.98,0.49,98,48.019999999999996,5670,9998.0
HODL GANG,6,0.64,0.43,0.01,13,0.13,1100,2999.0
COVIDPunks!,3,0.32,0.07,0.01,7,0.07,3856,10000.0
Animetas,17,1.83,1.87,0.15,189,28.349999999999998,4097,10101.0
Party Penguins,10,1.07,0.32,0.01,32,0.32,3904,9999.0
Zerion Genesis Collection,16,1.72,170.0,0.01,17,0.17,52023,10.0
The Wolfgang,5,0.54,0.06,0.02,6,0.12,4161,9943.0
Cool Cats Collabs,5,0.54,27.78,0.03,5,0.15,5880,18.0
Cool Devils NFT,1,0.11,0.03,0.0,3,0.0,528,10019.0
Bored Ape Comic,17,1.83,1.1,0.01,110,1.1,2661,9999.0
BlobBirb,1,0.11,1.56,0.01,1,0.01,14,64.0
Spookies NFT,4,0.43,0.16,0.02,14,0.28,2644,8888.0
Never Ending Town,5,0.54,1.89,0.01,20,0.2,256,1059.0
BYOPill,18,1.93,0.95,0.89,95,84.55,3281,10000.0
Bored Apes Comic PRE SALE (OFFICIAL SEASON PASS),2,0.21,200.0,0.19,2,0.38,312,1.0
Bones & Bananas,15,1.61,0.21,0.0,21,0.0,6895,10000.0
BAPC Airdrops,1,0.11,100.0,0.05,1,0.05,24,1.0
Metaverse HQ,18,1.93,1800.0,3.2,18,57.6,1335,1.0
Shrug Token,1,0.11,0.32,0.05,1,0.05,56,308.0
Gloons,1,0.11,0.43,0.07,1,0.07,70,230.0
Last Avatars,2,0.21,1.8,0.01,9,0.09,178,500.0
Galactic Adventures,2,0.21,9.52,0.01,12,0.12,37,126.0
Cool Cats NFT,68,7.3,1.5,6.42,149,956.58,5423,9941.0
JIGGY BUG : 100 Kong Bots,1,0.11,2.94,0.03,2,0.06,37,68.0
BitcoinBillionaires,5,0.54,0.11,0.04,15,0.6,4647,13337.0
Cunning Foxes,3,0.32,0.03,0.02,3,0.06,3867,8864.0
Zootex,1,0.11,0.26,0.02,1,0.02,97,392.0
Zapper - Season 1 Edition,19,2.04,960.0,0.01,48,0.48,56536,5.0
Rxcket_Chef Original Mxmes,4,0.43,25.81,0.5,8,4.0,118,31.0
Nametag: Genesis,11,1.18,0.44,0.09,22,1.98,2106,4991.0
Crypto Yankiz,1,0.11,0.64,0.09,2,0.18,139,311.0
NFT GameBoiz,1,0.11,0.7,0.03,1,0.03,94,142.0
Lympo Genesis,1,0.11,0.88,0.01,1,0.01,1206,114.0
Robbies,2,0.21,3.17,0.03,2,0.06,51,63.0
Murder Academy!,1,0.11,0.4,0.0,1,0.0,120,250.0
Dyl,2,0.21,12.5,0.04,2,0.08,662,16.0
NFTBoxes,45,4.83,2.32,0.01,1022,10.22,4643,44117.0
BlockArt,17,1.83,0.35,0.04,38,1.52,2903,10758.0
Town Star,5,0.54,1.72,0.01,8,0.08,41758,466.0
OOF Collective Official,12,1.29,0.79,0.14,14,1.9600000000000002,1073,1765.0
Gh0stly Gh0sts,7,0.75,0.22,0.49,14,6.859999999999999,2404,6395.0
The Dancers by The Tulua Project,1,0.11,5.88,0.11,1,0.11,13,17.0
