name,owners_with_asset_in_project,percent_of_owners_with_asset_in_project,percent_owned,project_floor,total_assets_owned,total_project_floor,total_num_owners,total_supply
Wicked Craniums Comic,1,0.11,0.08,0.0,2,0.0,1069,2555.0
The Prometheus Project,1,0.11,0.07,0.04,1,0.04,1087,1399.0
Gutter Dogs,10,1.09,0.44,2.4,13,31.2,2013,2937.0
Gutter Pigeons,11,1.19,0.51,1.99,15,29.85,1942,2930.0
Wicked Craniums X Haylos,3,0.33,0.16,0.003,7,0.021,1811,4297.0
Andy Borphol,5,0.54,0.65,0.0,13,0.0,966,2003.0
The Wicked Loot,6,0.65,0.26,0.0,14,0.0,2085,5388.0
Juggernauts by PC,2,0.22,1.66,0.12,8,0.96,287,481.0
Waifu Warriors,4,0.43,0.56,0.06,17,1.02,737,3011.0
Crazy Crows Chess Club,5,0.54,0.17,0.01,14,0.14,1964,8193.0
BearsOnTheBlock,5,0.54,0.82,0.02,78,1.56,3315,9495.0
The WolfGang Pups,2,0.22,0.18,0.01,4,0.04,1062,2271.0
The Wolfgang,7,0.76,0.09,0.02,9,0.18,4156,9948.0
Bored-Apes-Art-Club,2,0.22,36.36,0.12,4,0.48,234,11.0
FuckCashGrabs,16,1.74,0.9,0.0,45,0.0,1889,5000.0
Gutter Rats,12,1.3,0.53,1.99,16,31.84,1894,2992.0
BullsOnTheBlock,7,0.76,0.12,0.06,12,0.72,1582,10000.0
OLD APE MAFIA CONTRACT --- DO NOT BUY,4,0.43,400.0,0.04,4,0.16,338,1.0
Gutter Cat Gang,12,1.3,0.63,8.0,19,152.0,1794,3000.0
GM Ukraine,3,0.33,15.0,0.0,3,0.0,15,20.0
KevinToadz by CC0LABS,19,2.06,4.15,0.001,289,0.289,228,6969.0
Forgotten Babies Wizard Orphanage,10,1.09,2.28,0.03,228,6.84,1395,10000.0
Larva Nouns,1,0.11,0.07,0.01,1,0.01,328,1501.0
Non-Fungible Fungi Collection,9,0.98,0.48,0.13,46,5.98,3496,9587.0
Cocreate,1,0.11,0.37,0.15,1,0.15,67,271.0
Apes Together XYZ,3,0.33,1.04,1.99,4,7.96,259,386.0
The Mekabots,4,0.43,0.14,0.04,9,0.36,3190,6237.0
Pixel Doods NFT,4,0.43,0.24,0.01,21,0.21,2761,8888.0
NeckVille,7,0.76,0.23,0.03,13,0.39,2594,5555.0
Clock 8008,6,0.65,0.68,0.01,11,0.11,434,1624.0
Bored Doodle Punk Club,35,3.8,5.08,0.01,127,1.27,939,2500.0
OnChainTarzan,11,1.19,0.7,0.0,54,0.0,2837,7682.0
Elderly Ape Retirement Club,7,0.76,0.52,0.06,26,1.56,2317,5000.0
MekaVerse Factory,6,0.65,400.0,0.01,8,0.08,3353,2.0
Vikings & Villagers NFT,2,0.22,0.04,0.0,3,0.0,966,7211.0
Property's NFT,6,0.65,0.3,0.05,18,0.9,2216,6000.0
The Rusty Keys,1,0.11,0.29,0.02,1,0.02,334,347.0
The Trailers,3,0.33,1.32,0.04,15,0.6,505,1137.0
BUNS.LAND Genesis,1,0.11,2.0,0.12,5,0.6,122,250.0
MekaVerse,12,1.3,0.2,0.37,18,6.66,4939,8888.0
Automatism by Yazid,14,1.52,8.45,0.27,36,9.72,216,426.0
Alivacious,12,1.3,2.19,0.0,61,0.0,696,2789.0
ARTCODE Magazine,6,0.65,1.98,0.02,8,0.16,199,404.0
Doodlesaurs World,1,0.11,0.05,0.0,4,0.0,2771,7756.0
-The Odd Dystrict-,1,0.11,0.02,0.02,1,0.02,1614,5001.0
ranDUMBart by KevBro,3,0.33,90.2,0.1,46,4.6000000000000005,6,51.0
The Tiger Cub Club,10,1.09,3.29,0.0,45,0.0,500,1367.0
Monster Shelter,3,0.33,0.14,0.01,8,0.08,2290,5555.0
Art Bridge,1,0.11,0.83,0.0,2,0.0,48,241.0
CryptoSVG NFT,1,0.11,3.51,0.03,10,0.3,79,285.0
On-Chain Mountains,1,0.11,1.63,0.15,3,0.44999999999999996,53,184.0
CrackJack - Generative Art Game,1,0.11,14.29,0.0,1,0.0,7,7.0
Schizzo Collectors Rewards,1,0.11,100.0,0.0,1,0.0,1,1.0
Tessuti,1,0.11,2.0,0.05,4,0.2,11,200.0
GM!,3,0.33,1.86,0.05,3,0.15000000000000002,257,161.0
Lifeforms.,1,0.11,15.0,0.08,3,0.24,15,20.0
NFT-LOTTERY - DFgzM2jXar,1,0.11,0.84,0.9,1,0.9,118,119.0
U.F.A: Unidentified Flying Art,2,0.22,0.78,0.09,2,0.18,226,258.0
Glitch Textures,1,0.11,15.0,0.0,3,0.0,12,20.0
Art Blocks Community Plaza Founders,2,0.22,4.0,0.0,2,0.0,43,50.0
Tiny Turtles,1,0.11,0.09,0.0,1,0.0,97,1165.0
Pixelglyphs,18,1.95,0.49,0.02,49,0.98,2366,9996.0
Muke: UFO,1,0.11,0.82,0.03,2,0.06,71,243.0
ChainPots,4,0.43,2.73,0.02,28,0.56,248,1024.0
Zapper - Season 1 Edition,19,2.06,900.0,0.01,45,0.45,56517,5.0
Tommy Taw,1,0.11,66.67,0.08,2,0.16,33,3.0
The Palaz of Hoon,1,0.11,0.0,0.0,0,0.0,1,2.0
Mandala Tokens,4,0.43,1.54,0.15,5,0.75,195,324.0
Moving Midcentury Geometric,1,0.11,11.11,0.1,2,0.2,14,18.0
Point Break Design,1,0.11,10.0,0.0,1,0.0,8,10.0
the Universe Machine by Joshua Davis / PrayStation,37,4.02,14.56,0.25,38,9.5,216,261.0
The Doggies (Snoop Dogg),20,2.17,0.26,0.17,26,4.42,6902,10000.0
omgkirby Genesis,23,2.5,1.4,0.08,42,3.36,1717,3000.0
StudioUno Norte,12,1.3,11.29,0.05,42,2.1,232,372.0
Dream Engine by REMO x DCsan,8,0.87,3.11,0.1,11,1.1,202,354.0
Spiromorphs by SAB,5,0.54,5.0,0.08,10,0.8,128,200.0
Loom by Anna Lucia,5,0.54,4.0,0.29,8,2.32,153,200.0
geVIENNAratives by CryptoWiener,6,0.65,0.91,0.09,10,0.8999999999999999,549,1098.0
Hashtractors by Darien Brito,2,0.22,3.12,0.59,4,2.36,92,128.0
LAMEX,6,0.65,0.18,0.1,6,0.6000000000000001,3386,3386.0
Loveless City Metropass,3,0.33,0.09,0.3,3,0.8999999999999999,2321,3333.0
Laid Back Llamas Collection,3,0.33,0.11,0.12,8,0.96,3372,7000.0
Creepz Invasion Pass,12,1.3,1200.0,0.12,12,1.44,3575,1.0
Bastard GAN Apes,1,0.11,0.09,0.0,1,0.0,260,1128.0
Satoshibles,5,0.54,0.16,0.15,8,1.2,1469,5000.0
Frenlees,1,0.11,2.0,0.1,2,0.2,10,100.0
My Lifes Art Work,3,0.33,3.09,0.06,3,0.18,59,97.0
ART BY KEEMO,1,0.11,1.1,0.05,1,0.05,34,91.0
Seems Unreal,1,0.11,1.41,0.0,5,0.0,103,355.0
Tennis Champs Genesis,1,0.11,0.03,0.18,1,0.18,1414,3333.0
Meta Mansions by KEYS,1,0.11,0.02,0.96,1,0.96,1328,4444.0
Tuttle Tribe,2,0.22,0.32,0.02,4,0.08,636,1257.0
MutantMfers,1,0.11,0.16,0.02,1,0.02,244,622.0
Bloodshed Bears TreeHouse,1,0.11,0.04,0.01,3,0.03,607,7000.0
Bloodshed Bears TokenGenerator,1,0.11,0.16,0.03,11,0.32999999999999996,301,7000.0
BloodShed Bears Gen1,1,0.11,0.1,0.0,20,0.0,610,20080.0
derpyape mfers,1,0.11,0.13,0.0,10,0.0,1240,7776.0
mfer charity,5,0.54,500.0,0.01,5,0.05,377,1.0
Atomverse Genesis,2,0.22,0.09,0.02,4,0.08,2132,4443.0
Genesis Bloodshed Bears,2,0.22,0.1,0.03,7,0.21,1329,7000.0
CK Mfers,2,0.22,1.27,0.01,19,0.19,448,1500.0
Invisible Mfers,3,0.33,0.29,0.0,23,0.0,3727,7951.0
Derpy Apes,2,0.22,0.54,0.0,20,0.0,898,3710.0
Mutant Ape Planet,2,0.22,0.04,0.01,3,0.03,3873,6799.0
3D mfers by mferverse,5,0.54,1.63,0.02,22,0.44,650,1348.0
Bloodshed Bears Genesis MetaPass,1,0.11,100.0,0.32,1,0.32,108,1.0
Coalition Crew 2.0,2,0.22,0.5,1.1,20,22.0,1228,3974.0
The Meta Stars,1,0.11,0.02,0.02,1,0.02,1826,4848.0
MetaTowers,1,0.11,0.5,0.02,5,0.1,355,1007.0
Chillin Sea Turtles,1,0.11,0.12,0.19,1,0.19,712,808.0
Meka Ape Club (Official),2,0.22,0.09,0.06,5,0.3,2312,5640.0
Coalition Crew,1,0.11,0.2,2.04,2,4.08,519,1010.0
Chameleon Collective,2,0.22,0.06,0.02,6,0.12,2861,10000.0
CityDAO Citizenship,18,1.95,600.0,0.45,18,8.1,4984,3.0
Chillin Chameleons,2,0.22,0.32,0.12,16,1.92,2155,5005.0
Lucky Sloths NFT,2,0.22,0.07,0.02,2,0.04,1536,2700.0
dotdotdots,11,1.19,0.53,0.14,26,3.6400000000000006,2684,4870.0
Wicked Ape Degenerates,1,0.11,6.67,0.14,1,0.14,153,15.0
Tiny Turtle,3,0.33,1.33,0.05,4,0.2,166,300.0
Suspicious Chameleons,1,0.11,0.03,0.01,1,0.01,262,3000.0
Toy Faces,2,0.22,28.57,0.35,2,0.7,149,7.0
Wrapped Curio Cards,4,0.43,28.57,1.0,4,4.0,240,14.0
AlphaDoggg Tags,1,0.11,100.0,4.98,1,4.98,65,1.0
G.I. Toadz,17,1.85,0.77,0.02,54,1.08,2633,6969.0
Sandworms by Jaime Derringer,1,0.11,14.29,0.0,1,0.0,7,7.0
PROMETHEA,3,0.33,6.74,0.99,6,5.9399999999999995,18,89.0
CrypTurtz,5,0.54,1.9,0.02,8,0.16,229,421.0
ArcadeNFT - ToadRunnerz,24,2.61,0.59,0.04,28,1.12,3074,4777.0
The Token by L3xc,1,0.11,1.64,1.0,1,1.0,31,61.0
Crittoscatti> Artista Italiano Improvvisato,1,0.11,4.76,0.0,1,0.0,4,21.0
RAC Membership,4,0.43,2.0,0.5,4,2.0,192,200.0
moonholders,5,0.54,180.0,3.5,9,31.5,37,5.0
...the Present by Travis LeRoy Southworth,1,0.11,33.33,9.99,1,9.99,34,3.0
A Gallery Artists,1,0.11,0.75,0.1,1,0.1,34,134.0
HEALING CODES,6,0.65,0.61,0.04,6,0.24,599,977.0
The Bummers,3,0.33,13.95,0.05,6,0.30000000000000004,14,43.0
G Flat,1,0.11,100.0,0.0,1,0.0,1,1.0
Eccentrics 2: Orbits by Radix,12,1.3,3.2,0.28,16,4.48,336,500.0
BAYC X OTHERSIDE LAND WORLD,29,3.15,2.35,1.0,47,47.0,1072,2000.0
Within/Without,5,0.54,2.34,0.49,7,3.4299999999999997,198,299.0
BinoGlyph,3,0.33,3.49,0.0,6,0.0,59,172.0
NFT mfers,2,0.22,14.29,3.5,8,28.0,16,56.0
Mutts Official NFT,1,0.11,0.07,0.01,1,0.01,448,1532.0
Doodles X Pets,3,0.33,3.3,0.06,18,1.08,252,545.0
superBLOX3D,3,0.33,0.19,0.02,3,0.06,482,1548.0
JPEG Cards,7,0.76,1.67,1.87,17,31.790000000000003,551,1018.0
Custom Idols,1,0.11,10.0,0.0,1,0.0,10,10.0
Space Cowboys Official,5,0.54,0.14,0.0,14,0.0,652,10000.0
CryptoPepes NFT,3,0.33,12.72,0.25,51,12.75,49,401.0
SUPERPLASTIC:  Headtripz Pillz,22,2.39,766.67,0.08,23,1.84,1847,3.0
The Infinite Machine Movie Collection,10,1.09,0.6,0.11,25,2.75,1432,4165.0
The Wrapture by Dmitri Cherniak,3,0.33,8.0,0.0,4,0.0,35,50.0
Timeless Number,2,0.22,11.11,0.055,6,0.33,24,54.0
NFTfolio,4,0.43,133.33,0.18,4,0.72,100,3.0
Baby D Art,2,0.22,0.41,0.0036,2,0.0072,290,491.0
MushyBaras,4,0.43,4.11,0.02,39,0.78,203,948.0
Nifty Island: Legendary Pistols,7,0.76,0.49,0.09,18,1.6199999999999999,1926,3643.0
HALL OF FAME | The Chain Architect,2,0.22,20.0,0.0,2,0.0,10,10.0
24 Heures by Alexis André,8,0.87,14.04,52.0,8,416.0,57,57.0
Nyan Aoki,3,0.33,300.0,0.4,3,1.2000000000000002,94,1.0
Regulars,7,0.76,1.83,0.03,22,0.6599999999999999,408,1203.0
Beacon Book Series,5,0.54,1.68,0.05,23,1.1500000000000001,665,1365.0
Unigrids by Zeblocks,10,1.09,5.46,9.0,23,207.0,174,421.0
Spectron by Simon De Mai,9,0.98,5.5,1.68,22,36.96,208,400.0
NimBuds by Bryan Brinkman,9,0.98,5.0,2.4,20,48.0,246,400.0
Ignition by ge1doot,9,0.98,4.69,1.6,24,38.400000000000006,212,512.0
Construction Token by Jeff Davis,14,1.52,4.6,3.5,23,80.5,254,500.0
Genesis by DCA,13,1.41,4.69,3.0,24,72.0,280,512.0
EnergySculpture by Beervangeer,8,0.87,7.05,0.24,26,6.24,203,369.0
Cyber Cities by pxlq,8,0.87,14.45,0.88,37,32.56,119,256.0
EIP-1559 Supporter Series,6,0.65,0.38,0.14,6,0.8400000000000001,1352,1559.0
R3sonance by ge1doot,9,0.98,4.3,0.4,22,8.8,250,512.0
Rhythm by Jeff Davis,10,1.09,9.88,1.65,33,54.449999999999996,162,334.0
The Eternal Pump by Dmitri Cherniak,3,0.33,8.0,474.99,4,1899.96,37,50.0
View Card by Jeff Davis,5,0.54,12.2,5.0,5,25.0,24,41.0
"2021, the year of NFTs",2,0.22,5.26,0.06,2,0.12,31,38.0
Perfect_Girlfriend Collection,1,0.11,2.5,0.07,1,0.07,11,40.0
Woodies Mint Passport,3,0.33,100.0,0.19,3,0.5700000000000001,138,3.0
Lost Grids,1,0.11,1.0,0.09,1,0.09,12,100.0
say it back,4,0.43,2.51,0.02,23,0.46,266,918.0
CanvaIsland avatars,1,0.11,0.65,0.5,1,0.5,95,153.0
PixMons,3,0.33,0.98,0.01,5,0.05,166,512.0
When Merge,3,0.33,109.09,0.3,12,3.5999999999999996,121,11.0
AlienPunks NFT,3,0.33,0.95,0.02,18,0.36,780,1898.0
EulerBeats Wearables,3,0.33,300.0,1.5,3,4.5,220,1.0
Dynamic Slices by pxlq,12,1.3,5.27,1.1,27,29.700000000000003,254,512.0
Hunted Stills Digital Album,1,0.11,11.11,0.1,1,0.1,3,9.0
Nifty Island: Ultra Blades,7,0.76,600.0,0.49,12,5.88,237,2.0
Curse NFT Tickets,3,0.33,0.5,0.02,5,0.1,520,1000.0
BIg PP Gifts,1,0.11,1.28,4.0,1,4.0,62,78.0
Moon Phases NFT,1,0.11,12.5,1.0,1,1.0,8,8.0
The Soft Bid Guy,1,0.11,5.56,0.69,1,0.69,17,18.0
AI Art Animations - 4K 60 FPS,1,0.11,1.54,0.04,1,0.04,27,65.0
Nifty Island: Legendary Palms,9,0.98,150.0,1.69,9,15.209999999999999,567,6.0
Avid Lines,15,1.63,5.4,2.5,27,67.5,263,500.0
ACK Unique Editions / 1 of 1's,2,0.22,5.26,30.0,3,90.0,41,57.0
MemeCalfNFT,10,1.09,0.84,0.03,10,0.3,335,1194.0
Washington Wizards Starting Five Collection,3,0.33,140.0,0.05,7,0.35000000000000003,184,5.0
Isosceles,5,0.54,33.33,0.75,7,5.25,18,21.0
Fast Food Punks,3,0.33,0.3,0.44,3,1.32,301,1000.0
HDPunks,5,0.54,0.1,0.02,10,0.2,1168,10000.0
Exploding Watches,1,0.11,100.0,0.09,1,0.09,7,1.0
Crypto Axe,1,0.11,30.0,0.05,3,0.15000000000000002,30,10.0
Mutant Garden Seeder,8,0.87,3.51,3.25,18,58.5,280,513.0
Meta Bots,4,0.43,0.13,0.0,13,0.0,1119,10000.0
CryptoPunks Alive,1,0.11,0.48,0.09,2,0.18,156,420.0
Dexamol Swarm,2,0.22,200.0,0.4,2,0.8,119,1.0
CryptoSongz,5,0.54,0.5,0.05,5,0.25,422,996.0
Mars26,3,0.33,0.22,0.01,3,0.03,180,1371.0
Gener8tive Mutations,7,0.76,10.12,0.25,26,6.5,159,257.0
Eulerbeat Dreams Coverart & Mp3,1,0.11,100.0,0.0,1,0.0,41,1.0
NyanDogg,4,0.43,2.83,1.1,6,6.6000000000000005,100,212.0
Solvency by Ezra Miller,7,0.76,2.0,3.5,10,35.0,246,500.0
DeFiLand Stamps,1,0.11,0.95,0.02,1,0.02,7,105.0
NEKO Official,5,0.54,0.17,0.03,13,0.39,2528,7703.0
Laguna Beach,3,0.33,5.88,0.01,3,0.03,16,51.0
SOLOS,16,1.74,2.77,0.08,76,6.08,960,2746.0
ETHUSDNFT,1,0.11,3.33,0.01,1,0.01,6,30.0
Layer-2 Pepe,1,0.11,1.16,0.9,1,0.9,82,86.0
EulerBeats LP13 Generative Cover Art,2,0.22,3.33,0.5,2,1.0,57,60.0
Deafbeef,9,0.98,9.46,26.0,21,546.0,103,222.0
The Pixel Portraits OG Collection,5,0.54,1.99,0.15,20,3.0,544,1003.0
World of Ethereum Trophies,1,0.11,25.0,48.0,1,48.0,13,4.0
Non Fungible Tulips,1,0.11,0.83,1.0,1,1.0,37,120.0
One Dot,1,0.11,9.09,0.15,1,0.15,4,11.0
LP07,2,0.22,3.45,1.25,2,2.5,57,58.0
Daily Dips,1,0.11,2.56,0.05,1,0.05,21,39.0
Crypto Font - Collectible Editions,2,0.22,1.57,1.5,2,3.0,89,127.0
Rainbows,1,0.11,6.67,25.2,2,50.4,20,30.0
The Anesidora Group,1,0.11,2.94,0.2,1,0.2,27,34.0
EulerBeats Genesis,11,1.19,75.93,1.2,41,49.199999999999996,441,54.0
Twerky Club,6,0.65,16.13,0.1,10,1.0,720,62.0
HASH by POB,18,1.95,0.77,0.02,51,1.02,2447,6595.0
Yotta,1,0.11,12.5,0.75,1,0.75,8,8.0
BEEPLE: EVERYDAYS - THE 2020 COLLECTION,5,0.54,0.97,29.0,7,203.0,201,722.0
Thorchain Collectibles,2,0.22,14.81,0.2,12,2.4000000000000004,1033,81.0
Slimesunday,3,0.33,0.23,0.35,3,1.0499999999999998,187,1328.0
BEEPLE - GENESIS COLLECTION,1,0.11,0.98,99.0,1,99.0,46,102.0
Palette Season,1,0.11,8.33,0.01,1,0.01,5,12.0
The People's Potato by Second Realm,1,0.11,14.29,0.0,1,0.0,691,7.0
Big Naza,1,0.11,15.0,0.44,3,1.32,39,20.0
Squiggly,2,0.22,5.0,49.0,5,245.0,54,100.0
Colorglyphs,9,0.98,4.04,3.95,21,82.95,154,520.0
XCOPY,33,3.58,4.1,4.99,58,289.42,596,1415.0
Autoglyphs,5,0.54,2.15,177.0,11,1947.0,152,512.0
MLB Champions,7,0.76,0.38,0.0049,949,4.6501,2636,249111.0
Gener8tive K-Compositions,8,0.87,10.0,3.75,25,93.75,130,250.0
Axie Infinity,12,1.3,0.05,0.0,155,0.0,45276,283781.0
AlphaSharks NFT,5,0.54,0.27,0.28,16,4.48,4220,5969.0
Traveling Creature Memories,9,0.98,0.73,0.03,17,0.51,1430,2319.0
Hedgies by Quiller Labs V2,1,0.11,0.13,0.01,1,0.01,628,760.0
ABC HAPE,1,0.11,0.92,0.2,1,0.2,72,109.0
Cool Monkes Trainers,2,0.22,0.08,0.01,4,0.04,1777,4953.0
Dinobabies - Honey Brasco's Space Pirates,1,0.11,0.02,0.04,1,0.04,539,4255.0
BASED VITALIK,2,0.22,0.28,0.0,14,0.0,798,4962.0
Psychedelics Anonymous Printing Press,8,0.87,0.15,1.1,10,11.0,4433,6859.0
Head Alpha Pass,2,0.22,150.0,0.01,3,0.03,355,2.0
WGMI Studios,1,0.11,0.01,0.04,1,0.04,7837,10087.0
Psychedelics Anonymous Component 2,9,0.98,0.17,0.85,11,9.35,4238,6497.0
My Homies in Dreamland,10,1.09,0.3,0.02,31,0.62,5085,10420.0
Queens+Kings Genesis,18,1.95,3.5,0.24,29,6.96,305,828.0
CryptoNooniz,2,0.22,0.11,0.0,2,0.0,643,1777.0
Metaverse Psychedelics Anonymous Pass,11,1.19,0.15,0.26,14,3.64,5518,9595.0
Psychedelics Anonymous Component 1,10,1.09,0.16,0.52,15,7.800000000000001,5249,9584.0
IRL Psychedelics Anonymous Pass,11,1.19,0.15,0.22,14,3.08,5562,9595.0
Psychedelics Anonymous Genesis,17,1.85,0.35,2.4,34,81.6,5974,9595.0
Metasaurs Punks by Dr. DMT,2,0.22,0.11,0.01,12,0.12,3113,11117.0
Squishy Squad NFT,4,0.43,0.14,0.14,12,1.6800000000000002,5898,8888.0
Ancient Shrooms,1,0.11,0.67,0.99,1,0.99,145,150.0
mrjasperwong Collection,1,0.11,12.5,0.0,1,0.0,7,8.0
The Ninja Hideout Females (Genesis),1,0.11,0.23,0.0,1,0.0,255,444.0
NFTZine,1,0.11,0.2,0.0,2,0.0,527,998.0
AstroHeads,1,0.11,0.05,0.01,4,0.04,4054,8851.0
Mystery Chests by Dr. DMT,3,0.33,0.08,0.001,6,0.006,4076,7799.0
Genesis Rocks: 100-9999,1,0.11,0.07,0.03,1,0.03,630,1405.0
Shroom Scouts,2,0.22,120.0,0.0,6,0.0,1234,5.0
[Hidden] Genesis,1,0.11,0.06,0.0,1,0.0,1258,1679.0
Metasaurs by Dr. DMT,6,0.65,0.09,0.07,9,0.6300000000000001,5161,9999.0
STARCATS NFT,4,0.43,0.66,0.33,10,3.3000000000000003,961,1512.0
Basement Dwellers,1,0.11,0.01,0.0,1,0.0,3429,9851.0
SoupxMondrian,1,0.11,66.67,0.04,2,0.08,390,3.0
The Ninja Hideout,5,0.54,0.11,0.01,10,0.1,3444,8888.0
ABC Access Pass,1,0.11,100.0,0.04,1,0.04,66,1.0
Dapper Dinos Karma Collective,2,0.22,0.36,0.8,2,1.6,416,555.0
Ape Blocks Curated,1,0.11,0.4,0.04,1,0.04,69,252.0
Magic Mushroom Clubhouse,2,0.22,0.09,0.08,8,0.64,5736,9200.0
MondrianNFT,4,0.43,0.22,0.01,9,0.09,1829,4096.0
Invader Academy,3,0.33,4.74,0.0,38,0.0,347,801.0
HypeHippo.io Female Edition,2,0.22,0.31,0.0,5,0.0,664,1610.0
Big Brain Cat Society,2,0.22,0.73,0.0,14,0.0,909,1905.0
HypeHippo.io,5,0.54,0.18,0.01,18,0.18,3804,10000.0
Non-Fungible Soup,3,0.33,0.15,0.06,3,0.18,1120,2048.0
Big Brain Society,1,0.11,0.2,0.0,12,0.0,1842,6000.0
Good Boi Society,1,0.11,0.22,0.04,1,0.04,275,459.0
Raccoon Secret Society,2,0.22,0.04,0.0,4,0.0,3128,10000.0
Greyscale Punks,3,0.33,0.8,0.01,20,0.2,996,2501.0
Campfire Bear Club,2,0.22,0.86,0.0,7,0.0,355,814.0
WWE NFT,4,0.43,0.71,0.06,12,0.72,1068,1699.0
true degens,18,1.95,29.7,0.06,215,12.9,203,724.0
CityDAO,2,0.22,66.67,0.0,2,0.0,254,3.0
Leo Conoza X Budweiser Royalty,3,0.33,0.67,0.01,3,0.03,365,448.0
Shaq Gives Back,12,1.3,0.89,0.03,89,2.67,5376,10000.0
Arcade Land,3,0.33,0.08,0.66,6,3.96,4246,7729.0
Gray Boys: Science Lab,13,1.41,1300.0,0.23,13,2.99,3349,1.0
Official Cool Lions,1,0.11,1.38,0.0,96,0.0,1150,6969.0
Freaks N' Guilds - Unmigrated,2,0.22,0.26,0.02,26,0.52,1008,10000.0
Cool Lions Genesis,1,0.11,10.0,100.0,1,100.0,7,10.0
Deadfrenz Collection,36,3.91,0.7,0.26,68,17.68,6053,9748.0
Street Ape Society,1,0.11,0.48,0.01,11,0.11,1004,2270.0
ALPACADABRAZ 3D,11,1.19,0.35,0.14,70,9.8,7890,19969.0
Squiggles Collection Official,1,0.11,0.08,0.74,4,2.96,2070,5000.0
Junior Slotie,2,0.22,0.14,0.24,10,2.4,2873,6920.0
Pixelmon - Generation 1,10,1.09,0.29,0.3,29,8.7,5178,10005.0
Freaks N' Guilds - Celestial Keys,1,0.11,0.23,0.09,10,0.8999999999999999,416,4444.0
MAGIC-TREASURE,2,0.22,2.49,0.002,142,0.28400000000000003,950,5698.0
Bounty Games,4,0.43,1.62,0.02,39,0.78,784,2413.0
INNOCENTCATS NFT,2,0.22,0.03,0.09,3,0.27,2245,9025.0
Voiceverse - Origins,3,0.33,0.06,0.05,5,0.25,2625,8888.0
Blockverse MC,5,0.54,0.24,0.0,24,0.0,4573,9999.0
HeadGame,1,0.11,0.02,0.0,7,0.0,819,28398.0
Dojo Warriors,2,0.22,1.3,0.02,16,0.32,490,1227.0
CyberNinja official,1,0.11,0.14,0.0,7,0.0,1718,4888.0
crytpobunks Collection,2,0.22,4.35,0.02,3,0.06,34,69.0
Feel Gang,5,0.54,1.45,0.0,145,0.0,1934,10000.0
Daiju-Kingz,3,0.33,2.29,0.0,128,0.0,1330,5587.0
OrdinaryPunks,2,0.22,0.4,0.0,20,0.0,955,5000.0
ChubbyKaijuDAO,2,0.22,0.57,0.02,57,1.1400000000000001,2534,9999.0
Official Chill With Jesus,5,0.54,1.13,0.001,50,0.05,651,4444.0
Jeff Nicholas | The Editions,1,0.11,100.0,0.1,1,0.1,12,1.0
John Knopf Editions,5,0.54,250.0,0.15,5,0.75,176,2.0
Song A Day,15,1.63,2.18,0.04,95,3.8000000000000003,1623,4367.0
Spritely - Genesis Collection,6,0.65,0.42,0.02,25,0.5,2105,6000.0
TheLandDAO Official,7,0.76,0.37,0.02,33,0.66,3707,8887.0
Metaverse Cool Cats,2,0.22,0.22,0.01,11,0.11,2662,4995.0
NFT Country Club V,2,0.22,1.67,0.02,14,0.28,174,840.0
GuardianKongz Collection,4,0.43,0.6,0.01,30,0.3,1311,5000.0
8th Wonders by 8th Project,3,0.33,0.36,0.02,4,0.08,546,1111.0
SemiSupers by SeeMikeDraw,5,0.54,0.45,0.02,25,0.5,1308,5555.0
Fake Internet Money by Steve Pikelny,12,1.3,2.0,0.21,20,4.2,519,1000.0
celestial cyclones by hideo,10,1.09,3.98,0.25,25,6.25,314,628.0
Gravity 12 by Jimmy Herdberg,8,0.87,1.76,0.13,9,1.17,340,512.0
Breathe You by raregonzo,6,0.65,3.52,0.12,9,1.08,168,256.0
Libertad Parametrizada by zJorge,2,0.22,0.82,1.34,2,2.68,111,243.0
Origami Dream by k0ch,4,0.43,1.79,0.12,4,0.48,191,223.0
PuzlPack (Punks),4,0.43,0.29,0.02,29,0.58,1265,9999.0
Generative Dungeon,8,0.87,0.43,0.23,13,2.99,1818,3000.0
Slotie NFT,1,0.11,0.03,0.53,3,1.59,4015,9951.0
Cryptowalkers-Official,3,0.33,0.18,0.27,12,3.24,2095,6545.0
Gray Boys,13,1.41,0.35,1.0,35,35.0,3388,10000.0
Wall St Bulls,2,0.22,0.02,0.14,2,0.28,3689,10000.0
Rebel Society,10,1.09,0.29,0.05,20,1.0,3937,7000.0
ALPACADABRAZ,5,0.54,0.43,0.38,42,15.96,4430,9669.0
Dreams by Joshua Bagley,13,1.41,7.29,0.62,51,31.62,387,700.0
Ecumenopolis by Joshua Bagley,13,1.41,2.51,1.65,17,28.049999999999997,428,676.0
Creepy Creams: Alpha Wave,2,0.22,0.13,0.18,2,0.36,377,1510.0
Floor App Gen 1,11,1.19,1100.0,1.15,11,12.649999999999999,334,1.0
IOUs,5,0.54,2.0,0.07,5,0.35000000000000003,231,250.0
S2TM Space Pass - Season 1,4,0.43,0.34,0.01,17,0.17,1512,5000.0
Chromatic by Hiroshi,1,0.11,1.0,0.08,1,0.08,75,100.0
Metaverse HQ,19,2.06,1900.0,3.05,19,57.949999999999996,1334,1.0
Wen Rug Pull,2,0.22,0.2,0.003,6,0.018000000000000002,577,2932.0
CUBE.S,1,0.11,0.4,0.0,1,0.0,77,250.0
1/1 Photography by Alex Fernandez,1,0.11,20.0,0.9,1,0.9,3,5.0
