name,owners_with_asset_in_project,percent_of_owners_with_asset_in_project,percent_owned,project_floor,total_assets_owned,total_project_floor,total_num_owners,total_supply
PUMA OFFlClAL,8,0.87,0.93,23.5,8,188.0,771,858.0
Murakami.Flowers Seed Officail,8,0.87,0.9,42.0,8,336.0,790,884.0
GuerIain official,6,0.65,2.5,10.0,6,60.0,209,240.0
SHlNSEKAl MlNTING,46,4.99,1.75,0.04,175,7.0,5295,10021.0
Loveless City Abnormal Jean nft Official,6,0.65,3.41,32.0,6,192.0,157,176.0
Mercedes-Benz OfficiaI,6,0.65,2.08,15.0,6,90.0,244,288.0
GUCCl OFFlClAL,6,0.65,3.05,12.0,6,72.0,168,197.0
KOPOKP,8,0.87,1.69,12.7,8,101.6,431,474.0
ADlDAS BAYC Official,6,0.65,2.5,21.0,6,126.0,199,240.0
Something Official,58,6.3,1.0,4.93,199,981.0699999999999,6124,19888.0
Gutter Punks  Official,8,0.87,1.34,21.0,8,168.0,536,595.0
The Other Side OfficaiI,6,0.65,2.08,20.0,6,120.0,204,288.0
McDonald Official,12,1.3,0.66,7.2,12,86.4,1596,1818.0
lmpostors GenesisAIiens,8,0.87,0.97,6.2,8,49.6,744,826.0
Takashi Murakami flowers nft,8,0.87,1.15,41.0,8,328.0,632,697.0
Louis Vuitton Ape nft,8,0.87,1.13,35.0,8,280.0,638,707.0
BAYC Otherside Land Official,7,0.76,1.71,27.0,7,189.0,358,410.0
Louis Vuitton X Murakami,8,0.87,0.98,21.0,8,168.0,729,816.0
Coca-Cola Official,9,0.98,0.66,15.0,9,135.0,1210,1368.0
Ash Chapter Two: Metamorphosis Official,6,0.65,2.07,26.0,6,156.0,245,290.0
Ukraine Museum of War,6,0.65,3.21,99.9,6,599.4000000000001,170,187.0
DG official,6,0.65,2.51,15.0,6,90.0,208,239.0
Rolex OFFlClAL,7,0.76,1.71,18.8,7,131.6,357,409.0
RoIex OfficaiI,6,0.65,2.64,12.0,6,72.0,197,227.0
Asprey Bugatti NFT,7,0.76,1.7,21.0,7,147.0,320,412.0
Atari official,8,0.87,0.8,7.6,8,60.8,877,996.0
Metroverse BIackout Official,6,0.65,2.9,31.0,6,186.0,178,207.0
Grammy Awards Official,6,0.65,2.03,22.0,6,132.0,251,296.0
KOPOKP',8,0.87,1.62,4.5,8,36.0,449,493.0
Colette Official,8,0.87,1.63,8.7,8,69.6,449,492.0
McDonald Official-,8,0.87,1.37,23.6,8,188.8,529,586.0
GUCCl COLLECTION,7,0.76,1.75,20.0,7,140.0,350,401.0
Bored Ape Timeless Club,8,0.87,0.87,15.0,8,120.0,798,921.0
Gucci x Bored Ape Club,6,0.65,2.03,22.3,6,133.8,250,295.0
PATEK PHILIPPE OFFICIAL,8,0.87,0.93,23.5,8,188.0,759,859.0
LOUlS VUITTON,7,0.76,2.13,26.3,7,184.1,273,328.0
Mercedes-Benz OFFlCIAL,8,0.87,1.21,15.0,8,120.0,590,662.0
Rolex Official,7,0.76,2.06,12.0,7,84.0,293,340.0
lmaginary Ones Official,7,0.76,1.29,18.0,7,126.0,477,541.0
Coca- Cola Official,8,0.87,0.9,58.0,8,464.0,794,892.0
Ukraine Museum of  War,8,0.87,1.39,99.0,8,792.0,522,575.0
Possessed official,7,0.76,2.02,12.5,7,87.5,281,347.0
Gutter Punks Comic - Flyers,62,6.73,2.12,12.18,296,3605.2799999999997,6797,13930.0
Takashi Murakami flowers official,2,0.22,1.37,35.0,2,70.0,107,146.0
Addidas Ape Official,11,1.19,0.69,12.0,11,132.0,1402,1604.0
Pepsi OfficiaI,7,0.76,1.61,16.0,7,112.0,379,436.0
Herms Officail,11,1.19,0.74,8.8,11,96.80000000000001,1308,1487.0
Gutter Punks Flyer - CrypToadz,94,10.21,3.04,0.0,212,0.0,3967,6969.0
World of Women Galaxy,77,8.36,0.99,1.28,204,261.12,10773,20635.0
Deep Journeys,29,3.15,7.8,0.27,39,10.530000000000001,338,500.0
TEOPEMA,22,2.39,4.6,0.04,32,1.28,381,696.0
🎵 Fake Feelings,44,4.78,17.6,0.06,176,10.559999999999999,565,1000.0
Brain Loops,50,5.43,7.6,0.3,76,22.8,586,1000.0
podGANS,58,6.3,14.65,0.8,150,120.0,669,1024.0
ClipMatrix Creatures,23,2.5,10.0,0.04,50,2.0,329,500.0
Peacefall,13,1.41,0.9,0.17,74,12.58,2670,8192.0
Gutter Punks Flyer - Meebits,103,11.18,2.37,0.01,473,4.73,6121,19999.0
Personal Work V2,1,0.11,100.0,0.0,1,0.0,1,1.0
Refraction Season 0 Lanyard,11,1.19,1100.0,1.0,11,11.0,209,1.0
MFN Gutter Punks,47,5.1,1.62,0.0,220,0.0,6044,13619.0
Juicebox Frens,13,1.41,1.78,0.04,124,4.96,2829,6969.0
3LAND INVENTORY,30,3.26,3000.0,0.13,30,3.9000000000000004,5136,1.0
Pixel Vault MintPass,81,8.79,5900.0,0.14,118,16.520000000000003,9664,2.0
from Syria with love,1,0.11,15.0,0.08,3,0.24,8,20.0
Jake x Jenkins,25,2.71,0.93,0.04,25,1.0,2156,2689.0
Creature Journey Artifacts,18,1.95,1.06,0.01,32,0.32,1918,3017.0
"Bobu, the Bean Farmer",23,2.5,2300.0,0.12,23,2.76,13922,1.0
CyberBrokers,54,5.86,2.84,3.42,284,971.28,3586,9987.0
MetaPunk MintPass,3,0.33,14.29,0.15,3,0.44999999999999996,224,21.0
3Landers,34,3.69,1.7,1.44,170,244.79999999999998,5581,10000.0
PUNKS: Origin Stories,58,6.3,2.51,0.08,147,11.76,3502,5848.0
Riot Girls,19,2.06,4.5,0.26,30,7.800000000000001,500,666.0
entretiempos by Marcelo Soria-Rodríguez,19,2.06,4.7,0.32,47,15.040000000000001,464,1000.0
August Sander 10K collection,37,4.02,2.89,0.04,300,12.0,3521,10394.0
Wandering Souls by Jeyram,3,0.33,26.32,0.12,5,0.6,47,19.0
Shackled Genesis,73,7.93,15.43,0.04,158,6.32,401,1024.0
HOT MESS,10,1.09,800.0,0.35,24,8.399999999999999,117,3.0
RTFKT PodX,82,8.9,8200.0,0.64,82,52.480000000000004,9063,1.0
Censored*,55,5.97,0.18,0.0,55,0.0,29766,29766.0
unsystematic neighborhood,1,0.11,4.55,0.0,1,0.0,11,22.0
TOKYO PUNKS by SABET,57,6.19,2.25,0.06,109,6.54,2800,4850.0
Angry Ape Army Evolution Collection,47,5.1,1.54,0.22,154,33.88,2721,10000.0
Dead Ringers: Edition by Dmitri Cherniak,257,27.9,25700.0,0.02,257,5.14,20139,1.0
Kuroro Ferry Tickets,2,0.22,200.0,0.95,2,1.9,592,1.0
Zipcy's SuperNormal,71,7.71,1.73,0.4,154,61.6,4536,8888.0
WGMI Premium Membership,89,9.66,3.06,0.14,123,17.220000000000002,3722,4024.0
Cosmic Reef by Leo Villareal,17,1.85,3.52,0.8,36,28.8,376,1024.0
WVRPS by WarpSound (Official),48,5.21,1.55,0.25,155,38.75,4822,9999.0
Elite Ape Entry Coins,83,9.01,8300.0,0.07,83,5.8100000000000005,8651,1.0
Four Freedoms,2,0.22,200.0,0.04,2,0.08,37,1.0
Ben Mezrich Project - Meme Stock Collection,42,4.56,1.27,0.07,76,5.32,3612,6000.0
CosmicMice,2,0.22,0.17,0.0,11,0.0,1315,6666.0
SuperSF,3,0.33,2.0,0.12,3,0.36,77,150.0
Angry Ape Army Weapons,3,0.33,1.07,0.05,33,1.6500000000000001,980,3097.0
A.N.I.M.O,18,1.95,1.05,0.14,105,14.700000000000001,3624,10000.0
Spray Cans by Campbell La Pun,4,0.43,0.71,0.02,5,0.1,355,700.0
Coolman's Universe,29,3.15,0.82,1.15,82,94.3,5669,10000.0
Savannah Pixels,3,0.33,4.29,0.01,82,0.8200000000000001,427,1911.0
adidas Originals Into the Metaverse,113,12.27,11300.0,1.5,113,169.5,21704,1.0
Sliderverse by Che-Yu Wu x White Castle,11,1.19,2.19,0.02,28,0.56,529,1279.0
Rituals - Venice by Aaron Penne x Boreta,15,1.63,2.7,0.33,27,8.91,632,1000.0
Ensō by Matto,13,1.41,2.2,0.11,22,2.42,676,1000.0
Flamingo Flutter,86,9.34,10.67,0.17,173,29.410000000000004,872,1621.0
Banned NFT,7,0.76,11.93,0.05,50,2.5,241,419.0
mfers,47,5.1,1.76,2.65,176,466.4,5302,10020.0
Legends of Wondermist,29,3.15,550.0,0.01,253,2.5300000000000002,391,46.0
Worldwide Webb Land,44,4.78,0.86,1.36,82,111.52000000000001,4808,9508.0
Fermata Metaverse Collection,1,0.11,9.09,1.0,1,1.0,15,11.0
DEGENERATIVE ART by JAKE,4,0.43,14.81,1.75,4,7.0,22,27.0
METACITZN STUDIOS,2,0.22,0.87,0.22,5,1.1,341,578.0
Angry Ape Army,5,0.54,1.2,2.5,40,100.0,1101,3333.0
Dream capsules,36,3.91,5.69,0.08,57,4.5600000000000005,589,1001.0
Love Is Love - Shavonne Wong <3,1,0.11,0.2,0.1,1,0.1,351,500.0
Quantum Curated,74,8.03,12.32,0.4,309,123.60000000000001,971,2509.0
from Syria with love FSWL,1,0.11,15.0,0.05,3,0.15000000000000002,5,20.0
NFT Tax Guide,9,0.98,1.67,0.05,15,0.75,842,898.0
Frog Prince: Volume 1,2,0.22,28.57,0.05,2,0.1,20,7.0
Pathfinders by luxpris,12,1.3,3.0,0.22,30,6.6,500,1000.0
HUXLEY Comics,24,2.61,0.74,0.2,206,41.2,3587,27788.0
Nightkids Fearless Token,13,1.41,950.0,0.0,19,0.0,1960,2.0
Nifty League Launch Comics,7,0.76,333.33,0.01,20,0.2,3365,6.0
Jail Turtles,1,0.11,0.04,0.0,1,0.0,1120,2498.0
Fortuitous Five,1,0.11,2.0,0.25,1,0.25,41,50.0
LeapN Founders Deed World,1,0.11,0.17,1.49,1,1.49,323,603.0
Fomoverse,11,1.19,0.89,2.4,11,26.4,781,1234.0
Monster Portal Badge,2,0.22,0.4,0.0,2,0.0,479,500.0
DAO Turtles,5,0.54,0.26,0.6,26,15.6,2698,9859.0
Singularity by AIIV,3,0.33,0.7,0.06,7,0.42,517,1000.0
MetaHero Universe: United Planets,93,10.1,4027.27,0.07,443,31.01,12073,11.0
moo cards,3,0.33,1.59,0.02,10,0.2,270,629.0
GenX by HOK,5,0.54,0.16,0.1,16,1.6,3046,10000.0
Woodies Generative Characters,163,17.7,6.84,0.2,666,133.20000000000002,3853,9739.0
TinyPaws,6,0.65,0.58,0.01,31,0.31,2392,5356.0
OnChain Seasides,6,0.65,0.6,0.04,20,0.8,1453,3309.0
Cyber Factory 2,92,9.99,2080.0,0.68,104,70.72,9407,5.0
Infinites IRL,11,1.19,4.33,0.25,43,10.75,441,993.0
Fu  Xi,5,0.54,0.6,0.0,53,0.0,1857,8888.0
10KTF,49,5.32,2.1,0.36,385,138.6,4670,18377.0
Mooncake Gift,3,0.33,0.2,0.01,3,0.03,965,1508.0
zaikey,1,0.11,0.78,0.01,1,0.01,6,128.0
DRIVE // BY DAVE KRUGMAN,5,0.54,5.41,2.69,6,16.14,67,111.0
Sotofish,2,0.22,1.33,0.3,2,0.6,105,150.0
artBloots,2,0.22,0.19,0.01,6,0.06,615,3080.0
Slyguise,1,0.11,0.1,0.12,1,0.12,265,1000.0
Journey Into The Void,1,0.11,2.0,0.1,1,0.1,26,50.0
CrypToadz by GREMPLIN,94,10.21,3.05,2.85,214,609.9,4002,7014.0
Skill Stats (not for Weaks),15,1.63,0.53,0.0,31,0.0,2830,5862.0
Royal Society Chips,4,0.43,0.91,0.01,91,0.91,1207,10000.0
Spattered,2,0.22,4.0,0.1,3,0.30000000000000004,15,75.0
Abstract Loot,16,1.74,0.73,0.0,58,0.0,2868,8000.0
Creature World,79,8.58,1.69,0.67,169,113.23,6223,10000.0
Geometry Runners by Rich Lord,14,1.52,1.8,1.0,18,18.0,687,1000.0
Fermata Gallery,1,0.11,10.0,0.0,1,0.0,17,10.0
"generative landscapes, 2001-2006",1,0.11,1.92,0.49,1,0.49,32,52.0
Doodle de Programming,3,0.33,7.27,0.25,8,2.0,51,110.0
Dandelion Sky,3,0.33,4.0,0.04,4,0.16,66,100.0
Cypher by Hideki Tsukamoto,15,1.63,4.39,0.99,45,44.55,537,1024.0
A Day in Asia,1,0.11,6.6,0.02,7,0.14,29,106.0
AlphaBetty Doodles,18,1.95,0.58,0.02,58,1.16,3533,10000.0
Jenkins the Valet: The Writer's Room,42,4.56,1.22,1.53,85,130.05,3067,6942.0
Cock Fight Club,2,0.22,2.91,0.0,20,0.0,238,688.0
Pixel Vault Founder's DAO,66,7.17,2.9,2.55,171,436.04999999999995,2960,5902.0
Tom Sachs: Rocket Factory - Patches,37,4.02,0.71,0.04,43,1.72,5826,6083.0
Royal Society of Players,6,0.65,0.91,0.12,91,10.92,1555,10000.0
Evosmots Collection,1,0.11,1.2,0.04,1,0.04,61,83.0
Hello Unicorn!,1,0.11,1.18,0.05,1,0.05,52,85.0
Inverted Ape Club,9,0.98,0.8,0.02,15,0.3,929,1876.0
TBAC,19,2.06,530.0,0.6,53,31.799999999999997,1780,10.0
Evaverse,10,1.09,0.34,0.28,34,9.520000000000001,2931,10000.0
Views from the Apocalypse,5,0.54,25.84,0.27,23,6.210000000000001,37,89.0
Jake's World Editions,16,1.74,284.62,0.33,37,12.21,235,13.0
One Hour Time Pieces,11,1.19,3.4,0.5,17,8.5,290,500.0
Nudey,2,0.22,1.94,0.2,2,0.4,72,103.0
Bushido Apes,5,0.54,6.52,0.04,15,0.6,372,230.0
Mueo The Mysteries Collection,1,0.11,4.55,0.02,1,0.02,20,22.0
Rxcket_Chef Original Mxmes,5,0.54,29.03,0.5,9,4.5,118,31.0
Cxllabs,8,0.87,175.0,0.24,14,3.36,471,8.0
CryptoTrunks,25,2.71,0.63,0.02,147,2.94,11502,23497.0
PXIN GXNG,13,1.41,201.52,0.13,133,17.29,723,66.0
PUNKS Comic,63,6.84,1.77,0.11,306,33.660000000000004,6971,17301.0
Bird Guys,4,0.43,1.25,0.01,20,0.2,491,1599.0
Pop Wonder Editions,14,1.52,71.88,0.32,23,7.36,630,32.0
VxxV clay world,1,0.11,14.29,0.02,1,0.02,7,7.0
Fermata Collection,2,0.22,3.7,0.2,2,0.4,87,54.0
8-Bit Budgies,2,0.22,0.75,0.02,3,0.06,126,401.0
Sights,21,2.28,6.39,0.08,32,2.56,328,501.0
Voxies,10,1.09,1.06,0.28,106,29.680000000000003,1759,10000.0
Parallel Alpha,50,5.43,144.72,0.0,767,0.0,44353,530.0
Dreamscapes,29,3.15,13.86,0.6,70,42.0,293,505.0
Showdeer,3,0.33,1.01,0.25,7,1.75,345,694.0
Foundation (FND),98,10.64,0.6,0.02,697,13.94,17551,116768.0
Confluence,48,5.21,11.27,0.1,113,11.3,604,1003.0
FEWOCiOUS,11,1.19,0.88,1.64,15,24.599999999999998,884,1705.0
Avastars,39,4.23,0.7,0.09,180,16.2,5081,25736.0
Mythereum,1,0.11,0.07,0.04,7,0.28,856,9964.0
CryptoCrystal,9,0.98,0.29,0.07,29,2.0300000000000002,1992,9994.0
CryptoArte,75,8.14,1.81,0.12,179,21.48,3504,9894.0
Genesis,40,4.34,14.77,3.64,74,269.36,375,501.0
Queens+Kings,340,36.92,7.47,0.21,520,109.2,2547,6959.0
Toadz Paint Pad,1,0.11,8.2,0.059,10,0.59,61,122.0
KnownOrigin,75,8.14,0.43,0.01,258,2.58,11281,60289.0
Murakami.Flowers Seed,28,3.04,2800.0,8.0,28,224.0,2095,1.0
OKPC,61,6.62,4.42,0.09,362,32.58,3587,8192.0
tubby cats by tubby collective,32,3.47,0.32,0.29,64,18.56,9664,20000.0
RTFKT - MNLTH,90,9.77,9000.0,5.99,90,539.1,9012,1.0
PotatoPunks,9,0.98,1.91,0.0,106,0.0,1379,5555.0
Ocarinas,13,1.41,8.36,0.13,136,17.68,494,1626.0
When you buy this video the price goes up.,1,0.11,2.94,0.0,1,0.0,30,34.0
ZORBS by ZORA,59,6.41,0.34,0.01,195,1.95,32697,56741.0
Terraforms by Mathcastles,55,5.97,2.75,0.36,272,97.92,2189,9908.0
CLONE X - X TAKASHI MURAKAMI,82,8.9,1.48,15.4,283,4358.2,8729,19140.0
autoRAD by sgt_slaughtermelon & Tartaria Archivist,10,1.09,2.4,0.09,24,2.16,620,1000.0
Crypto Citizens,28,3.04,1.84,0.87,53,46.11,1330,2882.0
ASM Brains,26,2.82,1.67,2.6,142,369.2,2712,8500.0
Kohi x eepmon CityLights,16,1.74,4.8,0.04,58,2.32,558,1208.0
The Forgotten Cult,6,0.65,0.9,0.01,30,0.3,1139,3333.0
ABSOLUTELY DO NOT MINT,70,7.6,5.4,0.26,202,52.52,1273,3743.0
Two Bit Bears + Honey,2,0.22,200.0,0.13,2,0.26,440,1.0
CryptoNewYorkerBanner,8,0.87,80.0,0.15,8,1.2,478,10.0
Gallery Premium Membership Cards,65,7.06,950.0,0.25,76,19.0,1083,8.0
Arpeggi Genesis Studio Pass,5,0.54,1.33,0.37,8,2.96,324,600.0
Two Bit Bears,5,0.54,0.18,0.02,9,0.18,1580,5000.0
Kohi Kintsugi,17,1.85,3.09,0.25,31,7.75,551,1003.0
Monarchs.Art,7,0.76,0.79,0.21,7,1.47,600,888.0
GAWDS,15,1.63,2.49,0.04,134,5.36,1569,5385.0
Obits Official,72,7.82,5.57,0.05,397,19.85,2944,7132.0
My Little Orphan,7,0.76,3.06,0.01,119,1.19,623,3887.0
spectral beings (official),9,0.98,4.28,0.44,38,16.72,378,888.0
3Words,5,0.54,7.62,0.1,23,2.3000000000000003,170,302.0
First First NFTs,40,4.34,4.48,0.04,224,8.96,1786,5000.0
Loot Items (for Adventurers),3,0.33,2.88,0.01,24,0.24,64,832.0
The Settlements (Legacy),9,0.98,1.26,0.0,125,0.0,1578,9905.0
cLoot (for Chinese Adventurers),16,1.74,1.02,0.0,25,0.0,1201,2454.0
Dope Wars,10,1.09,0.92,0.07,74,5.180000000000001,2073,8000.0
Loot (for Adventurers),35,3.8,0.84,1.79,65,116.35000000000001,2559,7779.0
HeavenComputer,45,4.89,3.45,0.09,268,24.119999999999997,2861,7777.0
Mirror Editions V4,8,0.87,1.17,0.35,12,4.199999999999999,841,1026.0
MAIN OBJECT,6,0.65,19.0,0.15,19,2.85,56,100.0
RTFKT PUNK PROJECT GEN 1,16,1.74,10.2,5.88,50,294.0,265,490.0
League of Kingdoms (Ethereum),5,0.54,0.24,0.02,21,0.42,2429,8644.0
KLEEE02,4,0.43,2.5,5.5,9,49.5,173,360.0
Anime Metaverse: SouImates,19,2.06,1.63,0.1,49,4.9,1888,3008.0
TheWebMason WhiteList,1,0.11,5.0,0.06,1,0.06,20,20.0
NoNo's NFT Official,3,0.33,0.56,0.03,8,0.24,672,1427.0
Postcards from a distant dream,1,0.11,100.0,0.05,11,0.55,8,11.0
etcha's editions,1,0.11,6.25,0.111,1,0.111,14,16.0
Moonlings NFT Official,27,2.93,2.16,0.02,216,4.32,3213,10000.0
CactiCrew,1,0.11,3.7,1.0,1,1.0,21,27.0
KP PRIMATES Official,2,0.22,4.5,0.07,20,1.4000000000000001,99,444.0
the sunnies collection,14,1.52,0.4,0.05,37,1.85,4617,9140.0
Identities by Sketcha,13,1.41,3.35,0.05,27,1.35,486,806.0
the sph3res,1,0.11,0.28,0.3491873,1,0.3491873,331,352.0
mfer x wavelength,3,0.33,150.0,0.5,3,1.5,167,2.0
Probably Something Genesis Passes,22,2.39,19.72,3.4,28,95.2,119,142.0
JakNFT Mints,4,0.43,400.0,0.08,4,0.32,208,1.0
Dollars Assange by Pascal Boyart,5,0.54,500.0,0.06,5,0.3,426,1.0
ZENOYIS,1,0.11,33.33,0.0,1,0.0,3,3.0
Chimpers Genesis,4,0.43,6.56,50.0,4,200.0,59,61.0
Big Cats TYG,2,0.22,0.5,0.0,2,0.0,178,403.0
IMAGINARY GANG,2,0.22,0.85,1.0,2,2.0,87,236.0
DoodleBitsNFT,8,0.87,2.42,0.0,85,0.0,1396,3514.0
The Awakening Mint Pass,2,0.22,18.67,0.1,45,4.5,87,241.0
Neneneko Labs,2,0.22,0.3,0.0,12,0.0,848,3939.0
pxMAYC,4,0.43,0.56,0.01,37,0.37,1776,6666.0
ChainFaces Arena,42,4.56,0.5,0.04,135,5.4,5757,26969.0
Coodles,6,0.65,0.12,0.01,11,0.11,4764,8888.0
Dollars Nakamoto by Pascal Boyart,5,0.54,2.39,0.16,18,2.88,273,754.0
XTOADZ Collection,10,1.09,3.03,0.01,101,1.01,1229,3333.0
Neural player [Ethereum],3,0.33,0.41,0.02,3,0.06,303,723.0
JPG PEOPLE by Debbie Tea,31,3.37,1.79,0.01,159,1.59,4558,8888.0
Digital Animals Soul Passes,5,0.54,62.5,0.0,5,0.0,1593,8.0
FOREVERLANDS Explorer,3,0.33,300.0,0.09,3,0.27,683,1.0
DI Animals,8,0.87,0.18,0.02,16,0.32,3540,8887.0
BladeRunner Punks,6,0.65,4.0,0.0,400,0.0,4009,10000.0
"Kai-Gen by Takeshi Murata, Christopher Rutledge, J. Krispy",16,1.74,3.52,0.06,72,4.32,804,2048.0
The Awakening Comic,4,0.43,0.73,0.0,73,0.0,4609,9999.0
MoonCatPop,1,0.11,0.3,0.04,2,0.08,139,661.0
Gazers by Matt Kane,25,2.71,4.1,6.5,41,266.5,410,1000.0
Paradise Trippies,4,0.43,0.06,0.04,6,0.24,1857,10000.0
Lion and Zebra,3,0.33,1.12,0.0,59,0.0,575,5285.0
digitalbrush1/1,1,0.11,11.11,0.0,1,0.0,8,9.0
NounPunks.eth,23,2.5,0.88,0.02,88,1.76,4181,9969.0
FOREVERLANDS Early Supporter,3,0.33,300.0,0.19,3,0.5700000000000001,682,1.0
Pudgy Ape Fridge Club,3,0.33,0.87,0.01,29,0.29,940,3333.0
The Sandbox ASSETS,62,6.73,7.53,0.01,177,1.77,35066,2351.0
Rainforests Collection,1,0.11,100.0,0.0,1,0.0,1,1.0
haute:kaleidr,15,1.63,22.0,0.39,22,8.58,60,100.0
Broken Backgrounds,3,0.33,1.12,0.3,3,0.8999999999999999,188,267.0
Simplicity Doll,1,0.11,10.53,0.19,2,0.38,2,19.0
10KTF Stockroom,49,5.32,800.0,0.05,112,5.6000000000000005,3283,14.0
lootprints (for MoonCats),10,1.09,0.26,0.04,30,1.2,2315,11718.0
l3en Collection,1,0.11,100.0,0.0,1,0.0,1,1.0
Haematopoiesis by Ruben,2,0.22,2.13,0.11,6,0.66,116,282.0
KREEPTURE,3,0.33,87.5,0.53,7,3.71,160,8.0
bitGANs,14,1.52,5.04,0.65,26,16.900000000000002,288,516.0
PALETTES OF AOTEAROA - THE PLACE OF GREENSTONE,2,0.22,6.25,0.49,2,0.98,23,32.0
Secret Society of Whales,3,0.33,1.0,0.05,100,5.0,3899,10000.0
Goons of Balatroon,5,0.54,0.22,0.16,21,3.36,3147,9696.0
IMAGINARY GANG (Migration in progress),2,0.22,1.44,14.2,3,42.599999999999994,53,208.0
3LAND WORLD,4,0.43,2.07,3.33,5,16.65,173,241.0
Liverboy,2,0.22,15.5,0.3,31,9.299999999999999,77,200.0
Kolectiv,14,1.52,2.7,0.07,23,1.61,434,852.0
Ghxsts,5,0.54,4.11,9.99,23,229.77,206,560.0
MoonCats,36,3.91,0.41,0.42,78,32.76,5621,19016.0
Liquids 1/1,1,0.11,0.88,0.08,1,0.08,45,114.0
DoomCatRescue,2,0.22,0.66,0.0,34,0.0,1249,5170.0
OSF OS,1,0.11,16.67,20.0,1,20.0,22,6.0
Polychain Monsters,3,0.33,0.4,0.0,130,0.0,10255,32712.0
Abandoned Mooncats,1,0.11,20.0,137.0,1,137.0,4,5.0
Sabet,8,0.87,4.86,0.2,9,1.8,1104,185.0
NFTBoxes,46,4.99,2.5,0.01,1092,10.92,4532,43617.0
JOYWORLD JOYtoys,15,1.63,0.86,0.04,29,1.16,1517,3364.0
POAP,47,5.1,0.22,0.01,75,0.75,21458,34642.0
Liquid Ruminations by Eliya Stein,4,0.43,0.49,0.02,5,0.1,491,1024.0
Memories of Qilin by Emily Xie,38,4.13,9.96,0.94,102,95.88,491,1024.0
WHITELISTPASS,12,1.3,1200.0,0.09,12,1.08,246,1.0
Strata by Vebjørn Isaksen,14,1.52,5.38,0.07,35,2.45,268,650.0
Time travel in a subconscious mind by Jimmy Herdberg,9,0.98,5.08,0.09,10,0.8999999999999999,141,197.0
Thereidoscope by Daïm Aggott-Hönsch,4,0.43,2.6,0.04,5,0.2,124,192.0
Spotlight by Joshua Bagley,16,1.74,5.76,0.12,36,4.32,325,625.0
Masonry by Eric Davidson,14,1.52,10.0,0.15,20,3.0,135,200.0
Neogen Space Monkeys by Dalek x Generative Artworks,16,1.74,1.1,0.02,55,1.1,1876,5000.0
Screens by Thomas Lin Pedersen,24,2.61,5.5,1.1,55,60.50000000000001,503,1000.0
Gallery General Membership Cards,67,7.27,6700.0,0.03,67,2.01,2886,1.0
I Saw It in a Dream by Steve Pikelny,9,0.98,3.32,0.08,34,2.72,566,1024.0
