name,owners_with_asset_in_project,percent_of_owners_with_asset_in_project,percent_owned,project_floor,total_assets_owned,total_project_floor,total_num_owners,total_supply
Daiju-Kingz,3,0.32,2.29,0.0,128,0.0,1330,5587.0
OrdinaryPunks,2,0.22,0.4,0.01,20,0.2,955,5000.0
lil Brains WRLD,1,0.11,0.04,0.01,3,0.03,2736,7777.0
SmolAPES Official,2,0.22,0.58,0.0,22,0.0,469,3799.0
Woodles V2,2,0.22,1.71,0.0,119,0.0,964,6969.0
MeltiesNFT,2,0.22,0.5,0.01,4,0.04,283,803.0
Up Down Punks,1,0.11,0.73,0.0,20,0.0,402,2757.0
Larva Chads,14,1.51,1.88,0.01,94,0.9400000000000001,1687,5000.0
Astra Chipmunks Army,1,0.11,0.04,0.0,1,0.0,974,2721.0
Invisible Ape Yacht Club,1,0.11,0.47,0.0,10,0.0,308,2110.0
Club Penguin NFT V1,1,0.11,0.86,0.02,20,0.4,400,2338.0
The X-Punks,3,0.32,1.5,0.0,50,0.0,524,3333.0
Mask Machina,1,0.11,0.39,0.03,2,0.06,203,512.0
Devil Chicks,1,0.11,0.08,0.01,2,0.02,845,2666.0
NEKOMEKA,2,0.22,0.1,0.02,5,0.1,1532,5196.0
Zoodlers,2,0.22,0.43,0.0,7,0.0,676,1643.0
Paper Chasers,2,0.22,1.19,0.0,24,0.0,443,2021.0
Doodmas,1,0.11,0.14,0.0,10,0.0,1438,7210.0
Basic Bored Ape Club,4,0.43,0.15,0.01,15,0.15,4617,10000.0
Infinite Realm Official,2,0.22,0.18,0.01,14,0.14,3023,7704.0
WickensNFT,2,0.22,0.11,0.02,7,0.14,2406,6666.0
Breaking Panda,1,0.11,0.42,0.01,5,0.05,423,1189.0
Expandables Official,1,0.11,0.29,0.06,10,0.6,558,3500.0
Frog Game GEN 0,3,0.32,0.67,0.0,20,0.0,424,3000.0
Lion and Zebra,3,0.32,1.12,0.0,59,0.0,575,5285.0
Lazy Kitties,4,0.43,0.69,0.0,69,0.0,1587,9999.0
Elves of the North Official,2,0.22,0.6,0.0,53,0.0,1824,8888.0
The Fox Game,1,0.11,1.06,0.01,5,0.05,150,471.0
Generative Burger Club,3,0.32,1.37,0.02,17,0.34,479,1240.0
Corite x Emery Kelly - Emotions Collection,1,0.11,0.06,0.02,1,0.02,1271,1795.0
OctopuoS,2,0.22,0.25,0.01,4,0.04,702,1600.0
Machinie,2,0.22,0.32,0.08,2,0.16,220,620.0
Humach,2,0.22,0.27,0.02,6,0.12,446,2255.0
T-Rex Mafia OG,3,0.32,0.15,0.0,12,0.0,2096,7777.0
PoodlesNFT,2,0.22,1.12,0.0,56,0.0,1229,5000.0
The Lizard Lab,4,0.43,0.72,0.03,36,1.08,1638,5000.0
Scallywags,1,0.11,0.09,0.1,1,0.1,282,1121.0
Tiny Kills,1,0.11,1.22,0.01,16,0.16,550,1313.0
CryptoPunxz,1,0.11,0.96,0.03,2,0.06,138,209.0
Toy Frens,1,0.11,0.3,0.02,2,0.04,400,666.0
Nice Fun Zombies,1,0.11,0.06,0.01,3,0.03,1091,5000.0
On Chain Hex Truchet Tiles,3,0.32,2.19,0.0,34,0.0,387,1555.0
Kuddle Koalas,3,0.32,0.64,0.01,48,0.48,1877,7497.0
The Space Cats,5,0.54,0.71,0.0,71,0.0,2352,9999.0
Mumbo Jumbo NFT,1,0.11,0.18,0.09,1,0.09,136,544.0
Strawberries by TheFruitNFT,2,0.22,0.04,0.01,2,0.02,396,5433.0
Jupiter's Self-Portraits,1,0.11,2.26,0.05,23,1.1500000000000001,216,1017.0
ZombieCats,4,0.43,0.07,0.02,7,0.14,1962,9999.0
Mainframes,2,0.22,1.05,0.0,3,0.0,151,287.0
Oilys Pebbles by Logan Larkin,1,0.11,0.6,0.06,12,0.72,605,2000.0
TheDiamondHands,5,0.54,0.18,0.02,20,0.4,2340,11111.0
My Little Uzis,3,0.32,0.12,0.0,6,0.0,2383,5000.0
Intermezzo Tools,1,0.11,100.0,0.01,1,0.01,504,1.0
Outlaw Gals MC,2,0.22,0.18,0.01,11,0.11,1873,6000.0
Non-Fungible Forks #ForkHunger,3,0.32,0.12,0.0,3,0.0,1893,2475.0
Punks Malaysia,1,0.11,0.33,0.1,1,0.1,113,301.0
"Metasniper Beta Access - Do NOT BUY, BETA ACCESS ENDED",1,0.11,100.0,0.03,1,0.03,546,1.0
The Yakuza Cats Society,5,0.54,0.37,0.04,33,1.32,2840,8929.0
RareBunniClub,5,0.54,0.16,0.01,9,0.09,2020,5500.0
Andy Borphol,5,0.54,0.65,0.01,13,0.13,966,2003.0
DegenDrops,2,0.22,2.34,0.0,26,0.0,236,1111.0
Dot Grid by TheElephantNL,7,0.76,1.7,0.02,17,0.34,642,1000.0
Adventure Cards,7,0.76,0.41,0.04,20,0.8,1733,4901.0
The Worm Vigil,3,0.32,0.12,0.01,3,0.03,1663,2569.0
One Day Mint Pass,1,0.11,100.0,0.02,1,0.02,474,1.0
Crypteriors: Locals,8,0.86,0.33,0.0,14,0.0,1805,4307.0
Wassilikes,1,0.11,0.3,0.02,1,0.02,142,333.0
Red Panda NFT,3,0.32,0.14,0.0,14,0.0,1519,10000.0
One Day Hype Train,2,0.22,0.06,0.0,6,0.0,2126,10000.0
Borpacasso,3,0.32,0.8,0.02,18,0.36,1140,2250.0
Secret NFT Club,2,0.22,1.1,0.03,11,0.32999999999999996,427,1000.0
4E4F5553,3,0.32,0.09,0.0,3,0.0,827,3311.0
One Day Bastards,5,0.54,0.65,0.0,65,0.0,1489,10000.0
Great Ape Bananas,1,0.11,0.02,0.01,1,0.01,1107,5141.0
tooL (for Tools),1,0.11,0.06,0.0,3,0.0,908,5189.0
Space Capsules,3,0.32,0.1,0.04,9,0.36,1001,8888.0
XXX Loot,1,0.11,0.1,0.0,8,0.0,1265,7777.0
The Sentient Machine,1,0.11,0.2,0.03,1,0.03,232,512.0
EtherKoiPond,1,0.11,1.82,0.03,8,0.24,119,440.0
Geometric Karambit,1,0.11,100.0,10.0,1,10.0,1,1.0
N0XSCAPE FOUNDERS CARDS,1,0.11,0.1,0.6,1,0.6,247,1023.0
skateboard cat,1,0.11,3.48,0.01,4,0.04,66,115.0
Redemption - Generative Art,4,0.43,0.49,0.05,5,0.25,471,1024.0
Kawaii Skull,3,0.32,1.15,0.02,115,2.3000000000000003,4106,10023.0
OSRS Punks,1,0.11,0.05,0.02,1,0.02,794,2007.0
Hidden Society,1,0.11,50.0,1.0,1,1.0,25,2.0
CryptoFoxes,5,0.54,1.71,0.04,190,7.6000000000000005,2938,11111.0
Excess Bits,3,0.32,0.68,0.04,7,0.28,354,1024.0
Strata by Vebjørn Isaksen,13,1.4,5.23,0.06,34,2.04,268,650.0
A6 Experiment,1,0.11,0.95,0.14,4,0.56,98,422.0
Spatial Frequency by Malus Creations,5,0.54,1.2,0.03,12,0.36,694,999.0
sunilpatel Collection,1,0.11,100.0,0.0,1,0.0,1,1.0
Humans Of NFT,4,0.43,1.01,0.02,14,0.28,679,1389.0
MODE - Members Only Digital Ecosystem,1,0.11,1.39,0.0,1,0.0,65,72.0
OLD Migrated AAT,3,0.32,300.0,0.0,3,0.0,750,1.0
Dadenza Genesis,1,0.11,10.0,0.15,1,0.15,4,10.0
SnarkySharkz Society,2,0.22,0.85,0.06,6,0.36,304,702.0
Phases Of The Moon Volume 1,1,0.11,3.57,0.5,1,0.5,27,28.0
Pulsar79,5,0.54,5.67,0.11,57,6.2700000000000005,340,1005.0
SHIBAS WOW!,2,0.22,1.24,0.05,2,0.1,60,161.0
Unencrypted Punks,3,0.32,0.46,0.1,3,0.30000000000000004,119,648.0
Su Squares,1,0.11,0.25,0.09,25,2.25,469,10000.0
RAC - A3 S24,3,0.32,300.0,2.7,3,8.100000000000001,84,1.0
CryptoSkulls Alchemy Lab,2,0.22,100.0,0.18,2,0.36,1739,2.0
Ape Drops 01 : Snoop Dogg Ape Tracks,6,0.65,325.0,0.04,13,0.52,1209,4.0
Perpetua by Punch Card Collective,6,0.65,5.7,0.06,9,0.54,82,158.0
Superlocal Localtrotters,3,0.32,1.19,0.01,15,0.15,564,1265.0
Silhouette by Niel de la Rouviere,3,0.32,3.92,0.25,4,1.0,60,102.0
RAC x sound.xyz,3,0.32,3.0,2.49,3,7.470000000000001,83,100.0
Ready Player Me - Punks,1,0.11,1.23,50.0,1,50.0,60,81.0
Colon Parenthesis - By Amber Vittoria,2,0.22,1.14,0.13,2,0.26,126,175.0
WizardsDAO,1,0.11,0.26,0.2,1,0.2,192,384.0
Metamaticians,3,0.32,4.05,1.88,13,24.439999999999998,124,321.0
FNTN,2,0.22,1.08,1.5,2,3.0,120,185.0
Chiptos,4,0.43,0.98,1.69,5,8.45,290,512.0
100 moments,2,0.22,3.0,0.15,3,0.44999999999999996,64,100.0
ODYSSEY by Jose Deblo x RAC x Monstercat,1,0.11,0.19,0.26,1,0.26,25,535.0
RTFKT BONUS ITEMS,9,0.97,45.83,1.54,11,16.94,373,24.0
Toy Faces,2,0.22,28.57,0.35,2,0.7,148,7.0
Sinclair Portraits,1,0.11,6.67,0.0,1,0.0,15,15.0
JonathanWolfe,2,0.22,1.5,0.1,3,0.30000000000000004,134,200.0
ThankYouX and JN Silva,3,0.32,0.9,0.25,6,1.5,98,663.0
The Collision by Pak & Trevor Jones,5,0.54,0.57,1.1,6,6.6000000000000005,204,1047.0
Meme Ltd.,11,1.19,9.96,0.01,52,0.52,8288,522.0
Dodgers MLB Crypto,1,0.11,0.0,0.12,1,0.12,39609,39999.0
Cosmic Trippies,1,0.11,0.04,0.03,3,0.09,1176,7828.0
vibesdotart [open],11,1.19,0.5,0.01,11,0.11,2048,2222.0
Energy Sketch,2,0.22,2.31,0.15,3,0.44999999999999996,70,130.0
PrimiEnd by wuwa,3,0.32,1.95,0.02,5,0.1,178,256.0
Troverse Planets,2,0.22,0.03,0.15,3,0.44999999999999996,3897,10000.0
The Squishiverse NFT,4,0.43,0.07,0.31,6,1.8599999999999999,1241,8888.0
Margot DAO,1,0.11,4.04,0.01,40,0.4,99,990.0
Zuki Ape Yacht Club,1,0.11,0.15,0.0,10,0.0,1036,6665.0
Dr. Cool's Cat Lab,3,0.32,0.33,0.0,8,0.0,685,2452.0
CATGIRL ACADEMIA,2,0.22,0.22,0.0,15,0.0,1038,6969.0
MetaMaskInvite,1,0.11,50.0,0.0,1,0.0,55,2.0
Cyber Agents,1,0.11,1.61,0.01,10,0.1,106,623.0
Legends of Metaterra by hideo,2,0.22,0.59,0.1,6,0.6000000000000001,478,1024.0
HexaPunk,1,0.11,0.29,0.0,19,0.0,779,6666.0
Ascii Doodles,2,0.22,0.43,0.0,14,0.0,300,3278.0
Kablito X Budweiser Royalty,1,0.11,0.22,0.01,1,0.01,354,450.0
Doodzuki,1,0.11,0.2,0.0,10,0.0,559,5000.0
BrokenSeaDAO,2,0.22,0.14,0.0,14,0.0,2948,9995.0
WaifuDAO NFT,1,0.11,1.44,0.05,6,0.30000000000000004,66,416.0
EllaOrtenDAO V2,2,0.22,5.07,0.0024,45,0.10799999999999998,143,887.0
Ye DAO,1,0.11,2.26,0.01,10,0.1,276,443.0
eq keys,3,0.32,2.65,0.3,7,2.1,176,264.0
MiaKhalifaDAO,1,0.11,0.09,0.0,1,0.0,626,1111.0
Alien Frenemies,1,0.11,3.78,0.01,40,0.4,131,1058.0
BeanieGivesBack,1,0.11,3.14,0.01,16,0.16,205,509.0
Elon DAO,1,0.11,0.41,0.01,4,0.04,516,969.0
Little Lime Friends,1,0.11,0.26,0.01,5,0.05,387,1897.0
Ghozali One Day,3,0.32,1.15,0.0,30,0.0,413,2612.0
CryptoSkullPunks,1,0.11,3.1,0.25,10,2.5,55,323.0
Picks Passport,2,0.22,200.0,0.4,2,0.8,1217,1.0
BLANK Humanity Initializers,3,0.32,0.41,0.06,4,0.24,420,969.0
Crypto Baby Punks,2,0.22,1.7,0.02,17,0.34,308,1000.0
[Invalid] We Are What We Eat: Seed,1,0.11,0.22,0.07,1,0.07,220,450.0
Bonito Catito NFT,1,0.11,0.15,0.01,7,0.07,828,4681.0
Lucky Parrots,1,0.11,0.6,0.0,20,0.0,740,3333.0
Piggies On The Farm,1,0.11,0.12,0.0,5,0.0,827,4052.0
Baby Deluxe,1,0.11,0.09,0.0,3,0.0,913,3500.0
Cuddlee Crew - Genesis,1,0.11,0.1,0.0,19,0.0,2124,19500.0
DickleButts,3,0.32,0.16,0.02,8,0.16,1887,4999.0
Kidcity,3,0.32,0.32,0.0,7,0.0,840,2222.0
Getijde by Bart Simons,6,0.65,5.86,0.44,13,5.72,139,222.0
On-Chain Monsters,3,0.32,0.48,0.01,11,0.11,615,2293.0
Feudalz Animalz,5,0.54,6.51,0.01,238,2.38,1099,3656.0
Kong Game - OLD,1,0.11,0.35,0.02,3,0.06,325,851.0
Bit Monsters NFT,4,0.43,0.12,0.0,8,0.0,2007,6667.0
Lil Baby Penguins,1,0.11,0.09,0.0,4,0.0,917,4444.0
Lil Baby Cool Kats,1,0.11,0.5,0.0,1,0.0,181,202.0
Fast Food Alpacadabraz,1,0.11,2.31,1e-05,10,0.0001,95,433.0
The Panels,7,0.76,3.51,0.07,12,0.8400000000000001,230,342.0
The Slime Vials,1,0.11,1.45,0.01,2,0.02,85,138.0
FOMOTown,1,0.11,0.52,0.01,7,0.07,146,1337.0
Crypto Punkin Patch,2,0.22,0.75,0.02,5,0.1,212,666.0
Wixa,5,0.54,0.29,0.01,23,0.23,1407,7845.0
Singularity by AIIV,3,0.32,0.7,0.07,7,0.49000000000000005,518,1000.0
Currency Cats,1,0.11,0.29,0.01,6,0.06,614,2090.0
Ghostmice,4,0.43,0.81,0.0,52,0.0,974,6444.0
SMC Symbol MakotoKobayashi,1,0.11,0.04,0.01,1,0.01,1413,2268.0
BAMC x Super Shiba Club,1,0.11,0.3,0.11,1,0.11,243,333.0
Somewhere in the universe...,1,0.11,1.12,0.88,1,0.88,46,89.0
Explosion of Color by AIIV,2,0.22,3.0,1.5,3,4.5,73,100.0
scorpio.world,1,0.11,0.09,0.01,1,0.01,359,1081.0
Mayhem Island Bananas,3,0.32,4.0,0.15,4,0.6,71,100.0
Low Tide by Artem Verkhovskiy x Andy Shaw,6,0.65,2.41,0.03,9,0.27,270,373.0
Abstract of the Day,1,0.11,1.28,0.09,2,0.18,73,156.0
Pirate Treasure Booty Club,1,0.11,0.02,0.01,1,0.01,1738,4946.0
Fractal Art,1,0.11,0.33,0.02,1,0.02,201,300.0
Anti Collective,3,0.32,300.0,0.2,3,0.6000000000000001,336,1.0
Creatokia Originals,1,0.11,0.52,0.02,1,0.02,114,193.0
The Key to Creatokia,1,0.11,0.5,0.12,1,0.12,118,201.0
Guppy Gang,2,0.22,0.06,0.15,5,0.75,1613,8001.0
Nate Mohler - Painted Cities,1,0.11,100.0,1.2,1,1.2,3,1.0
PMC - Collaborations,2,0.22,200.0,0.02,2,0.04,407,1.0
Lucky Tiger NFT,1,0.11,2.17,0.09,2,0.18,39,92.0
Painted Cities,1,0.11,2.63,0.3,1,0.3,18,38.0
Decentral Eyes VR - OG Collage - Variant 01,3,0.32,300.0,4.0,3,12.0,44,1.0
cool_momo Collection,1,0.11,100.0,0.0,1,0.0,2,1.0
crypty nifty,1,0.11,100.0,0.0,1,0.0,1,1.0
iNFT Personality Pod by Alethea AI,3,0.32,0.1,0.24,10,2.4,1368,9811.0
Revenants by Alethea AI,1,0.11,1.0,16.0,1,16.0,71,100.0
Hackatao x Blondie,1,0.11,0.31,1.07,1,1.07,175,323.0
DRP-Shintaro,3,0.32,37.5,0.1,3,0.30000000000000004,583,8.0
Omnimorphs Collabs,1,0.11,7.14,5.0,1,5.0,26,14.0
0xCrystals,4,0.43,0.42,0.05,5,0.25,509,1182.0
3LAND CAMPFIRE,1,0.11,9.09,0.9,1,0.9,24,11.0
Larva Nouns,1,0.11,0.07,0.0,1,0.0,328,1501.0
Cocreate,1,0.11,0.37,0.15,1,0.15,67,271.0
3NTITY-8PIRIT Mint Pass,1,0.11,33.33,0.02,1,0.02,494,3.0
Indiscreet Units,1,0.11,0.38,0.06,1,0.06,151,266.0
Champions of Fuego,1,0.11,5.26,0.0,1,0.0,7,19.0
harm.work,1,0.11,3.33,6.5,1,6.5,20,30.0
Gazettes by Redlioneye Gazette,12,1.29,2.15,0.04,22,0.88,431,1024.0
The Opera by Luke Shannon,4,0.43,8.98,0.99,23,22.77,139,256.0
Okazz's Generative Art NFT,3,0.32,15.0,1.0,6,6.0,17,40.0
Neolastics,5,0.54,1.18,0.69,5,3.4499999999999997,202,422.0
Clovers Network,1,0.11,0.0,0.04,1,0.04,690,43740.0
Chainsdrop - Volume 1,2,0.22,114.29,0.01,8,0.08,1059,7.0
Genesiz Shapez,2,0.22,0.14,0.0,5,0.0,1086,3500.0
Angry Pitbull Club,1,0.11,0.03,0.1,3,0.30000000000000004,5195,10000.0
ogdoad Collection,1,0.11,100.0,0.0,1,0.0,1,1.0
KaijuFrenz: Genesis,2,0.22,0.03,0.06,2,0.12,4518,6666.0
Quantum Collapses by Insigħt,6,0.65,1.73,0.12,7,0.84,150,404.0
Women in VC,1,0.11,0.2,0.04,2,0.08,418,999.0
Torque Squad,1,0.11,0.14,0.08,3,0.24,506,2202.0
Tennis Champs Genesis,2,0.22,0.06,0.12,2,0.24,1372,3333.0
Ape Drops 03 : An 8th,3,0.32,175.0,0.02,14,0.28,716,8.0
Official Kidzuki,1,0.11,0.02,0.02,1,0.02,1937,5555.0
Lucky Ducky NFT,4,0.43,0.3,0.05,23,1.1500000000000001,3107,7777.0
Welcome To The Future Of Golf,1,0.11,1.54,0.2,1,0.2,13,65.0
STREAM Season 1.5 The State of Music DAOs,1,0.11,12.5,0.0,1,0.0,8,8.0
Cyber Hornets Animus,1,0.11,0.07,0.03,1,0.03,342,1487.0
SneakerVerse,2,0.22,200.0,0.2,2,0.4,75,1.0
SelfMadePunks,1,0.11,0.53,0.0,1,0.0,148,187.0
WHO WE ARE (WWA),1,0.11,2.0,0.35,1,0.35,16,50.0
DAO Central,5,0.54,500.0,0.02,5,0.1,1046,1.0
The Citizens of San Gaspare,2,0.22,2.02,0.08,5,0.4,92,247.0
Metamerican Dream by Metarkitex,2,0.22,1.21,0.1,6,0.6000000000000001,184,497.0
send moods,1,0.11,25.0,0.0,1,0.0,4,4.0
Calladita 11,1,0.11,25.0,0.0,1,0.0,4,4.0
water magic,1,0.11,3.57,3.5,1,3.5,25,28.0
Forever Apes Genesis,1,0.11,0.81,69.0,1,69.0,122,123.0
Bored Awesome Apes,2,0.22,0.36,0.1,2,0.2,312,548.0
Nebula 41,2,0.22,0.81,0.07,2,0.14,200,246.0
Gravity 12 by Jimmy Herdberg,10,1.08,2.34,0.1,12,1.2000000000000002,340,512.0
70s Pop Series One by Daniel Catt,5,0.54,2.34,0.55,6,3.3000000000000003,156,256.0
Libertad Parametrizada by zJorge,3,0.32,2.06,1.12,5,5.6000000000000005,111,243.0
Petri by Fabin Rasheed,4,0.43,2.0,0.25,4,1.0,129,200.0
Sigils by espina,4,0.43,9.02,0.35,12,4.199999999999999,81,133.0
dino pals by hideo,1,0.11,2.0,12.0,2,24.0,65,100.0
Incantation by Eliya Stein,2,0.22,2.35,0.45,2,0.9,62,85.0
Gravity Grid by Eliya Stein,2,0.22,2.47,0.5,2,1.0,63,81.0
Space Debris [warning] by WhaleStreet x pxlq,1,0.11,2.47,0.99,2,1.98,53,81.0
Speckled Summits by Jake Rockland,2,0.22,6.94,4.0,5,20.0,58,72.0
70s Pop Super Fun Summertime Bonus Pack 🍸 by Daniel Catt,3,0.32,7.81,2.75,5,13.75,47,64.0
70s Pop Ghost Bonus Pack 👻 by Daniel Catt,3,0.32,6.25,1.2,4,4.8,53,64.0
CryptoVerseArt,1,0.11,3.33,0.1,1,0.1,29,30.0
Crypto Coven: Curse of the Void Witch,1,0.11,0.74,1.75,1,1.75,89,135.0
Empire of Ash,1,0.11,0.4,0.01,1,0.01,218,252.0
ApeOnly Island,1,0.11,0.07,0.0,2,0.0,754,2914.0
Eccentrics by Radix,11,1.19,9.25,0.44,37,16.28,195,400.0
Divisions by Michael Connolly,10,1.08,7.2,0.8,36,28.8,280,500.0
Rebel Seals Club | RSC,2,0.22,0.31,0.02,31,0.62,2588,9998.0
MONAI WORLD,2,0.22,0.4,0.07,2,0.14,222,499.0
Craft Hams,2,0.22,8.7,420.69,2,841.38,23,23.0
70s Pop Ghost Haunted,4,0.43,6.25,0.4,4,1.6,60,64.0
The Collector Chronicles,6,0.65,69.23,0.01,9,0.09,510,13.0
Inertial Moment,2,0.22,2.0,0.69,3,2.07,111,150.0
Ape Only,1,0.11,0.21,0.05,2,0.1,368,968.0
Invaders NFT,2,0.22,0.08,0.01,7,0.07,1011,8663.0
FingerPunks NFT,1,0.11,2.46,0.05,3,0.15000000000000002,60,122.0
FingerPunks,1,0.11,2.0,1.11,1,1.11,40,50.0
100 Grumpy Animals by Beast Flaps,1,0.11,7.0,0.49,7,3.4299999999999997,28,100.0
Toadz Paint Pad,1,0.11,8.2,0.059,10,0.59,61,122.0
Gutter Punks - Kiwami,4,0.43,0.41,0.15,41,6.1499999999999995,4698,10000.0
KIWAMI Genesis,5,0.54,0.46,0.68,46,31.28,4550,10000.0
Pepe Universe (Gen 1),1,0.11,0.08,0.01,2,0.02,892,2594.0
Wasder Loot Box,1,0.11,0.11,0.599999,1,0.599999,940,952.0
Pixel Vampire Syndicate,1,0.11,0.18,0.02,5,0.1,1478,2729.0
Mask Billionaire Club,1,0.11,0.03,0.169,1,0.169,2120,3333.0
Chill Princesses NFT,2,0.22,0.22,0.0,7,0.0,921,3129.0
Toodle Loot Bag,1,0.11,0.57,0.0,3,0.0,162,525.0
CB Hoyo,1,0.11,0.67,0.2,1,0.2,27,149.0
Mad Realities Genesis Membership Pass,2,0.22,0.55,0.68,3,2.04,427,548.0
YGG Sword and Shield,2,0.22,0.07,0.02,4,0.08,2768,5796.0
lobsterdao,5,0.54,0.27,1.49,9,13.41,1665,3389.0
Animal Coloring Book Eraser,2,0.22,0.59,0.1,3,0.30000000000000004,222,508.0
Animal Coloring Book,5,0.54,1.06,0.14,10,1.4000000000000001,459,939.0
Rivermen,1,0.11,0.03,0.07,3,0.21000000000000002,1651,9966.0
Karma DAO,3,0.32,0.6,0.9,3,2.7,381,503.0
Generative Transfer Art Project 1,4,0.43,1.0,0.01,6,0.06,262,601.0
Karma DAO (deprecated),3,0.32,0.6,0.35,3,1.0499999999999998,253,503.0
Whole Picture,3,0.32,1.77,0.8,4,3.2,104,226.0
Ellen DeGeneres,1,0.11,1.39,0.2,1,0.2,69,72.0
CHROMA5,1,0.11,3.92,0.99,2,1.98,24,51.0
Wonder: Shawn Mendes x Genies,2,0.22,71.43,0.19,5,0.95,275,7.0
PolyAnt Queen,1,0.11,0.11,0.04,1,0.04,861,947.0
PG Wendex Badges,1,0.11,0.11,0.2,1,0.2,802,949.0
Dego Finance,2,0.22,0.0,0.0,2,0.0,26294,52138.0
PGFK,1,0.11,0.08,0.04,10,0.4,921,12179.0
League of Kingdoms (Ethereum),5,0.54,0.24,0.02,21,0.42,2432,8643.0
MutantZuki Official,1,0.11,1.07,0.0,10,0.0,50,938.0
Time Is A Noun,1,0.11,2.38,0.0,1,0.0,33,42.0
Kama Chameleons Chapter One,1,0.11,1.39,0.02,10,0.2,185,717.0
Banksy Mona Lisa,2,0.22,200.0,36.0,2,72.0,32,1.0
Pirates of the Metaverse by Drip Studios,2,0.22,0.18,0.03,18,0.54,2320,10000.0
Pirates of the Metaverse - Honorary Members,1,0.11,3.7,0.0,1,0.0,27,27.0
MetaPhox,1,0.11,1.43,0.0,1,0.0,48,70.0
BitBullies Official,4,0.43,0.21,0.01,4,0.04,253,1875.0
Invisible Nouns,1,0.11,6.67,0.0,1,0.0,12,15.0
Honorary Bones,1,0.11,3.57,0.0,1,0.0,26,28.0
Ape Kids Football Club,1,0.11,0.15,0.02,10,0.2,2424,6629.0
Big Cats TYG,3,0.32,0.74,0.0,3,0.0,179,404.0
Banksy Elon,2,0.22,200.0,0.28,2,0.56,41,1.0
The CryptoBabyPunks,3,0.32,0.3,0.14,3,0.42000000000000004,547,999.0
Neural player [Ethereum],4,0.43,0.55,0.02,4,0.08,304,724.0
The 50s,1,0.11,2.0,0.1,1,0.1,11,50.0
Wayfarer- by Jake Inez,1,0.11,6.67,0.0,1,0.0,14,15.0
I Saw It in a Dream by Steve Pikelny,11,1.19,3.81,0.07,39,2.7300000000000004,567,1024.0
Calendart by steen & n-e-o,6,0.65,4.66,0.1,17,1.7000000000000002,239,365.0
Patterns of Life by Vamoss,7,0.76,3.52,0.08,18,1.44,363,512.0
Feral File #010 - -GRAPH,3,0.32,20.45,9.0,9,81.0,21,44.0
Angel Baby Hit Squad Honorary,1,0.11,16.67,0.0,1,0.0,5,6.0
Damien Hirst - Great Expectations,10,1.08,1.58,0.19,14,2.66,688,884.0
B.A. Before Apocalypse,1,0.11,33.33,0.1,1,0.1,14,3.0
Angel Baby Hit Squad by Fettuccine & Team,2,0.22,0.03,0.04,2,0.08,1789,6446.0
The God of Rock: Tour Bus Edition,1,0.11,5.26,0.0,1,0.0,19,19.0
Zappys,1,0.11,33.33,0.05,1,0.05,16,3.0
The Square Project,1,0.11,0.24,0.01,1,0.01,4,415.0
Little Demons Club,3,0.32,0.03,0.09,3,0.27,45,10005.0
Roo Crew,1,0.11,0.17,0.01,1,0.01,260,572.0
Farmers Marketverse Patrons,1,0.11,0.02,0.01,1,0.01,1513,5000.0
MetaHero Universe: Core Identities,2,0.22,5.95,222.0,5,1110.0,25,84.0
BigHead Ape YOLO Club,1,0.11,8.33,0.0,1,0.0,12,12.0
Baby Camels Season 1,1,0.11,0.18,0.02,2,0.04,616,1139.0
Jurassic Club,2,0.22,0.02,0.3,2,0.6,15,9688.0
Ape Parent Club,2,0.22,33.33,0.02,3,0.06,157,9.0
Spookies Collectibles,1,0.11,1.56,0.01,1,0.01,231,64.0
BigFatCats OG Collection,1,0.11,1.56,0.42,1,0.42,37,64.0
Astraglade,6,0.65,0.97,0.02,7,0.14,548,721.0
Roo Crew Ambassadors,1,0.11,10.0,0.0,1,0.0,10,10.0
Crazy Lizard Army,3,0.32,0.13,0.03,8,0.24,2022,6259.0
Lucky Lantern Players Club,1,0.11,50.0,0.0,1,0.0,31,2.0
Hand Drawn NFTs - StixkTok,1,0.11,0.28,0.06,1,0.06,103,358.0
High Club,3,0.32,5.89,0.01,72,0.72,350,1222.0
Orbs Of Mitzsuki,1,0.11,100.0,0.02,1,0.02,30,1.0
AvantGarde Genesis,1,0.11,2.7,0.75,1,0.75,37,37.0
WEIRD DOLLS,1,0.11,0.69,0.03,1,0.03,55,144.0
The Drops,1,0.11,0.23,0.03,1,0.03,355,438.0
Lazy CryptoCats,1,0.11,0.1,0.01,1,0.01,357,1000.0
Mad Cat Militia Special Editions,1,0.11,10.0,120.0,1,120.0,10,10.0
Bear Squad Ballerz,1,0.11,1.35,0.03,1,0.03,10,74.0
Gross Out Cards,1,0.11,0.62,0.02,1,0.02,25,160.0
EYE BWOI,1,0.11,0.91,0.08,1,0.08,83,110.0
Brellias,2,0.22,200.0,0.01,2,0.02,127,1.0
Honorary Ape Kids Club,2,0.22,1.83,0.65,4,2.6,162,219.0
Deep Art by MxxNParis,1,0.11,1.33,0.0,1,0.0,2571,75.0
Skvllpvnkz  Soudtracks,1,0.11,50.0,0.0,1,0.0,2,2.0
Skvllpvnkz,1,0.11,0.85,0.34,1,0.34,62,118.0
Joe Sorren Trading Cards,1,0.11,2.52,0.75,6,4.5,97,238.0
Skally,1,0.11,25.0,0.55,1,0.55,3,4.0
THE DJEENIES,1,0.11,3.36,0.12,5,0.6,61,149.0
